Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Bahadori, Mohammad Yousef",MAE 180A - Spacecraft Guidance I (A),SP15,106,39,86.50%,91.90%,5.64,B+ (3.43),C+ (2.70)
"Delson, Nathan Joseph",MAE 3 - Intro/Engineering Graphcs&Desn (A),SP15,91,82,88.90%,96.30%,13.02,B+ (3.60),B+ (3.33)
"Tolley, Michael Thomas",MAE 3 - Intro/Engineering Graphcs&Desn (A),SP15,84,76,91.90%,90.50%,12.69,B+ (3.57),B+ (3.51)
"Gibson, Carl H.",MAE 5 - Quantitative Computer Skills (A),SP15,49,18,61.10%,77.80%,3.68,B+ (3.56),B+ (3.66)
"Pham, Hieu Tan",MAE 8 - MATLAB Program for Engr Analys (A),SP15,189,76,93.20%,90.50%,6.11,B+ (3.47),B (3.23)
"Murakami, Hidenori",MAE 87 - Freshman Seminar (A),SP15,15,6,100.00%,100.00%,0.5,N/A,N/A
"Anderson, Mark Ronald",MAE 92A - Design Competitn/Fly Aircraft (A),SP15,1,1,100.00%,100.00%,6.5,N/A,N/A
"Nomura, Keiko K.",MAE 101A - Introductory Fluid Mechanics (A),WI15,132,64,89.80%,71.20%,7.48,B- (2.90),B (3.06)
"Miller, David R.",MAE 101B - Advanced Fluid Mechanics (A),WI15,35,14,100.00%,92.30%,7.73,B+ (3.31),B (3.09)
"Rangamani, Padmini",MAE 110A - Thermodynamics (A),WI15,104,91,90.10%,80.20%,7.71,B- (2.81),C (2.23)
"Lasheras, Juan C.",MAE 113 - Fundamentals of Propulsion (A),WI15,69,22,90.90%,100.00%,7.05,B+ (3.50),B (3.07)
"Tynan, George Robert",MAE 119 - Intro Renew Energ/Solar & Wind (A),WI15,85,31,89.30%,96.40%,5.93,B (3.12),B (3.03)
"Tartakovsky, Daniel",MAE 123 - Intro/Transprt in Porous Media (A),WI15,62,21,95.20%,95.20%,3.6,B (3.14),B (3.25)
"Kleissl, Jan",MAE 126A - Environmental Enginring Lab (A),WI15,37,10,100.00%,100.00%,6.7,B+ (3.40),B+ (3.46)
"Hoger Conn, Anne",MAE 130A - Mechanics I: Statics (A),WI15,222,86,95.10%,97.60%,6.25,B+ (3.53),B (3.28)
"Benson, David J",MAE 130B - Mechanics II: Dynamics (A),WI15,58,21,90.50%,57.10%,7.07,B+ (3.33),B (3.01)
"Murakami, Hidenori",MAE 130C - Mechanics III: Vibrations (A),WI15,70,36,97.10%,91.40%,6.09,B+ (3.51),B (3.09)
"Lanza Di Scalea, Francesco",MAE 131A - Solid Mechanics I (A),WI15,42,27,84.60%,88.50%,6.96,B+ (3.42),C+ (2.66)
"de Oliveira, Mauricio",MAE 140 - Linear Circuits (A),WI15,108,43,90.00%,95.00%,7.05,B+ (3.49),B (3.18)
"Anderson, Mark Ronald",MAE 142 - Dynmcs&Control/Aerospace Vehic (A),WI15,57,15,100.00%,100.00%,3.93,A- (3.86),B+ (3.57)
"Bitmead, Robert R.",MAE 143A - Signals and Systems (A),WI15,151,60,69.00%,39.70%,8.18,B- (2.98),B (3.03)
"Talke, Frank E",MAE 150 - Computer-Aided Analysis&Design (B),WI15,47,14,100.00%,92.30%,10.35,B+ (3.33),C+ (2.60)
"Anderson, Mark Ronald",MAE 155A - Aerospace Engineering Design I (A),WI15,45,13,100.00%,100.00%,4.32,A (4.00),A- (3.80)
"Delson, Nathan Joseph",MAE 156A - Fund. Prin./Mechanical Desgn I (A),WI15,40,14,75.00%,91.70%,12.67,B+ (3.33),B+ (3.36)
"Tustaniwskyj, Jerry I",MAE 156A - Fund. Prin./Mechanical Desgn I (B),WI15,35,9,100.00%,100.00%,10.28,B (3.22),B (3.17)
"Tustaniwskyj, Jerry I",MAE 156B - Fund. Prin/Mechanical Desgn II (A),WI15,19,10,100.00%,100.00%,14.06,A- (3.78),N/A
"Graeve, Olivia A",MAE 160 - Mechanical Behavior/Materials (A),WI15,75,32,83.90%,67.70%,6.43,B+ (3.65),B (3.11)
"Lal, Ratnesh",MAE 171A - Mechanical Engineering Lab I (A),WI15,103,28,77.80%,48.00%,7.86,B+ (3.42),B+ (3.48)
"Seshadri, Kalyanasundaram",MAE 171A - Mechanical Engineering Lab I (A),WI15,103,28,77.80%,44.00%,7.86,B+ (3.42),B+ (3.48)
"de Callafon, Raymond A",MAE 175A - Aerospace Engineering Lab (A),WI15,42,12,72.70%,90.90%,5.1,B+ (3.50),B+ (3.44)
"Meyers, Marc",MAE 20 - Elements of Materials Science (A),WI15,44,19,89.50%,94.70%,4.29,B+ (3.42),B+ (3.34)
"Gibson, Carl H.",MAE 5 - Quantitative Computer Skills (A),WI15,53,20,66.70%,66.70%,4.38,A- (3.88),A- (3.76)
"Pham, Hieu Tan",MAE 8 - MATLAB Program for Engr Analys (A),WI15,139,57,71.70%,52.80%,9.5,B (3.23),B (3.16)
"McKittrick, Joanna M",MAE 87 - Freshman Seminar (A),WI15,10,7,100.00%,85.70%,0.79,A (4.00),N/A
"Bahadori, Mohammad Yousef",MAE 101A - Introductory Fluid Mechanics (A),FA14,55,25,96.00%,96.00%,6.42,B (3.13),C+ (2.36)
"Coimbra, Carlos F.",MAE 101C - Heat Transfer (A),FA14,84,25,70.00%,40.00%,9.97,B- (2.70),B- (2.78)
"Kleissl, Jan",MAE 101C - Heat Transfer (C),FA14,104,33,78.10%,68.80%,8.13,B (3.06),B (3.05)
"Del Alamo, Juan Carlos",MAE 104 - Aerodynamics (A),FA14,60,16,93.30%,86.70%,7.57,B (3.13),B- (2.78)
"Murakami, Hidenori",MAE 105 - Intro To Mathematical Physics (A),FA14,135,57,66.00%,72.00%,7.5,B+ (3.30),B (3.09)
"McEneaney, William Michael",MAE 107 - Computational Methods/Engineer (A),FA14,162,59,87.90%,84.50%,6.43,B+ (3.53),B (3.15)
"Nomura, Keiko K.",MAE 110A - Thermodynamics (A),FA14,121,56,88.90%,75.90%,8.05,B (3.25),B (3.02)
"Krasheninnikov, Sergei",MAE 118 - Intro to Energy & Environment (A),FA14,135,46,76.70%,79.10%,3.8,B+ (3.68),B+ (3.34)
"Pawlak, Geno Ronald",MAE 122 - Flow & Transport/Environment (A),FA14,62,27,83.30%,83.30%,7.89,B (3.00),B- (2.89)
"Van Den Einde, Yael Dahlia",MAE 130A - Mechanics I: Statics (A),FA14,77,52,90.20%,60.80%,7.6,B (3.26),B- (2.85)
"Murakami, Hidenori",MAE 130C - Mechanics III: Vibrations (A),FA14,52,14,85.70%,85.70%,9.58,B+ (3.50),B (3.23)
"Cai, Shengqiang",MAE 131A - Solid Mechanics I (A),FA14,24,9,100.00%,100.00%,6.5,A- (3.71),A- (3.77)
"Cortes, Jorge",MAE 140 - Linear Circuits (A),FA14,157,63,83.60%,85.20%,7.22,B (3.25),B- (2.78)
"Bitmead, Robert R.",MAE 143C - Digital Control Systems (A),FA14,49,11,100.00%,40.00%,7.3,B (3.00),B (3.25)
"Jayson, Eric",MAE 150 - Computer-Aided Analysis&Design (A),FA14,123,29,89.30%,92.90%,9.54,B+ (3.44),B- (2.90)
"Delson, Nathan Joseph",MAE 154 - Prod. Desgn. & Entrepreneur. (A),FA14,33,11,70.00%,70.00%,8.1,A- (3.78),B+ (3.62)
"Anderson, Mark Ronald",MAE 156A - Fund. Prin./Mechanical Desgn I (A),FA14,18,9,100.00%,100.00%,4.28,A- (3.78),N/A
"Jin, Sungho",MAE 166 - Nanomaterials (A),FA14,23,9,75.00%,87.50%,6,B+ (3.63),B+ (3.53)
"Lal, Ratnesh",MAE 170 - Experimental Techniques (A),FA14,142,48,70.00%,67.50%,9.04,B+ (3.49),B (3.01)
"Bandaru, Prabhakar",MAE 170 - Experimental Techniques (B),FA14,146,62,77.20%,73.70%,10.19,B+ (3.64),B- (2.90)
"Bahadori, Mohammad Yousef",MAE 181 - Space Mission Analysis/Design (A),FA14,51,22,95.20%,100.00%,6.79,B+ (3.30),B- (2.77)
"Anderson, Mark Ronald",MAE 2 - Intro to Aerospace Engineering (A),FA14,104,46,92.30%,92.30%,4.6,B+ (3.46),B+ (3.50)
"McKittrick, Joanna M",MAE 20 - Elements of Materials Science (A),FA14,75,29,85.20%,66.70%,5.58,B+ (3.48),B (3.05)
"Delson, Nathan Joseph",MAE 3 - Intro/Engineering Graphcs&Desn (A),FA14,162,64,98.40%,96.70%,11.86,B+ (3.54),B+ (3.41)
"Goddard, Joe D",MAE 8 - MATLAB Program for Engr Analys (A),FA14,132,77,56.50%,11.60%,9.79,B+ (3.34),B (3.03)
"Murakami, Hidenori",MAE 93 - Design Compet/Design Race Car (A),FA14,30,11,100.00%,100.00%,1.59,A (4.00),N/A
"Rohr, James Joseph",MAE 101B - Advanced Fluid Mechanics (A),S214,40,11,100.00%,81.80%,8.5,B+ (3.45),B (3.04)
"Bahadori, Mohammad Yousef",MAE 104 - Aerodynamics (A),S214,10,6,100.00%,100.00%,6.9,B+ (3.40),N/A
"Bandaru, Prabhakar",MAE 105 - Intro To Mathematical Physics (A),S214,50,4,100.00%,100.00%,7,B+ (3.67),B+ (3.36)
"Ezunkpe, Yawo Semanu",MAE 107 - Computational Methods/Engineer (A),S214,39,17,76.50%,88.20%,8.85,B (3.18),B (3.27)
"Murakami, Hidenori",MAE 130B - Mechanics II: Dynamics (A),S214,20,5,100.00%,100.00%,7.7,A- (3.80),B- (2.92)
"Krysl, Petr",MAE 130C - Mechanics III: Vibrations (A),S214,20,4,100.00%,75.00%,9.5,B+ (3.50),B (3.23)
"Lubarda, Marko",MAE 131A - Solid Mechanics I (A),S214,17,3,100.00%,100.00%,7.83,B+ (3.67),N/A
"Bewley, Thomas R",MAE 143B - Linear Control (A),S214,40,9,66.70%,77.80%,8.28,B (3.11),B (3.29)
"Bahadori, Mohammad Yousef",MAE 180A - Spacecraft Guidance I (A),S214,22,11,90.00%,80.00%,8.1,B+ (3.50),B- (2.90)
"Bahadori, Mohammad Yousef",MAE 101A - Introductory Fluid Mechanics (A),S114,41,8,87.50%,87.50%,7.75,B+ (3.63),B- (2.70)
"Bahadori, Mohammad Yousef",MAE 101C - Heat Transfer (A),S114,29,9,88.90%,100.00%,7.83,B+ (3.56),B- (2.99)
"Folz, Patrick J",MAE 110A - Thermodynamics (A),S114,32,29,89.70%,79.30%,7.81,B (3.28),B (3.14)
"Lubarda, Marko",MAE 130A - Mechanics I: Statics (A),S114,32,6,100.00%,100.00%,9.17,B+ (3.67),B- (2.94)
"Bewley, Thomas R",MAE 143A - Signals and Systems (A),S114,37,10,100.00%,100.00%,9.9,B (3.10),B (3.12)
"McKittrick, Joanna M",MAE 20 - Elements of Materials Science (A),S114,14,2,100.00%,100.00%,11.5,A (4.00),N/A
"Nomura, Keiko K.",MAE 101B - Advanced Fluid Mechanics (A),SP14,196,70,87.90%,80.30%,7.56,B (3.20),B- (2.97)
"Murakami, Hidenori",MAE 105 - Intro To Mathematical Physics (A),SP14,90,29,66.70%,66.70%,6.72,B (3.19),B (3.13)
"Marsden, Alison",MAE 107 - Computational Methods/Engineer (A),SP14,82,72,77.50%,93.00%,7.24,B (3.01),B- (2.84)
"Tartakovsky, Daniel",MAE 108 - Prob & Stats/Method/Mech Eng (A),SP14,155,58,66.70%,90.70%,5.79,B (3.26),B (3.22)
"Martinez, Sonia",MAE 108 - Prob & Stats/Method/Mech Eng (B),SP14,76,23,85.70%,90.50%,4.4,B+ (3.67),B (3.27)
"Dubin, Daniel Herschel",MAE 117A - Elementary Plasma Physics (A),SP14,5,1,100.00%,100.00%,6.5,N/A,N/A
"Tynan, George Robert",MAE 120 - Introduction to Nuclear Energy (A),SP14,49,12,81.80%,100.00%,5.23,B- (2.73),B- (2.87)
"Teranes, Jane",MAE 124 - Envrnmntl Chall: Science & Sol (A),SP14,97,28,81.50%,88.90%,3.83,B+ (3.56),B (3.27)
"Kleissl, Jan",MAE 126B - Environmental Enginring Lab II (A),SP14,73,19,100.00%,100.00%,8.72,A- (3.72),B+ (3.58)
"Murakami, Hidenori",MAE 130B - Mechanics II: Dynamics (A),SP14,97,38,83.80%,51.40%,6.5,B+ (3.32),B (3.19)
"Bazilevs, Yuri",MAE 130C - Mechanics III: Vibrations (A),SP14,31,12,81.80%,72.70%,6.5,B+ (3.40),B (3.27)
"Nemat-Nasser, Siavouche",MAE 131A - Solid Mechanics I (A),SP14,112,41,100.00%,100.00%,5.42,A- (3.79),B+ (3.62)
"de Oliveira, Mauricio",MAE 143B - Linear Control (A),SP14,127,43,76.20%,88.10%,6.91,B+ (3.40),B (3.17)
"Jayson, Eric",MAE 150 - Computer-Aided Analysis&Design (A),SP14,39,12,100.00%,100.00%,9.41,B+ (3.42),B- (2.81)
"Anderson, Mark Ronald",MAE 155B - Aerospace Engineering Desgn II (A),SP14,60,21,100.00%,100.00%,7.13,B+ (3.65),B+ (3.59)
"Harrington, Steven Merrill",MAE 155B - Aerospace Engineering Desgn II (B),SP14,7,4,100.00%,100.00%,14.5,A (4.00),N/A
"Delson, Nathan Joseph",MAE 156B - Fund. Prin/Mechanical Desgn II (A),SP14,32,10,100.00%,88.90%,15.39,B+ (3.67),A- (3.82)
"Tustaniwskyj, Jerry I",MAE 156B - Fund. Prin/Mechanical Desgn II (B),SP14,35,6,100.00%,100.00%,14.5,B+ (3.33),B+ (3.68)
"Cattolica, Robert J",MAE 170 - Experimental Techniques (A),SP14,174,50,68.10%,63.80%,10.14,B+ (3.48),B- (2.97)
"Coimbra, Carlos F.",MAE 170 - Experimental Techniques (B),SP14,174,71,66.20%,66.20%,9.35,B (3.29),B- (2.97)
"Lal, Ratnesh",MAE 171B - Mechancial Engineering Lab II (A),SP14,19,6,100.00%,100.00%,11.7,A- (3.83),N/A
"Bahadori, Mohammad Yousef",MAE 180A - Spacecraft Guidance I (A),SP14,75,30,100.00%,93.10%,5.12,B+ (3.48),B (3.20)
"Delson, Nathan Joseph",MAE 3 - Intro/Engineering Graphcs&Desn (A),SP14,175,63,94.80%,94.80%,13.17,B+ (3.64),B+ (3.43)
"Gibson, Carl H.",MAE 5 - Quantitative Computer Skills (A),SP14,40,15,93.30%,86.70%,4.63,A- (3.73),B+ (3.54)
"Delson, Nathan Joseph",MAE 7 - Spatial Visualization (A),SP14,17,17,94.10%,100.00%,1.79,A (4.00),N/A
"Van Den Einde, Yael Dahlia",MAE 7 - Spatial Visualization (A),SP14,17,14,91.70%,83.30%,2.7,A (4.00),N/A
"Delson, Nathan Joseph",MAE 7 - Spatial Visualization (B),SP14,14,11,90.90%,72.70%,1.7,A (4.00),N/A
"Van Den Einde, Yael Dahlia",MAE 7 - Spatial Visualization (B),SP14,14,14,92.90%,100.00%,1.07,A (4.00),N/A
"Delson, Nathan Joseph",MAE 7 - Spatial Visualization (C),SP14,9,9,100.00%,100.00%,1.83,A (4.00),N/A
"Van Den Einde, Yael Dahlia",MAE 7 - Spatial Visualization (C),SP14,9,6,100.00%,100.00%,3.17,N/A,N/A
"Delson, Nathan Joseph",MAE 7 - Spatial Visualization (D),SP14,14,12,90.90%,81.80%,0.68,A (4.00),N/A
"Van Den Einde, Yael Dahlia",MAE 7 - Spatial Visualization (D),SP14,14,9,87.50%,87.50%,0.79,A (4.00),N/A
"Brucker, Kyle Ashley",MAE 8 - MATLAB Program for Engr Analys (A),SP14,133,45,73.80%,50.00%,10.26,B- (2.98),B- (2.99)
"Anderson, Mark Ronald",MAE 92A - Design Competitn/Fly Aircraft (A),SP14,10,4,100.00%,100.00%,3.83,N/A,N/A
"Miller, David R.",MAE 101A - Introductory Fluid Mechanics (A),WI14,98,39,94.40%,94.40%,9.11,B (3.24),B- (2.96)
"Nomura, Keiko K.",MAE 101A - Introductory Fluid Mechanics (B),WI14,109,64,91.90%,85.50%,7.84,B (3.07),B (3.03)
"Kleissl, Jan",MAE 110A - Thermodynamics (A),WI14,82,38,97.20%,83.30%,9,B (3.21),B (3.07)
"Bahadori, Mohammad Yousef",MAE 113 - Fundamentals of Propulsion (A),WI14,69,32,96.80%,83.90%,6.44,B (3.27),B- (2.80)
"Chen, Renkun",MAE 119 - Intro Renew Energ/Solar & Wind (A),WI14,136,45,73.70%,68.40%,5.39,B+ (3.46),B+ (3.45)
"Tartakovsky, Daniel",MAE 123 - Intro/Transprt in Porous Media (A),WI14,85,30,89.70%,82.80%,4.93,B+ (3.39),B+ (3.66)
"Kleissl, Jan",MAE 126A - Environmental Enginring Lab (A),WI14,73,28,92.30%,96.20%,7.19,B+ (3.31),B+ (3.53)
"Cai, Shengqiang",MAE 130A - Mechanics I: Statics (A),WI14,149,71,100.00%,85.30%,4.75,A- (3.75),B+ (3.54)
"Van Den Einde, Yael Dahlia",MAE 130B - Mechanics II: Dynamics (A),WI14,43,21,95.00%,85.00%,8.6,B+ (3.40),B- (2.87)
"Murakami, Hidenori",MAE 130C - Mechanics III: Vibrations (A),WI14,77,39,97.40%,79.50%,7.47,B (3.23),B- (2.91)
"Lanza Di Scalea, Francesco",MAE 131A - Solid Mechanics I (A),WI14,26,19,78.90%,68.40%,6.5,B (3.16),B- (2.96)
"Markenscoff, Xanthippi",MAE 131B - Solid Mechanics II (A),WI14,27,12,66.70%,50.00%,3.83,B+ (3.33),B (3.21)
"de Oliveira, Mauricio",MAE 140 - Linear Circuits (A),WI14,137,52,66.70%,80.40%,7.99,B (3.29),B (3.08)
"Anderson, Mark Ronald",MAE 142 - Dynmcs&Control/Aerospace Vehic (A),WI14,54,22,100.00%,100.00%,4.88,B+ (3.37),B+ (3.33)
"Bitmead, Robert R.",MAE 143A - Signals and Systems (A),WI14,153,76,57.90%,36.80%,8.58,B- (2.88),B (3.17)
"Talke, Frank E",MAE 150 - Computer-Aided Analysis&Design (A),WI14,52,24,91.30%,91.30%,11.72,B (3.14),C+ (2.57)
"Anderson, Mark Ronald",MAE 155A - Aerospace Engineering Design I (A),WI14,67,26,100.00%,100.00%,6.5,B+ (3.67),B+ (3.67)
"Delson, Nathan Joseph",MAE 156A - Fund. Prin./Mechanical Desgn I (A),WI14,37,10,100.00%,100.00%,14.5,B+ (3.56),B (3.26)
"Tustaniwskyj, Jerry I",MAE 156A - Fund. Prin./Mechanical Desgn I (B),WI14,29,9,77.80%,77.80%,15.17,B+ (3.67),B (3.27)
"Tustaniwskyj, Jerry I",MAE 156B - Fund. Prin/Mechanical Desgn II (A),WI14,38,6,100.00%,100.00%,15.83,B+ (3.60),B+ (3.68)
"Graeve, Olivia A",MAE 160 - Mechanical Behavior/Materials (A),WI14,82,41,72.50%,57.50%,5.5,B+ (3.45),C+ (2.65)
"Nesterenko, Vitali F",MAE 171A - Mechanical Engineering Lab I (A),WI14,110,25,87.00%,87.00%,8.7,B+ (3.53),B+ (3.45)
"de Callafon, Raymond A",MAE 175A - Aerospace Engineering Lab (A),WI14,62,22,90.00%,90.00%,8.39,B+ (3.37),B+ (3.48)
"Meyers, Marc",MAE 20 - Elements of Materials Science (A),WI14,26,16,100.00%,93.80%,4,B+ (3.63),A- (3.72)
"Gibson, Carl H.",MAE 5 - Quantitative Computer Skills (A),WI14,41,17,75.00%,87.50%,3.43,B+ (3.60),A- (3.76)
"Goddard, Joe D",MAE 8 - MATLAB Program for Engr Analys (A),WI14,149,73,77.50%,9.90%,6.73,B+ (3.39),B (3.25)
"McKittrick, Joanna M",MAE 87 - Freshman Seminar (A),WI14,11,8,87.50%,87.50%,0.5,N/A,N/A
"Chen, Renkun",MAE 101C - Heat Transfer (A),FA13,103,45,93.00%,90.70%,6.6,B+ (3.40),B (3.17)
"Bahadori, Mohammad Yousef",MAE 101C - Heat Transfer (B),FA13,94,52,90.20%,84.30%,6.58,B (3.20),B- (2.86)
"Del Alamo, Juan Carlos",MAE 104 - Aerodynamics (A),FA13,57,31,96.70%,83.30%,7.63,B (3.28),C+ (2.61)
"Winters, Kraig",MAE 105 - Intro To Mathematical Physics (A),FA13,133,58,62.50%,89.30%,7.59,B (3.11),B- (2.93)
"McEneaney, William Michael",MAE 107 - Computational Methods/Engineer (A),FA13,171,76,83.60%,84.90%,7.2,B+ (3.39),B- (2.92)
"Nomura, Keiko K.",MAE 110A - Thermodynamics (B),FA13,160,78,95.90%,91.90%,8.66,B (3.05),C+ (2.57)
"Krasheninnikov, Sergei",MAE 118 - Intro to Energy & Environment (A),FA13,91,36,64.70%,73.50%,3.95,B+ (3.52),B+ (3.35)
"Pawlak, Geno Ronald",MAE 122 - Flow & Transport/Environment (B),FA13,88,39,86.50%,86.50%,6.93,B (3.17),B- (2.95)
"Sander, Andrew Christopher",MAE 130A - Mechanics I: Statics (A),FA13,51,16,100.00%,93.30%,8.1,B+ (3.33),C+ (2.69)
"Van Den Einde, Yael Dahlia",MAE 130A - Mechanics I: Statics (A),FA13,51,11,88.90%,44.40%,8.5,B+ (3.33),C+ (2.69)
"Hoger Conn, Anne",MAE 130B - Mechanics II: Dynamics (A),FA13,19,3,100.00%,100.00%,8.5,B+ (3.33),C (2.28)
"Murakami, Hidenori",MAE 130C - Mechanics III: Vibrations (A),FA13,48,13,61.50%,69.20%,7.27,B (3.08),B (3.23)
"Cai, Shengqiang",MAE 131A - Solid Mechanics I (A),FA13,33,7,85.70%,57.10%,5.17,B+ (3.67),B (3.18)
"Cortes, Jorge",MAE 140 - Linear Circuits (A),FA13,159,65,95.10%,93.40%,5.78,B+ (3.48),B- (2.86)
"Bewley, Thomas R",MAE 143C - Digital Control Systems (B),FA13,50,22,100.00%,95.20%,12.31,A- (3.79),B- (2.95)
"Jayson, Eric",MAE 150 - Computer-Aided Analysis&Design (A),FA13,121,46,93.20%,93.20%,8.79,B+ (3.43),B- (2.80)
"Delson, Nathan Joseph",MAE 154 - Prod. Desgn. & Entrepreneur. (A),FA13,33,14,100.00%,100.00%,5.42,A- (3.86),A- (3.75)
"Anderson, Mark Ronald",MAE 156A - Fund. Prin./Mechanical Desgn I (A),FA13,33,15,100.00%,100.00%,10.21,A- (3.92),B+ (3.45)
"Jin, Sungho",MAE 166 - Nanomaterials (A),FA13,35,15,78.60%,71.40%,4.96,B+ (3.62),B (3.19)
"Lal, Ratnesh",MAE 170 - Experimental Techniques (A),FA13,120,47,63.00%,50.00%,9.95,B+ (3.39),B- (2.95)
"Beg, Farhat N.",MAE 170 - Experimental Techniques (B),FA13,130,47,68.90%,62.20%,10.55,B+ (3.47),B- (2.88)
"Bahadori, Mohammad Yousef",MAE 181 - Space Mission Analysis/Design (A),FA13,57,19,73.70%,94.70%,5.5,B+ (3.44),B- (2.94)
"Anderson, Mark Ronald",MAE 2 - Intro to Aerospace Engineering (A),FA13,96,57,93.80%,97.90%,3.48,A- (3.71),B (3.23)
"McKittrick, Joanna M",MAE 20 - Elements of Materials Science (A),FA13,66,30,79.30%,72.40%,4.91,B+ (3.59),B- (2.92)
"Delson, Nathan Joseph",MAE 3 - Intro/Engineering Graphcs&Desn (A),FA13,146,60,93.00%,93.00%,12.61,B+ (3.64),B+ (3.31)
"Gibson, Carl H.",MAE 5 - Quantitative Computer Skills (A),FA13,39,19,73.70%,73.70%,3.94,B+ (3.50),A- (3.76)
"Goddard, Joe D",MAE 8 - MATLAB Program for Engr Analys (A),FA13,111,49,70.80%,25.00%,7.54,B (3.13),B (3.10)
"Rohr, James Joseph",MAE 101B - Advanced Fluid Mechanics (A),S213,58,9,87.50%,87.50%,9,B+ (3.63),B (3.02)
"Bahadori, Mohammad Yousef",MAE 104 - Aerodynamics (A),S213,18,6,100.00%,40.00%,4.9,B (3.20),N/A
"Lubarda, Vlado",MAE 130B - Mechanics II: Dynamics (A),S213,38,8,100.00%,100.00%,10.75,B+ (3.38),B (3.13)
"Bahadori, Mohammad Yousef",MAE 130C - Mechanics III: Vibrations (A),S213,25,10,80.00%,60.00%,8.7,B+ (3.56),B (3.03)
"Lubarda, Vlado",MAE 131A - Solid Mechanics I (A),S213,31,2,100.00%,100.00%,7.5,B+ (3.50),B- (2.89)
"Bewley, Thomas R",MAE 143B - Linear Control (A),S213,48,5,100.00%,100.00%,6,B (3.00),B (3.11)
"Bahadori, Mohammad Yousef",MAE 101A - Introductory Fluid Mechanics (A),S113,45,16,81.30%,93.80%,11,B+ (3.50),C+ (2.70)
"Gehmlich, Ryan Kyle",MAE 101C - Heat Transfer (A),S113,44,7,100.00%,57.10%,10.5,B (3.00),B- (2.87)
"Pak, On Shun",MAE 105 - Intro To Mathematical Physics (A),S113,52,30,96.70%,100.00%,7.3,B+ (3.67),B (3.20)
"Barajas Solano, David Alonso",MAE 107 - Computational Methods/Engineer (A),S113,49,7,28.60%,57.10%,8.79,B (3.29),B+ (3.58)
"Bahadori, Mohammad Yousef",MAE 110A - Thermodynamics (A),S113,62,20,85.00%,100.00%,10,B+ (3.35),B (3.01)
"Lubarda, Vlado",MAE 130A - Mechanics I: Statics (A),S113,54,11,100.00%,100.00%,7.41,B+ (3.40),B (3.16)
"Lubarda, Vlado",MAE 131B - Solid Mechanics II (A),S113,14,1,100.00%,100.00%,4.5,A (4.00),N/A
"Bewley, Thomas R",MAE 143A - Signals and Systems (A),S113,33,9,87.50%,75.00%,8,B+ (3.38),B (3.12)
"Olevsky, Eugene",MAE 165 - Fatige&Failure Anlys/Eng Comp (A),S113,13,3,100.00%,100.00%,6.5,B+ (3.67),N/A
"Miller, David R.",MAE 101B - Advanced Fluid Mechanics (A),SP13,121,39,89.70%,97.40%,7.03,B+ (3.31),B (3.07)
"Nomura, Keiko K.",MAE 101B - Advanced Fluid Mechanics (B),SP13,71,31,86.70%,73.30%,8.16,B (3.00),C+ (2.57)
"Murakami, Hidenori",MAE 105 - Intro To Mathematical Physics (A),SP13,67,26,56.00%,68.00%,8.25,B+ (3.65),B (3.02)
"Marsden, Alison",MAE 107 - Computational Methods/Engineer (A),SP13,119,41,72.50%,82.50%,8.24,B (3.16),B- (2.94)
"Lauga, Eric",MAE 108 - Prob & Stats/Method/Mech Eng (A),SP13,249,89,89.50%,91.90%,5.9,B (3.19),B (3.08)
"Dubin, Daniel Herschel",No CAPEs submitted,SP13,2,0,N/A,N/A,N/A,N/A,N/A
"Bennett, Mark Jon",MAE 121 - Air Polutn Trnspt./Disp. Mdlng (A),SP13,11,7,71.40%,42.90%,5.64,B (3.14),N/A
"Bahadori, Mohammad Yousef",MAE 124 - Envrnmntl Chall: Science & Sol (A),SP13,140,42,70.70%,46.30%,3.6,B+ (3.49),B (3.07)
"Kleissl, Jan",MAE 126B - Environmental Enginring Lab II (A),SP13,34,15,86.70%,100.00%,9.83,B+ (3.60),B+ (3.64)
"Hoger Conn, Anne",MAE 130A - Mechanics I: Statics (A),SP13,33,13,100.00%,100.00%,6.04,B+ (3.46),C+ (2.57)
"Hoger Conn, Anne",MAE 130B - Mechanics II: Dynamics (A),SP13,144,39,92.30%,89.70%,7.32,B+ (3.36),B- (2.83)
"Mosqueda, Gilberto",MAE 130C - Mechanics III: Vibrations (A),SP13,29,11,54.50%,45.50%,7.41,B (3.09),C+ (2.31)
"Nemat-Nasser, Siavouche",MAE 131A - Solid Mechanics I (A),SP13,115,31,100.00%,90.30%,5.47,A- (3.81),B (3.28)
"Murakami, Hidenori",MAE 133 - Finite Element Methods in MAE (A),SP13,68,27,92.60%,88.90%,6.5,B+ (3.65),B (3.19)
"Krstic, Miroslav",MAE 143B - Linear Control (B),SP13,131,39,89.70%,97.40%,6.07,B (3.20),C+ (2.61)
"Trivedi, Mohan M.",MAE 149 - Sensor Networks (A),SP13,33,8,62.50%,50.00%,4.5,B- (2.88),B (3.04)
"Jayson, Eric",MAE 150 - Computer-Aided Analysis&Design (A),SP13,71,20,90.00%,85.00%,11.45,B (3.26),B- (2.85)
"Anderson, Mark Ronald",MAE 155B - Aerospace Engineering Desgn II (A),SP13,60,21,95.20%,95.20%,11.36,A- (3.86),B+ (3.62)
