Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Harrington, Steven Merrill",MAE 155B - Aerospace Engineering Desgn II (B),SP13,11,4,100.00%,100.00%,13.5,A (4.00),N/A
"Delson, Nathan Joseph",MAE 156B - Fund. Prin/Mechanical Desgn II (A),SP13,44,10,100.00%,100.00%,16.3,A- (3.90),A- (3.72)
"Tustaniwskyj, Jerry I",MAE 156B - Fund. Prin/Mechanical Desgn II (B),SP13,41,9,87.50%,87.50%,13.25,A- (3.88),A- (3.79)
"Graeve, Olivia A",MAE 160 - Mechanical Behavior/Materials (A),SP13,22,13,84.60%,100.00%,4.81,B+ (3.69),B- (2.86)
"Beg, Farhat N.",MAE 170 - Experimental Techniques (A),SP13,181,56,80.00%,74.50%,9.35,B+ (3.47),B- (2.99)
"Coimbra, Carlos F.",MAE 170 - Experimental Techniques (B),SP13,161,50,72.00%,68.00%,9.1,B+ (3.42),B- (2.92)
"Lal, Ratnesh",MAE 171B - Mechancial Engineering Lab II (A),SP13,25,4,75.00%,75.00%,9,A (4.00),A (4.00)
"Bahadori, Mohammad Yousef",MAE 180A - Spacecraft Guidance I (A),SP13,66,19,100.00%,89.50%,4.5,B+ (3.50),B- (3.00)
"Anderson, Mark Ronald",No CAPEs submitted,SP13,1,0,N/A,N/A,N/A,N/A,N/A
"Delson, Nathan Joseph",MAE 3 - Intro/Engineering Graphcs&Desn (A),SP13,154,61,93.40%,93.40%,13.87,B+ (3.60),B+ (3.39)
"Gibson, Carl H.",MAE 5 - Quantitative Computer Skills (A),SP13,27,8,75.00%,75.00%,4,B (3.29),B+ (3.38)
"Goddard, Joe D",MAE 8 - MATLAB Program for Engr Analys (A),SP13,82,28,67.90%,21.40%,6,B+ (3.41),B- (2.98)
"Anderson, Mark Ronald",MAE 92A - Design Competitn/Fly Aircraft (A),SP13,2,1,100.00%,100.00%,4.5,N/A,N/A
"Coimbra, Carlos F.",MAE 98 - Directed Group Study (A),SP13,17,6,83.30%,83.30%,3.3,N/A,N/A
"Miller, David R.",MAE 101A - Introductory Fluid Mechanics (A),WI13,207,99,93.80%,94.80%,8.42,B+ (3.33),B- (2.94)
"Goddard, Joe D",MAE 110A - Thermodynamics (A),WI13,67,39,74.40%,17.90%,7.74,B- (2.76),B- (2.79)
"Sanchez, Antonio Luis",MAE 113 - Fundamentals of Propulsion (A),WI13,80,29,93.10%,79.30%,6.91,B (3.28),B (3.04)
"Tynan, George Robert",MAE 119 - Intro Renew Energ/Solar & Wind (A),WI13,133,69,75.80%,75.80%,4.53,B (3.09),C+ (2.61)
"Tartakovsky, Daniel",MAE 123 - Intro/Transprt in Porous Media (A),WI13,43,24,95.70%,100.00%,4.24,B+ (3.65),B+ (3.55)
"Kleissl, Jan",MAE 126A - Environmental Enginring Lab I (A),WI13,32,15,100.00%,100.00%,7.83,B+ (3.40),B+ (3.41)
"Hoger Conn, Anne",MAE 130A - Mechanics I: Statics (A),WI13,176,74,97.30%,95.90%,6.53,B+ (3.38),B (3.05)
"Van Den Einde, Yael Dahlia",MAE 130B - Mechanics II: Dynamics (A),WI13,35,32,87.50%,78.10%,9.38,B+ (3.43),C+ (2.66)
"Murakami, Hidenori",MAE 130C - Mechanics III: Vibrations (A),WI13,54,28,71.40%,60.70%,7.57,B (3.08),B (3.23)
"Stewart, Lauren Krista",MAE 131A - Solid Mechanics I (A),WI13,37,21,95.20%,100.00%,6.21,B+ (3.48),B- (2.89)
"Markenscoff, Xanthippi",MAE 131B - Solid Mechanics II (A),WI13,28,10,90.00%,90.00%,5.5,A- (3.80),B- (2.88)
"Martinez, Sonia",MAE 140 - Linear Circuits (A),WI13,115,90,83.30%,80.00%,6.64,B+ (3.45),C+ (2.57)
"Anderson, Mark Ronald",MAE 142 - Dynmcs&Control/Aerospace Vehic (A),WI13,88,21,100.00%,100.00%,4.98,A- (3.71),B+ (3.33)
"Bitmead, Robert R.",MAE 143A - Signals and Systems (A),WI13,149,58,77.20%,59.60%,7.52,B (3.13),B (3.16)
"Talke, Frank E",MAE 150 - Computer-Aided Analysis&Design (A),WI13,100,37,94.60%,89.20%,9.56,B+ (3.33),C+ (2.56)
"Anderson, Mark Ronald",MAE 155A - Aerospace Engineering Design I (A),WI13,73,23,95.70%,95.70%,4.95,A- (3.91),B+ (3.35)
"Delson, Nathan Joseph",MAE 156A - Fund. Prin./Mechanical Desgn I (A),WI13,43,14,92.90%,85.70%,15.36,A- (3.86),B (3.15)
"Tustaniwskyj, Jerry I",MAE 156A - Fund. Prin./Mechanical Desgn I (B),WI13,43,17,94.10%,76.50%,15.88,A- (3.88),B (3.14)
"Delson, Nathan Joseph",MAE 156B - Fund. Prin/Mechanical Desgn II (A),WI13,36,9,100.00%,87.50%,13,A- (3.75),A- (3.75)
"Tustaniwskyj, Jerry I",MAE 156B - Fund. Prin/Mechanical Desgn II (B),WI13,39,16,93.80%,93.80%,13.63,B+ (3.69),A- (3.73)
"Bahadori, Mohammad Yousef",MAE 160 - Mechanical Behavior/Materials (A),WI13,85,39,58.30%,69.40%,5.33,B (3.28),B- (2.83)
"Jin, Sungho",MAE 166 - Nanomaterials (A),WI13,78,21,90.50%,95.20%,3.61,A- (3.85),B+ (3.65)
"Nesterenko, Vitali F",MAE 171A - Mechanical Engineering Lab I (A),WI13,180,56,83.30%,83.30%,8.88,B+ (3.52),B (3.16)
"Seshadri, Kalyanasundaram",MAE 171A - Mechanical Engineering Lab I (A),WI13,180,54,83.30%,87.00%,8.92,B+ (3.55),B (3.16)
"de Callafon, Raymond A",MAE 175A - Aerospace Engineering Lab (A),WI13,73,21,71.40%,66.70%,7.45,B (3.29),B+ (3.49)
"Meyers, Marc",MAE 20 - Elements of Materials Science (A),WI13,35,16,73.30%,73.30%,4.77,B+ (3.47),C+ (2.61)
"Gibson, Carl H.",MAE 5 - Quantitative Computer Skills (A),WI13,46,24,66.70%,70.80%,4.32,B+ (3.68),A- (3.74)
"de Oliveira, Mauricio",MAE 8 - MATLAB Program for Engr Analys (A),WI13,173,69,87.90%,78.80%,5.24,B+ (3.56),B+ (3.42)
"McKittrick, Joanna M",MAE 87 - Freshman Seminar (A),WI13,16,9,88.90%,88.90%,0.5,A (4.00),N/A
"Coimbra, Carlos F.",MAE 98 - Directed Group Study (A),WI13,34,12,75.00%,91.70%,2.33,A (4.00),N/A
"Chen, Renkun",MAE 101C - Heat Transfer (A),FA12,133,47,90.50%,76.20%,7.21,B (3.12),B (3.09)
"Bandaru, Prabhakar",MAE 101C - Heat Transfer (B),FA12,91,38,91.90%,91.90%,7.22,B (3.19),B- (2.94)
"Del Alamo, Juan Carlos",MAE 104 - Aerodynamics (A),FA12,84,27,79.20%,91.70%,7.33,B (3.18),C+ (2.67)
"Llewellyn Smith, Stefan G.",MAE 105 - Intro To Mathematical Physics (A),FA12,119,95,63.20%,46.30%,9.28,B- (2.77),B- (2.99)
"McEneaney, William Michael",MAE 107 - Computational Methods/Engineer (A),FA12,145,60,88.90%,94.40%,7.92,B+ (3.43),B- (2.90)
"Bahadori, Mohammad Yousef",MAE 110A - Thermodynamics (A),FA12,150,70,89.90%,89.90%,7.66,B+ (3.35),C+ (2.47)
"Krasheninnikov, Sergei",MAE 118 - Intro to Energy & Environment (A),FA12,123,46,85.70%,78.60%,3.5,B+ (3.63),B+ (3.30)
"Pawlak, Geno Ronald",MAE 122 - Flow & Transport/Environment (A),FA12,49,20,75.00%,55.00%,7.72,B- (2.95),B- (2.84)
"Van Den Einde, Yael Dahlia",MAE 130A - Mechanics I: Statics (A),FA12,51,35,94.10%,91.20%,8.97,B+ (3.41),C+ (2.57)
"Lubarda, Vlado",MAE 130C - Mechanics III: Vibrations (A),FA12,112,40,80.60%,77.80%,8.5,B (3.28),B- (2.90)
"Murakami, Hidenori",MAE 131A - Solid Mechanics I (A),FA12,60,28,96.30%,74.10%,6.06,B+ (3.56),B (3.12)
"de Oliveira, Mauricio",MAE 140 - Linear Circuits (A),FA12,119,48,86.70%,95.60%,6.59,B+ (3.42),B (3.08)
"Bewley, Thomas R",MAE 143C - Digital Control Systems (A),FA12,40,14,100.00%,92.30%,10.81,A- (3.77),B+ (3.57)
"Jayson, Eric",MAE 150 - Computer-Aided Analysis&Design (A),FA12,132,55,94.40%,90.70%,10.24,B+ (3.38),B- (2.83)
"Delson, Nathan Joseph",MAE 154 - Prod. Desgn. & Entrepreneur. (A),FA12,31,9,88.90%,88.90%,6.28,A (4.00),B+ (3.69)
"Anderson, Mark Ronald",MAE 156A - Fund. Prin./Mechanical Desgn I (A),FA12,78,35,97.10%,100.00%,12.62,B+ (3.55),B+ (3.63)
"Lal, Ratnesh",MAE 170 - Experimental Techniques (A),FA12,206,96,59.60%,42.70%,9.41,B+ (3.30),B- (2.92)
"Cattolica, Robert J",MAE 170 - Experimental Techniques (B),FA12,85,27,54.20%,50.00%,8.76,B (3.25),B- (2.85)
"Bahadori, Mohammad Yousef",MAE 181 - Space Mission Analysis/Design (A),FA12,44,20,83.30%,77.80%,5.21,B+ (3.50),B- (2.88)
"Anderson, Mark Ronald",MAE 2 - Intro to Aerospace Engineering (A),FA12,93,37,94.30%,97.10%,3.93,B+ (3.59),B+ (3.39)
"McKittrick, Joanna M",MAE 20 - Elements of Materials Science (A),FA12,82,39,82.90%,37.10%,5.93,B+ (3.59),C+ (2.62)
"Delson, Nathan Joseph",MAE 3 - Intro/Engineering Graphcs&Desn (A),FA12,149,61,87.50%,96.40%,14.11,B+ (3.53),B+ (3.34)
"Lubarda, Vlado",MAE 8 - MATLAB Program for Engr Analys (B),FA12,135,58,90.40%,80.80%,5.64,B+ (3.61),B (3.22)
"Rohr, James Joseph",MAE 101B - Advanced Fluid Mechanics (A),S212,82,9,88.90%,88.90%,7.39,B (3.22),B (3.01)
"Seshadri, Kalyanasundaram",MAE 101C - Heat Transfer (A),S212,53,7,85.70%,85.70%,9.07,B (3.00),B- (2.83)
"Bahadori, Mohammad Yousef",MAE 110B - Thermodynamic Systems (A),S212,5,5,100.00%,100.00%,8.1,B (3.20),N/A
"Seshadri, Kalyanasundaram",MAE 113 - Fundamentals of Propulsion (A),S212,27,3,66.70%,66.70%,12.5,C+ (2.33),B (3.11)
"Lubarda, Vlado",MAE 130B - Mechanics II: Dynamics (A),S212,33,10,100.00%,100.00%,11.1,B- (2.80),B- (2.81)
"Lubarda, Vlado",MAE 130B - Mechanics II: Dynamics (A),S212,12,4,100.00%,100.00%,14.5,B- (2.75),B- (2.81)
"Lubarda, Vlado",MAE 131A - Solid Mechanics I (A),S212,21,6,100.00%,100.00%,11.5,B (3.17),B- (2.96)
"Lubarda, Vlado",MAE 131A - Solid Mechanics I (A),S212,32,8,100.00%,87.50%,10,B+ (3.63),B- (2.96)
"Bewley, Thomas R",MAE 140 - Linear Circuits (A),S212,37,18,83.30%,66.70%,8.17,B- (2.72),B+ (3.36)
"de Callafon, Raymond A",MAE 143B - Linear Control (A),S212,63,5,100.00%,100.00%,8.1,B (3.20),B (3.27)
"Olevsky, Eugene",MAE 160 - Mechanical Behavior/Materials (A),S212,27,3,66.70%,100.00%,3.17,B+ (3.67),B+ (3.60)
"Olevsky, Eugene",MAE 165 - Fatige&Failure Anlys/Eng Comp (A),S212,20,3,100.00%,100.00%,5.83,A (4.00),A- (3.84)
"Bahadori, Mohammad Yousef",MAE 180A - Spacecraft Guidance I (A),S212,21,6,100.00%,100.00%,5.5,B+ (3.50),B- (2.96)
"Bahadori, Mohammad Yousef",MAE 101A - Introductory Fluid Mechanics (A),S112,50,13,92.30%,84.60%,9.58,B (3.23),C+ (2.69)
"Bahadori, Mohammad Yousef",MAE 104 - Aerodynamics (A),S112,25,9,100.00%,100.00%,6.72,B+ (3.56),B- (2.73)
"Bandaru, Prabhakar",MAE 105 - Intro To Mathematical Physics (A),S112,37,11,72.70%,81.80%,7.77,B+ (3.30),B (3.29)
"Elfring, Gwynn J",MAE 107 - Computational Methods/Engineer (A),S112,89,29,67.90%,71.40%,11.53,B (3.00),B- (2.76)
"Jo, Seungbum",MAE 110A - Thermodynamics (A),S112,47,5,100.00%,80.00%,8.9,B+ (3.40),C+ (2.64)
"Lubarda, Vlado",MAE 130A - Mechanics I: Statics (A),S112,52,15,93.30%,100.00%,9.17,B+ (3.47),B (3.03)
"Lubarda, Vlado",MAE 130A - Mechanics I: Statics (A),S112,26,9,100.00%,100.00%,9.83,B (3.25),B (3.03)
"Lubarda, Vlado",MAE 131B - Solid Mechanics II (A),S112,27,9,100.00%,100.00%,10.72,B+ (3.56),B (3.08)
"Bewley, Thomas R",MAE 143A - Signals and Systems (A),S112,53,14,85.70%,92.30%,10.79,B (3.14),B- (2.88)
"McKittrick, Joanna M",MAE 20 - Elements of Materials Science (A),S112,13,4,100.00%,100.00%,8.5,B+ (3.50),N/A
"Nomura, Keiko K.",MAE 101B - Advanced Fluid Mechanics (A),SP12,223,103,95.10%,70.90%,8.34,B (3.03),C (2.22)
"Bandaru, Prabhakar",MAE 105 - Intro To Mathematical Physics (A),SP12,122,49,87.80%,93.90%,6.38,B (3.17),B (3.02)
"Marsden, Alison",MAE 107 - Computational Methods/Engineer (A),SP12,155,117,73.00%,94.70%,9.53,B (3.09),B- (2.92)
"Lauga, Eric",MAE 108 - Prob & Stats/Method/Mech Eng (B),SP12,202,89,97.70%,100.00%,6.55,B+ (3.42),B- (2.91)
"Tynan, George Robert",MAE 120 - Introduction to Nuclear Energy (A),SP12,55,16,62.50%,87.50%,6,B (3.13),B- (2.81)
"Werner, Bradley T.",MAE 124 - Envrnmntl Chall: Science & Sol (A),SP12,98,52,82.70%,86.50%,5.58,A- (3.77),A- (3.73)
"Werner, Bradley T.",MAE 124 - Envrnmntl Chall: Science & Sol (A),SP12,110,49,93.90%,81.60%,5.23,A- (3.88),A- (3.73)
"Kleissl, Jan",MAE 126B - Environmental Enginring Lab II (A),SP12,26,13,100.00%,100.00%,8.5,A- (3.75),A- (3.82)
"Hoger Conn, Anne",MAE 130B - Mechanics II: Dynamics (B),SP12,134,52,98.00%,98.00%,8.88,B+ (3.42),B- (2.88)
"Hoger Conn, Anne",MAE 130B - Mechanics II: Dynamics (B),SP12,36,11,81.80%,100.00%,7.95,B (3.00),B- (2.88)
"Todd, Michael",MAE 130C - Mechanics III: Vibrations (A),SP12,130,55,80.00%,80.00%,8.68,B- (2.80),B- (2.87)
"Todd, Michael",MAE 130C - Mechanics III: Vibrations (A),SP12,54,18,83.30%,82.40%,5.94,B (3.29),B- (2.87)
"Nemat-Nasser, Siavouche",MAE 131A - Solid Mechanics I (A),SP12,103,46,95.50%,81.80%,6.2,B+ (3.36),B (3.15)
"Nemat-Nasser, Siavouche",MAE 131A - Solid Mechanics I (A),SP12,21,7,100.00%,85.70%,6.5,B+ (3.43),B (3.15)
"Markenscoff, Xanthippi",MAE 131B - Solid Mechanics II (A),SP12,40,16,81.30%,31.30%,4,A- (3.87),B- (2.96)
"Murakami, Hidenori",MAE 133 - Finite Element Methods in MAE (A),SP12,62,19,94.70%,94.70%,5.87,B+ (3.53),B (3.18)
"Krstic, Miroslav",MAE 143B - Linear Control (A),SP12,105,51,92.00%,96.00%,7.17,B (3.16),C+ (2.59)
"de Oliveira, Mauricio",MAE 143B - Linear Control (B),SP12,119,46,64.40%,71.10%,6.76,B (3.04),B (3.29)
"Jayson, Eric",MAE 150 - Computer-Aided Analysis&Design (A),SP12,107,43,86.00%,79.10%,11.66,B+ (3.33),B- (2.82)
"Anderson, Mark Ronald",MAE 155B - Aerospace Engineering Desgn II (A),SP12,34,17,100.00%,100.00%,9.56,A- (3.76),A- (3.74)
"Harrington, Steven Merrill",MAE 155B - Aerospace Engineering Desgn II (B),SP12,12,4,100.00%,100.00%,14.5,A- (3.75),N/A
"Delson, Nathan Joseph",MAE 156B - Fund. Prin/Mechanical Desgn II (A),SP12,45,15,100.00%,73.30%,13.17,A- (3.87),A- (3.85)
"Tustaniwskyj, Jerry I",MAE 156B - Fund. Prin/Mechanical Desgn II (B),SP12,47,16,87.50%,87.50%,15.5,A- (3.75),B+ (3.65)
"Markenscoff, Xanthippi",MAE 167 - Wave Dynamics in Materials (A),SP12,4,2,100.00%,100.00%,3.5,A (4.00),N/A
"Beg, Farhat N.",MAE 170 - Experimental Techniques (A),SP12,173,30,79.30%,65.50%,10.37,B+ (3.54),B- (2.98)
"Beg, Farhat N.",MAE 170 - Experimental Techniques (B),SP12,134,38,81.60%,73.00%,9.66,B+ (3.51),B- (2.98)
"de Callafon, Raymond A",MAE 171B - Mechancial Engineering Lab II (A),SP12,43,10,80.00%,80.00%,8.7,B+ (3.44),A- (3.74)
"Lal, Ratnesh",MAE 171B - Mechancial Engineering Lab II (A),SP12,43,10,80.00%,90.00%,7.7,B+ (3.44),A- (3.74)
"Delson, Nathan Joseph",MAE 3 - Intro/Engineering Graphcs&Desn (A),SP12,173,81,96.30%,96.30%,14.03,B+ (3.64),B+ (3.44)
"Gibson, Carl H.",MAE 5 - Quantitative Computer Skills (A),SP12,32,11,81.80%,90.90%,4.86,A- (3.91),B+ (3.58)
"Goddard, Joe D",MAE 8 - MATLAB Program for Engr Analys (A),SP12,86,42,70.70%,19.50%,5.82,B (3.09),B- (3.00)
"McKittrick, Joanna M",MAE 87 - Freshman Seminar (A),SP12,11,6,100.00%,83.30%,0.5,N/A,N/A
"Anderson, Mark Ronald",MAE 92A - Design Competitn/Fly Aircraft (A),SP12,7,4,100.00%,100.00%,7.83,N/A,N/A
"Miller, David R.",MAE 101A - Introductory Fluid Mechanics (A),WI12,191,100,97.00%,88.90%,9.13,B+ (3.35),B- (2.96)
"Miller, David R.",MAE 101A - Introductory Fluid Mechanics (B),WI12,65,32,93.80%,80.60%,9.38,B+ (3.40),B- (2.96)
"Zhu, Qiang",MAE 102 - Fluid Mechanics/Structural Eng (A),WI12,130,70,85.70%,88.60%,6.13,B+ (3.35),B- (2.98)
"Coimbra, Carlos F.",MAE 110A - Thermodynamics (A),WI12,104,46,91.30%,78.30%,8.54,B- (2.87),C+ (2.62)
"Lasheras, Juan C.",MAE 113 - Fundamentals of Propulsion (A),WI12,75,23,100.00%,100.00%,7.63,B+ (3.43),B- (2.90)
"Chen, Renkun",MAE 119 - Intro Renew Energ/Solar & Wind (A),WI12,102,57,89.30%,83.60%,5.24,B+ (3.33),B+ (3.31)
"Tartakovsky, Daniel",MAE 123 - Intro/Transprt in Porous Media (A),WI12,29,19,78.90%,100.00%,5.13,B+ (3.32),B+ (3.62)
"Tartakovsky, Daniel",MAE 125B - Intro/Transprt in Porous Media (A),WI12,29,19,78.90%,100.00%,5.13,B+ (3.32),B+ (3.62)
"Kleissl, Jan",MAE 126A - Environmental Enginring Lab I (A),WI12,28,19,94.40%,100.00%,7.72,B+ (3.42),B (3.18)
"Hoger Conn, Anne",MAE 130A - Mechanics I: Statics (A),WI12,23,5,100.00%,80.00%,6.5,B (3.20),B (3.05)
"Hoger Conn, Anne",MAE 130A - Mechanics I: Statics (A),WI12,22,9,88.90%,100.00%,10.72,B (3.13),B (3.05)
"Hoger Conn, Anne",MAE 130A - Mechanics I: Statics (A),WI12,136,67,95.50%,97.00%,6.89,B+ (3.57),B (3.05)
"Hoger Conn, Anne",MAE 130A - Mechanics I: Statics (B),WI12,22,9,88.90%,100.00%,10.72,B (3.13),B (3.05)
"Hoger Conn, Anne",MAE 130A - Mechanics I: Statics (B),WI12,23,5,100.00%,80.00%,6.5,B (3.20),B (3.05)
"Hoger Conn, Anne",MAE 130A - Mechanics I: Statics (B),WI12,20,10,100.00%,100.00%,6.5,B+ (3.56),B (3.05)
"Van Den Einde, Yael Dahlia",MAE 130B - Mechanics II: Dynamics (A),WI12,54,44,95.20%,90.00%,8.69,B (3.23),C+ (2.62)
"Van Den Einde, Yael Dahlia",MAE 130B - Mechanics II: Dynamics (A),WI12,105,95,94.70%,88.40%,10.71,B (3.25),C+ (2.62)
"Lubarda, Vlado",MAE 130C - Mechanics III: Vibrations (A),WI12,82,37,66.70%,72.20%,7.01,B- (2.78),C+ (2.65)
"Lubarda, Vlado",MAE 130C - Mechanics III: Vibrations (A),WI12,227,90,78.40%,72.20%,8.5,B (3.00),C+ (2.65)
"Lanza Di Scalea, Francesco",MAE 131A - Solid Mechanics I (A),WI12,20,15,93.30%,93.30%,7.17,B (3.00),C+ (2.41)
"Lanza Di Scalea, Francesco",MAE 131A - Solid Mechanics I (A),WI12,82,73,90.40%,91.70%,10.06,B (3.19),C+ (2.41)
"de Oliveira, Mauricio",MAE 140 - Linear Circuits (A),WI12,134,54,75.90%,90.70%,7.78,B (3.24),B (3.14)
"Anderson, Mark Ronald",MAE 142 - Dynmcs&Control/Aerospace Vehic (A),WI12,57,23,91.30%,100.00%,6.33,B+ (3.61),B (3.26)
"Bahadori, Mohammad Yousef",MAE 143A - Signals and Systems (A),WI12,110,52,52.00%,36.00%,8.18,B (3.12),B- (2.75)
"Bitmead, Robert R.",MAE 143A - Signals and Systems (B),WI12,120,54,49.10%,37.70%,9.39,B- (2.93),B- (2.74)
"Talke, Frank E",MAE 150 - Computer-Aided Analysis&Design (A),WI12,114,43,97.70%,95.30%,12.21,B (3.26),B- (2.79)
"Anderson, Mark Ronald",MAE 155A - Aerospace Engineering Design I (A),WI12,46,18,100.00%,100.00%,6.28,A- (3.72),B+ (3.30)
"Delson, Nathan Joseph",MAE 156A - Fund. Prin./Mechanical Desgn I (A),WI12,48,14,100.00%,92.90%,17.21,B+ (3.64),B+ (3.35)
"Tustaniwskyj, Jerry I",MAE 156A - Fund. Prin./Mechanical Desgn I (B),WI12,46,19,89.50%,73.70%,15.61,B+ (3.56),B+ (3.48)
"Delson, Nathan Joseph",MAE 156B - Fund. Prin/Mechanical Desgn II (A),WI12,38,14,100.00%,78.60%,15.5,A- (3.71),A- (3.78)
"Tustaniwskyj, Jerry I",MAE 156B - Fund. Prin/Mechanical Desgn II (B),WI12,44,23,100.00%,90.90%,16.15,A- (3.73),A- (3.79)
"McKittrick, Joanna M",MAE 160 - Mechanical Behavior/Materials (A),WI12,109,49,41.70%,29.20%,5.61,B+ (3.43),B (3.19)
"Jin, Sungho",MAE 166 - Nanomaterials (A),WI12,82,37,97.30%,97.30%,3,A- (3.77),B+ (3.42)
"Nesterenko, Vitali F",MAE 171A - Mechanical Engineering Lab I (A),WI12,169,57,82.10%,76.40%,7.06,B+ (3.47),B (3.18)
"Seshadri, Kalyanasundaram",MAE 171A - Mechanical Engineering Lab I (A),WI12,169,54,83.30%,83.30%,7.62,B+ (3.47),B (3.18)
"de Callafon, Raymond A",MAE 175A - Aerospace Engineering Lab (A),WI12,48,18,77.80%,100.00%,9.61,B+ (3.39),B+ (3.37)
"Bahadori, Mohammad Yousef",MAE 180A - Spacecraft Guidance I (A),WI12,39,14,100.00%,100.00%,4.64,B+ (3.46),B- (2.93)
"Meyers, Marc",MAE 20 - Elements of Materials Science (A),WI12,35,15,86.70%,66.70%,5.5,B (3.29),B (3.02)
"Gibson, Carl H.",MAE 5 - Quantitative Computer Skills (A),WI12,65,33,75.80%,81.80%,3.17,A- (3.84),B+ (3.49)
"Lubarda, Vlado",MAE 8 - MATLAB Program for Engr Analys (A),WI12,100,44,95.50%,79.50%,6.14,A- (3.82),B+ (3.35)
"Seshadri, Kalyanasundaram",MAE 101C - Heat Transfer (A),FA11,92,35,94.10%,87.90%,8.39,B- (2.97),B- (2.76)
"Krasheninnikov, Sergei",MAE 101C - Heat Transfer (B),FA11,134,49,91.50%,50.00%,6.05,B+ (3.32),C (2.29)
"Del Alamo, Juan Carlos",MAE 104 - Aerodynamics (A),FA11,93,32,77.40%,74.20%,10.19,B- (2.97),C+ (2.62)
"Murakami, Hidenori",MAE 105 - Intro To Mathematical Physics (A),FA11,173,75,84.70%,66.70%,8.22,B+ (3.33),B (3.05)
"McEneaney, William Michael",MAE 107 - Computational Methods/Engineer (A),FA11,165,74,77.00%,62.20%,7.88,B (3.19),B- (2.80)
"Nomura, Keiko K.",MAE 110A - Thermodynamics (A),FA11,183,80,92.40%,63.30%,9.5,B (3.15),C+ (2.55)
"Krasheninnikov, Sergei",MAE 118 - Intro to Energy & Environment (A),FA11,111,40,90.00%,60.00%,4.3,B+ (3.36),B (3.12)
"Sarkar, Sutanu",MAE 122 - Flow & Transport/Environment (A),FA11,55,25,88.00%,96.00%,6.83,B (3.24),B- (2.91)
"Sarkar, Sutanu",MAE 125A - Flow & Transport/Environment (A),FA11,55,25,88.00%,96.00%,6.83,B (3.24),B- (2.91)
"Van Den Einde, Yael Dahlia",MAE 130A - Mechanics I: Statics (A),FA11,64,41,92.70%,92.70%,9.43,B+ (3.47),C+ (2.49)
"Van Den Einde, Yael Dahlia",MAE 130A - Mechanics I: Statics (A),FA11,101,72,97.10%,88.20%,9.94,B (3.20),C+ (2.49)
"Murakami, Hidenori",MAE 131A - Solid Mechanics I (A),FA11,22,10,100.00%,90.00%,7.3,A- (3.75),B- (2.93)
"Murakami, Hidenori",MAE 131A - Solid Mechanics I (A),FA11,49,16,93.80%,75.00%,8,B+ (3.44),B- (2.93)
"Martinez, Sonia",MAE 140 - Linear Circuits (A),FA11,70,23,90.00%,85.00%,6.6,B+ (3.57),C+ (2.61)
"Cortes, Jorge",MAE 140 - Linear Circuits (B),FA11,145,65,89.10%,96.90%,7.81,B (3.27),C+ (2.61)
"Jayson, Eric",MAE 150 - Computer-Aided Analysis&Design (A),FA11,121,72,94.40%,98.60%,8.86,B+ (3.41),B- (2.83)
"Anderson, Mark Ronald",MAE 156A - Fund. Prin./Mechanical Desgn I (A),FA11,40,18,100.00%,100.00%,12.06,B+ (3.53),B+ (3.32)
"Anderson, Mark Ronald",MAE 156A - Fund. Prin./Mechanical Desgn I (B),FA11,41,20,100.00%,100.00%,13,B+ (3.45),B+ (3.32)
"Bandaru, Prabhakar",MAE 170 - Experimental Techniques (A),FA11,188,73,60.30%,68.10%,10.03,B+ (3.32),B- (2.82)
"Cattolica, Robert J",MAE 170 - Experimental Techniques (A),FA11,188,69,66.70%,58.00%,10.07,B+ (3.32),B- (2.97)
"Cattolica, Robert J",MAE 170 - Experimental Techniques (B),FA11,160,70,64.10%,43.80%,10.77,B (3.14),B- (2.97)
"Bahadori, Mohammad Yousef",MAE 181 - Space Mission Analysis/Design (A),FA11,97,43,90.50%,95.20%,5.76,B+ (3.44),C+ (2.48)
"Anderson, Mark Ronald",MAE 2 - Intro to Aerospace Engineering (A),FA11,79,43,95.30%,97.70%,7.8,B (3.05),B (3.26)
"Kosmatka, John B",MAE 2 - Intro to Aerospace Engineering (A),FA11,79,42,95.20%,85.70%,8.17,B (3.05),B (3.26)
"Bahadori, Mohammad Yousef",MAE 20 - Elements of Materials Science (A),FA11,101,48,80.40%,60.90%,5.61,B+ (3.59),C+ (2.48)
"Delson, Nathan Joseph",MAE 3 - Intro/Engineering Graphcs&Desn (A),FA11,160,85,90.50%,90.50%,17.33,B+ (3.60),B (3.26)
"Lubarda, Vlado",MAE 9 - C/C++ Programming (B),FA11,182,86,77.90%,67.10%,6.78,B+ (3.65),B+ (3.35)
"Lubarda, Vlado",MAE 9 - C/C++ Programming (C),FA11,137,73,77.90%,75.00%,6.76,B+ (3.62),B+ (3.35)
"Rohr, James Joseph",MAE 101B - Advanced Fluid Mechanics (A),S211,57,19,94.70%,84.20%,8.18,B+ (3.53),B- (2.87)
"Bahadori, Mohammad Yousef",MAE 110B - Thermodynamic Systems (A),S211,22,11,63.60%,90.90%,8.14,B (3.18),B (3.12)
"Lubarda, Vlado",MAE 130B - Mechanics II: Dynamics (A),S211,35,10,100.00%,100.00%,10.5,B (3.20),B- (2.74)
