Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Johnson, Christine M.",COGS 17 - Neurobiology of Cognition (A),FA12,138,68,91.50%,93.20%,5.86,B (3.13),B- (2.96)
"Pineda, Jaime A",COGS 171 - Mirror Neuron System (A),FA12,57,19,84.20%,94.70%,6.08,B (3.17),B (3.09)
"Pineda, Jaime A",No CAPEs submitted,FA12,1,0,N/A,N/A,N/A,N/A,N/A
"Saygin, Ayse P",No CAPEs submitted,FA12,1,0,N/A,N/A,N/A,N/A,N/A
"Hollan, James D.",No CAPEs submitted,FA12,1,0,N/A,N/A,N/A,N/A,N/A
"De Sa, Virginia",No CAPEs submitted,FA12,1,0,N/A,N/A,N/A,N/A,N/A
"Boyle, Mary E. T.",No CAPEs submitted,FA12,3,0,N/A,N/A,N/A,N/A,N/A
"Saygin, Ayse P",No CAPEs submitted,FA12,1,0,N/A,N/A,N/A,N/A,N/A
"Hollan, James D.",No CAPEs submitted,FA12,1,0,N/A,N/A,N/A,N/A,N/A
"Barrera, Steven James",No CAPEs submitted,FA12,2,0,N/A,N/A,N/A,N/A,N/A
"Johnson, Christine M.",No CAPEs submitted,FA12,1,0,N/A,N/A,N/A,N/A,N/A
"Creel, Sarah",No CAPEs submitted,FA12,2,0,N/A,N/A,N/A,N/A,N/A
"Pineda, Jaime A",No CAPEs submitted,FA12,3,0,N/A,N/A,N/A,N/A,N/A
"Kirsh, David Joel",No CAPEs submitted,FA12,2,0,N/A,N/A,N/A,N/A,N/A
"Boyle, Mary E. T.",COGS 3 - An Introduction to Computing (A),FA12,125,49,80.00%,88.90%,5.97,B+ (3.38),B (3.13)
"Coulson, Seana M",COGS 87 - Freshman Seminar (A),FA12,26,19,76.50%,76.50%,1.56,A (4.00),N/A
"Pineda, Jaime A",COGS 87 - Freshman Seminar (B),FA12,34,21,90.00%,100.00%,0.5,A (4.00),N/A
"Deak, Gedeon O.",COGS 87 - Freshman Seminar (C),FA12,26,17,73.30%,80.00%,0.5,B+ (3.67),N/A
"Kutas, Marta",COGS 91 - SCANS Presents (A),FA12,23,14,92.30%,100.00%,0.5,A (4.00),N/A
"Schul, Rina S.F.",COGS 92 - Resiliency/Face of Adversity (B),FA12,24,10,80.00%,80.00%,1.3,A (4.00),N/A
"Johnson, Christine M.",COGS 101A - Sensation and Perception (A),S212,81,20,90.00%,90.00%,6.8,B+ (3.30),B (3.03)
"Barrera, Steven James",COGS 14 - Design & Analysis of Expermnts (A),S212,42,16,93.30%,93.30%,5.7,B+ (3.50),B (3.20)
"Marghetis, Tyler",COGS 151 - Analogy and Conceptual Systems (A),S212,25,7,100.00%,85.70%,5.36,A- (3.83),B+ (3.44)
"MUNTANYOLA, DAFNE",COGS 160 - Seminar on Special Topics (A),S212,5,2,100.00%,100.00%,14.5,B+ (3.50),N/A
"Gupta, Anjum","COGS 188 - Representation,Search&the Web (A)",S212,9,5,100.00%,80.00%,7.3,B+ (3.40),N/A
"Kraus, Timothy B",COGS 3 - An Introduction to Computing (A),S212,16,4,100.00%,50.00%,10,A- (3.75),N/A
"Davenport, Tristan",COGS 101C - Language (A),S112,50,14,85.70%,92.90%,5.79,B (3.17),B (3.09)
"Boyle, Mary E. T.",COGS 107A - Neuroanatomy and Physiology (A),S112,61,16,87.50%,66.70%,11.97,B (3.25),B (3.28)
"Gupta, Anjum",COGS 109 - Modeling & Data Analysis (A),S112,119,41,53.70%,82.90%,7.62,B (3.10),B (3.11)
"Boyle, Mary E. T.",COGS 11 - Minds & Brains (A),S112,26,10,90.00%,100.00%,8.3,B+ (3.56),B (3.23)
"Sizemore, Marisa L.",COGS 154 - Comm Disorders/Children&Adults (A),S112,60,17,94.10%,82.40%,5.91,A- (3.76),B+ (3.58)
"Johnson, Christine M.",COGS 17 - Neurobiology of Cognition (A),S112,32,14,92.30%,92.30%,6.21,A- (3.73),B+ (3.32)
"Coulson, Seana M",COGS 1 - Introduction to Cognitive Sci (A),SP12,211,90,92.00%,97.70%,4.27,B+ (3.62),B+ (3.33)
"Bergen, Benjamin",COGS 101C - Language (A),SP12,181,84,73.80%,88.10%,5.75,B (3.13),B- (2.70)
"Bergen, Benjamin",COGS 101C - Language (B),SP12,79,37,81.10%,100.00%,5.42,B (3.17),B- (2.70)
"Hollan, James D.",COGS 102C - Cognitive Design Studio (A),SP12,77,32,75.00%,78.10%,11,B+ (3.52),B (3.22)
"Jernigan, Terry Lynne",COGS 107C - Cognitive Neuroscience (A),SP12,173,76,85.10%,67.60%,3.45,A- (3.95),A- (3.94)
"Boyle, Mary E. T.",COGS 11 - Minds & Brains (A),SP12,123,46,91.30%,93.50%,6.24,B (3.11),B- (2.86)
"Tumlin, Melanie A",COGS 115 - Neurologcl Devlp & Cogntv Chng (A),SP12,85,38,81.60%,89.20%,4.55,B+ (3.39),B- (2.72)
"Creel, Sarah",COGS 14 - Design & Analysis of Expermnts (A),SP12,121,48,66.00%,70.20%,4.8,B (3.24),B- (2.77)
"Bergen, Benjamin",COGS 15 - Uncensored Intro. to Language (A),SP12,46,20,100.00%,100.00%,4.39,B+ (3.56),B- (2.99)
"Nunez, Rafael E",COGS 152 - Cognitive Foundations of Math (A),SP12,48,24,91.70%,100.00%,4.83,B+ (3.48),B (3.16)
"Deak, Gedeon O.",COGS 160 - Seminar on Special Topics (A),SP12,9,4,100.00%,100.00%,10.5,A (4.00),N/A
"Coulson, Seana M",COGS 160 - Seminar on Special Topics (C),SP12,11,3,100.00%,100.00%,7.17,A (4.00),N/A
"Yu, Angela J.",COGS 160 - Seminar on Special Topics (D),SP12,9,7,71.40%,71.40%,5.64,B+ (3.33),N/A
"Piper, Anne Marie",COGS 160 - Seminar on Special Topics (E),SP12,18,6,100.00%,100.00%,8.1,B+ (3.67),N/A
"Pineda, Jaime A",COGS 160 - Seminar on Special Topics (F),SP12,18,4,100.00%,100.00%,5.83,A- (3.75),N/A
"Johnson, Christine M.",COGS 17 - Neurobiology of Cognition (A),SP12,137,54,94.40%,98.10%,4.72,B+ (3.35),B- (2.83)
"Nitz, Douglas A.",COGS 176 - From Sleep to Attention (A),SP12,66,30,93.30%,100.00%,4.7,B (3.28),B (3.18)
"Kirsh, David Joel",COGS 187B - Practicum in Pro Web Design (A),SP12,32,7,100.00%,83.30%,8.5,A- (3.86),B+ (3.68)
"Boyle, Mary E. T.",COGS 3 - An Introduction to Computing (A),SP12,112,43,81.00%,83.30%,5.98,B+ (3.54),B- (2.97)
"Deak, Gedeon O.",COGS 87 - Freshman Seminar (A),SP12,15,11,100.00%,100.00%,0.72,N/A,N/A
"Deak, Gedeon O.",COGS 91 - SCANS Presents (A),SP12,8,2,100.00%,100.00%,1.5,N/A,N/A
"Deak, Gedeon O.",COGS 1 - Introduction to Cognitive Sci (A),WI12,299,125,73.60%,82.40%,4,B (3.14),B- (2.77)
"Hollan, James D.",COGS 10 - Cognitv Consequence/Technology (A),WI12,30,16,81.30%,81.30%,4.25,B- (2.90),B+ (3.46)
"Creel, Sarah","COGS 101B - Learning, Memory and Attention (A)",WI12,248,110,87.90%,81.90%,4.37,B+ (3.42),B (3.02)
"Hutchins, Edwin Lee",COGS 102B - Cognitive Ethnography (A),WI12,203,93,72.00%,83.90%,5.06,B+ (3.54),B (3.24)
"Nitz, Douglas A.",COGS 107B - Systems Neuroscience (A),WI12,215,95,91.50%,89.40%,5.05,B+ (3.49),B- (2.87)
"De Sa, Virginia",COGS 109 - Modeling & Data Analysis (A),WI12,95,43,44.20%,46.50%,6.45,B (3.17),B+ (3.54)
"Boyle, Mary E. T.",COGS 11 - Minds & Brains (A),WI12,153,63,92.10%,96.80%,4.79,B+ (3.45),B (3.07)
"Shenoy, Pradeep U",COGS 118A - Natural Computation I (A),WI12,14,8,100.00%,100.00%,7.5,A- (3.75),N/A
"Piper, Anne Marie",COGS 121 - Human Comptr Interac Prog Stud (A),WI12,53,19,100.00%,100.00%,7.72,A- (3.76),B+ (3.57)
"Nunez, Rafael E",COGS 14 - Design & Analysis of Expermnts (A),WI12,115,48,78.30%,97.80%,4.33,B (3.25),B- (2.74)
"Johnson, Christine M.",COGS 143 - Animal Cognition (A),WI12,48,30,96.70%,100.00%,5.43,B+ (3.48),B+ (3.51)
"Bergen, Benjamin",COGS 160 - Seminar on Special Topics (A),WI12,12,4,100.00%,100.00%,7.5,A (4.00),N/A
"Deak, Gedeon O.",COGS 160 - Seminar on Special Topics (B),WI12,9,3,66.70%,66.70%,10.5,B+ (3.67),N/A
"Chiba, Andrea",COGS 160 - Seminar on Special Topics (C),WI12,8,4,100.00%,100.00%,3.5,A- (3.75),N/A
"Kirsh, David Joel",COGS 160 - Seminar on Special Topics (D),WI12,17,8,50.00%,87.50%,7.5,B+ (3.57),N/A
"Johnson, Christine M.",COGS 17 - Neurobiology of Cognition (A),WI12,62,24,95.80%,91.70%,4.17,B+ (3.45),B- (2.89)
"Saygin, Ayse P",COGS 172 - Brain Disorders and Cognition (A),WI12,49,23,100.00%,87.00%,5.54,B (3.25),B (3.20)
"Pineda, Jaime A","COGS 174 - Drugs: Brain, Mind and Culture (A)",WI12,125,52,98.10%,94.20%,4.88,B+ (3.37),B (3.02)
"Kirsh, David Joel",COGS 187A - Cogntv Aspct of Digital Design (A),WI12,46,14,100.00%,76.90%,9.42,B+ (3.69),B+ (3.60)
"Kernell, Samuel H.",COGS 194 - Research Seminar/Washington DC (A),WI12,16,3,66.70%,100.00%,8.5,A (4.00),N/A
"Boyle, Mary E. T.",COGS 3 - An Introduction to Computing (A),WI12,116,50,84.00%,92.00%,6.06,B+ (3.64),B (3.03)
"Pineda, Jaime A",COGS 91 - SCANS Presents (A),WI12,35,19,89.50%,89.50%,0.61,A (4.00),N/A
"Boyle, Mary E. T.",COGS 1 - Introduction to Cognitive Sci (A),FA11,311,153,81.60%,87.60%,5.25,B (3.18),B- (2.80)
"Johnson, Christine M.",COGS 101A - Sensation and Perception (A),FA11,223,97,94.80%,95.90%,5.2,B+ (3.45),B (3.05)
"Hutchins, Edwin Lee",COGS 102A - Distributed Cognition (A),FA11,214,95,54.80%,62.40%,5.62,B+ (3.38),B (3.14)
"Pineda, Jaime A",COGS 107A - Neuroanatomy and Physiology (A),FA11,233,101,94.10%,94.10%,6.8,B (3.29),B- (2.95)
"Boyle, Mary E. T.",COGS 11 - Minds & Brains (A),FA11,182,81,93.80%,96.30%,4.8,B (3.29),B (3.09)
"Deak, Gedeon O.",COGS 110 - The Developing Mind (A),FA11,46,29,75.90%,75.90%,4.84,B+ (3.31),B (3.30)
"Deak, Gedeon O.",COGS 110 - The Developing Mind (A),FA11,37,26,92.30%,80.80%,5.58,B (3.04),B (3.30)
"Piper, Anne Marie",COGS 120 - Human Computer Interaction (B),FA11,71,34,73.50%,82.40%,5.21,B (3.13),B (3.09)
"Nunez, Rafael E",COGS 14 - Design & Analysis of Expermnts (A),FA11,119,56,69.60%,80.40%,4.57,B (3.04),C+ (2.70)
"Deak, Gedeon O.",COGS 160 - Seminar on Special Topics (A),FA11,7,5,100.00%,80.00%,8.9,A (4.00),N/A
"De Sa, Virginia",COGS 160 - Seminar on Special Topics (C),FA11,12,9,100.00%,100.00%,5.83,A (4.00),N/A
"Saygin, Ayse P",COGS 160 - Seminar on Special Topics (D),FA11,11,2,100.00%,100.00%,4.5,B+ (3.50),N/A
"Pineda, Jaime A",COGS 160 - Seminar on Special Topics (E),FA11,10,6,83.30%,83.30%,3.5,A (4.00),N/A
"Johnson, Christine M.",COGS 17 - Neurobiology of Cognition (A),FA11,124,70,84.30%,92.90%,5.16,B+ (3.30),B- (2.97)
"Pineda, Jaime A",COGS 171 - Mirror Neuron System (A),FA11,59,26,73.10%,96.00%,5.14,B (3.29),B (3.09)
"Kernell, Samuel H.",COGS 194 - Research Seminar/Washington DC (A),FA11,18,4,100.00%,100.00%,3.5,B+ (3.50),N/A
"Boyle, Mary E. T.",COGS 3 - An Introduction to Computing (A),FA11,139,61,91.80%,93.30%,5.9,B+ (3.64),B+ (3.36)
"Schul, Rina S.F.",COGS 92 - Resiliency/Face of Adversity (A),FA11,4,1,100.00%,100.00%,0.5,N/A,N/A
"Gupta, Anjum",COGS 109 - Modeling & Data Analysis (A),S211,64,23,73.90%,95.70%,7.63,B+ (3.43),B (3.21)
"Johnson, Christine M.",COGS 143 - Animal Cognition (A),S211,36,20,100.00%,100.00%,6.6,B+ (3.37),B+ (3.34)
"MUNTANYOLA, DAFNE",COGS 160 - Seminar on Special Topics (A),S211,10,1,100.00%,100.00%,10.5,A (4.00),N/A
"Coulson, Seana M",COGS 101C - Language (A),S111,37,12,83.30%,75.00%,8.67,B (3.27),C+ (2.66)
"Boyle, Mary E. T.",COGS 11 - Minds & Brains (A),S111,39,16,100.00%,100.00%,4.63,A (4.00),B (3.09)
"Sizemore, Marisa L.",COGS 154 - Comm Disorders/Children&Adults (A),S111,70,37,97.20%,83.30%,6.39,A- (3.73),B+ (3.30)
"Cooperrider, Kensy A",COGS 155 - Gesture and Cognition (A),S111,27,12,91.70%,100.00%,6.17,B+ (3.58),B (3.05)
"Johnson, Christine M.",COGS 17 - Neurobiology of Cognition (A),S111,22,11,100.00%,100.00%,8.7,B (3.11),B+ (3.33)
"Gupta, Anjum",COGS 18 - Intro/Programming/Cogn Science (A),S111,52,23,78.30%,95.70%,9.28,B+ (3.38),B- (2.96)
"Boyle, Mary E. T.",COGS 3 - An Introduction to Computing (A),S111,28,10,100.00%,100.00%,8.1,A- (3.86),B+ (3.39)
"Yu, Angela J.",COGS 1 - Introduction to Cognitive Sci (A),SP11,252,123,82.00%,87.70%,3.62,B+ (3.56),B (3.28)
"Bergen, Benjamin",COGS 101C - Language (A),SP11,191,91,74.40%,80.00%,5.46,B (3.06),B- (2.92)
"Hollan, James D.",COGS 102C - Cognitive Design Studio (A),SP11,65,25,76.00%,92.00%,9.94,B+ (3.52),B+ (3.37)
"Barrera, Steven James",COGS 107C - Cognitive Neuroscience (A),SP11,155,84,96.40%,100.00%,4.69,B+ (3.51),B (3.23)
"Boyle, Mary E. T.",COGS 11 - Minds & Brains (A),SP11,185,62,95.10%,91.80%,5.18,B (3.21),B- (2.97)
"De Sa, Virginia",COGS 118B - Natural Computation II (A),SP11,32,14,85.70%,85.70%,6.93,B+ (3.50),B+ (3.67)
"Nunez, Rafael E",COGS 14 - Design & Analysis of Expermnts (A),SP11,119,34,75.00%,75.00%,4.25,B (3.17),C+ (2.38)
"Creel, Sarah",COGS 156 - Language Development (A),SP11,113,55,86.80%,84.90%,4.84,B+ (3.42),B- (2.96)
"Deak, Gedeon O.",COGS 160 - Seminar on Special Topics (A),SP11,7,5,100.00%,100.00%,7.3,A (4.00),N/A
"Yu, Angela J.",COGS 160 - Seminar on Special Topics (B),SP11,12,11,100.00%,90.90%,6.14,B (3.27),N/A
"Kirsh, David Joel",COGS 160 - Seminar on Special Topics (C),SP11,13,7,100.00%,85.70%,7.07,A- (3.71),B+ (3.39)
"Bergen, Benjamin",COGS 160 - Seminar on Special Topics (D),SP11,8,6,100.00%,100.00%,7.83,A (4.00),N/A
"Pineda, Jaime A",COGS 160 - Seminar on Special Topics (E),SP11,21,11,100.00%,90.90%,2.3,A- (3.90),B+ (3.57)
"Nitz, Douglas A.",COGS 160 - Seminar on Special Topics (F),SP11,12,6,100.00%,100.00%,4.83,A- (3.83),N/A
"Kirsh, David Joel",COGS 160 - Seminar on Special Topics (G),SP11,8,3,66.70%,100.00%,11.5,A (4.00),B+ (3.39)
"Saygin, Ayse P",COGS 160 - Seminar on Special Topics (H),SP11,10,1,100.00%,100.00%,2.5,N/A,N/A
"Johnson, Christine M.",COGS 17 - Neurobiology of Cognition (A),SP11,144,64,93.80%,93.80%,5.04,B+ (3.32),B- (2.91)
"Marx, Susan S",COGS 18 - Intro/Programming/Cogn Science (A),SP11,101,41,72.50%,85.00%,9.25,B (3.13),C+ (2.63)
"Johnson, Christine M.",COGS 184 - Modeling/Evolution of Cognitn (A),SP11,43,15,93.30%,100.00%,5.17,B+ (3.64),B (3.22)
"Kirsh, David Joel",COGS 187B - Cogn Aspct of Digital DesignII (A),SP11,19,8,75.00%,87.50%,9,B+ (3.50),N/A
"Boyle, Mary E. T.",COGS 3 - An Introduction to Computing (A),SP11,173,55,94.40%,92.60%,5.5,B+ (3.67),B (3.14)
"Deak, Gedeon O.",COGS 87 - Freshman Seminar (A),SP11,18,10,100.00%,70.00%,1.1,A (4.00),N/A
"Kutas, Marta",COGS 91 - SCANS Presents (A),SP11,20,12,91.70%,100.00%,0.67,A (4.00),N/A
"Schul, Rina S.F.",COGS 92 - Resiliency/Face of Adversity (A),SP11,7,5,80.00%,100.00%,2.1,N/A,N/A
"Saygin, Ayse P",COGS 1 - Introduction to Cognitive Sci (A),WI11,244,129,86.80%,91.40%,4.02,B+ (3.52),B (3.05)
"Creel, Sarah","COGS 101B - Learning, Memory and Attention (A)",WI11,196,99,84.80%,84.80%,4.46,B+ (3.39),B (3.15)
"Hutchins, Edwin Lee",COGS 102B - Cognitive Ethnography (A),WI11,147,88,71.60%,88.60%,5.07,B+ (3.56),B+ (3.38)
"Nitz, Douglas A.",COGS 107B - Systems Neuroscience (A),WI11,172,89,89.90%,93.30%,4.88,B+ (3.45),B (3.03)
"Boyle, Mary E. T.",COGS 11 - Minds & Brains (A),WI11,197,108,99.10%,99.10%,4.56,B+ (3.61),B+ (3.62)
"Nunez, Rafael E",COGS 14 - Design & Analysis of Expermnts (A),WI11,83,37,78.40%,89.20%,5.8,B- (2.94),C+ (2.33)
"Johnson, Christine M.",COGS 143 - Animal Cognition (A),WI11,42,23,91.30%,100.00%,5.37,B+ (3.40),B+ (3.41)
"Bergen, Benjamin",COGS 153 - Language Comprehension (A),WI11,32,18,88.90%,94.10%,4.74,B+ (3.44),B (3.06)
"Nunez, Rafael E",COGS 160 - Seminar on Special Topics (A),WI11,7,4,100.00%,100.00%,2.5,A (4.00),N/A
"Kirsh, David Joel",COGS 160 - Seminar on Special Topics (B),WI11,15,7,100.00%,100.00%,14.5,A (4.00),B+ (3.53)
"Kirsh, David Joel",COGS 160 - Seminar on Special Topics (C),WI11,10,2,100.00%,100.00%,5.5,A (4.00),B+ (3.53)
"Deak, Gedeon O.",COGS 160 - Seminar on Special Topics (D),WI11,12,8,100.00%,100.00%,8.75,A- (3.88),N/A
"Bergen, Benjamin",COGS 160 - Seminar on Special Topics (E),WI11,6,6,100.00%,100.00%,7.5,A (4.00),N/A
"Nitz, Douglas A.",COGS 160 - Seminar on Special Topics (F),WI11,9,5,100.00%,100.00%,6,A (4.00),N/A
"Pineda, Jaime A",COGS 160 - Seminar on Special Topics (G),WI11,8,5,100.00%,100.00%,3.7,A (4.00),N/A
"Johnson, Christine M.",COGS 17 - Neurobiology of Cognition (A),WI11,143,70,86.80%,97.10%,4.79,B+ (3.32),B- (2.84)
"Pineda, Jaime A","COGS 174 - Drugs: Brain, Mind and Culture (A)",WI11,124,59,93.20%,81.40%,5.31,B (3.28),B (3.05)
"Kutas, Marta",COGS 179 - Electrophysiology of Cognition (A),WI11,13,6,83.30%,83.30%,8.17,B (3.17),N/A
"Belew, Richard K",COGS 18 - Intro/Programming/Cogn Science (A),WI11,33,30,60.00%,60.00%,12.3,B (3.11),B+ (3.40)
"Kirsh, David Joel",COGS 187A - Cogntv Aspct of Digital Design (A),WI11,29,18,100.00%,100.00%,9.28,A- (3.72),A- (3.70)
"Boyle, Mary E. T.",COGS 3 - An Introduction to Computing (A),WI11,121,46,90.70%,90.70%,5.05,A- (3.72),C+ (2.58)
"Bergen, Benjamin",COGS 1 - Introduction to Cognitive Sci (A),FA10,232,126,92.00%,96.00%,3.56,B+ (3.50),B- (2.91)
"Cangiano, Gaston R",COGS 10 - Cognitv Consequence/Technology (A),FA10,43,27,85.20%,70.40%,3.76,B+ (3.50),B (3.06)
"Johnson, Christine M.",COGS 101A - Sensation and Perception (A),FA10,165,102,90.20%,94.10%,5.34,B+ (3.43),B (3.02)
"Hutchins, Edwin Lee",COGS 102A - Distributed Cognition (A),FA10,177,116,62.90%,81.90%,5.6,B (3.25),B (3.11)
"Pineda, Jaime A",COGS 107A - Neuroanatomy and Physiology (A),FA10,206,164,90.20%,90.10%,6.76,B (3.10),B- (2.79)
"De Sa, Virginia",COGS 109 - Modeling & Data Analysis (A),FA10,94,56,35.70%,30.90%,7.55,B (3.29),B+ (3.57)
"Boyle, Mary E. T.",COGS 11 - Minds & Brains (A),FA10,191,106,98.10%,96.20%,4.96,B+ (3.46),B (3.22)
"Deak, Gedeon O.",COGS 110 - The Developing Mind (A),FA10,55,22,77.30%,72.70%,5.95,B (3.14),B- (2.92)
"Hollan, James D.",COGS 120 - Human Computer Interaction (A),FA10,79,40,82.50%,75.00%,4.5,B (3.06),B+ (3.33)
"Creel, Sarah",COGS 14 - Design & Analysis of Expermnts (A),FA10,94,51,63.30%,65.30%,4.74,B (3.14),B- (2.96)
"Coulson, Seana M",COGS 151 - Analogy and Conceptual Systems (A),FA10,18,7,100.00%,85.70%,4.21,B+ (3.67),N/A
"Deak, Gedeon O.",COGS 160 - Seminar on Special Topics (A),FA10,10,4,100.00%,100.00%,7,A (4.00),N/A
"Bergen, Benjamin",COGS 160 - Seminar on Special Topics (B),FA10,7,6,100.00%,100.00%,6.17,A (4.00),N/A
"Nitz, Douglas A.",COGS 160 - Seminar on Special Topics (D),FA10,11,7,100.00%,100.00%,6.5,A (4.00),A- (3.87)
"Pineda, Jaime A",COGS 160 - Seminar on Special Topics (E),FA10,4,1,100.00%,100.00%,4.5,N/A,N/A
"Nitz, Douglas A.",COGS 160 - Seminar on Special Topics (F),FA10,10,6,100.00%,100.00%,3.3,A (4.00),A- (3.87)
"Johnson, Christine M.",COGS 17 - Neurobiology of Cognition (A),FA10,137,77,82.90%,90.90%,5.8,B (3.21),B (3.01)
"Saygin, Ayse P",COGS 172 - Brain Disorders and Cognition (A),FA10,62,30,86.70%,76.70%,5.63,B+ (3.38),C+ (2.70)
"Trottier, Leo G",COGS 18 - Intro/Programming/Cogn Science (A),FA10,65,60,46.70%,37.30%,10.03,B- (2.98),B (3.08)
"Boyle, Mary E. T.",COGS 3 - An Introduction to Computing (A),FA10,147,72,94.40%,97.20%,4.78,B+ (3.63),B- (2.97)
"Pineda, Jaime A",COGS 87 - Freshman Seminar (A),FA10,20,12,91.70%,100.00%,0.67,A (4.00),N/A
"Coulson, Seana M",COGS 87 - Freshman Seminar (B),FA10,17,9,77.80%,87.50%,0.5,N/A,N/A
"Pineda, Jaime A",COGS 87 - Freshman Seminar (C),FA10,19,13,84.60%,84.60%,1.73,A (4.00),N/A
"Schul, Rina S.F.",COGS 92 - Resiliency/Face of Adversity (A),FA10,13,8,87.50%,87.50%,1.5,A (4.00),N/A
"Barrera, Steven James",COGS 101A - Sensation and Perception (A),SU10,54,24,91.70%,100.00%,5.33,B+ (3.42),N/A
"Coulson, Seana M",COGS 101C - Language (B),SU10,32,11,81.80%,90.90%,5.23,B+ (3.30),N/A
"Gupta, Anjum",COGS 109 - Modeling & Data Analysis (A),SU10,54,27,66.70%,81.50%,6.65,B+ (3.33),N/A
"Boyle, Mary E. T.",COGS 11 - Minds & Brains (A),SU10,22,9,88.90%,88.90%,4.5,A- (3.71),N/A
"McQuire, Marguerite",COGS 154 - Comm Disorders/Children&Adults (A),SU10,70,25,96.00%,76.00%,5.62,B+ (3.61),N/A
"Johnson, Christine M.",COGS 17 - Neurobiology of Cognition (A),SU10,20,12,100.00%,100.00%,7.23,A- (3.73),N/A
"Johnson, Christine M.",COGS 17 - Neurobiology of Cognition (A),SU10,17,6,66.70%,100.00%,5.17,B+ (3.33),N/A
"Trottier, Leo G",COGS 18 - Intr/C Programming/Cogntv Modl (A),SU10,24,8,62.50%,62.50%,17.75,B- (2.75),N/A
"Boyle, Mary E. T.",COGS 3 - An Introduction to Computing (A),SU10,25,7,100.00%,100.00%,6.21,B+ (3.57),N/A
"Deak, Gedeon O.",COGS 1 - Introduction to Cognitive Sci (A),SP10,208,106,85.60%,84.20%,3.64,B+ (3.39),B- (2.95)
"Nunez, Rafael E",COGS 101C - Language (A),SP10,198,109,61.50%,78.90%,5.15,B (3.06),B- (2.77)
"Hollan, James D.",COGS 102C - Cognitive Design Studio (A),SP10,77,40,92.50%,87.50%,12,A- (3.74),B+ (3.48)
"Jernigan, Terry Lynne",COGS 107C - Cognitive Neuroscience (A),SP10,139,69,86.80%,82.10%,4.03,A- (3.79),B+ (3.43)
"Boyle, Mary E. T.",COGS 11 - Minds & Brains (A),SP10,148,71,97.10%,95.70%,3.64,B+ (3.31),B (3.12)
"De Sa, Virginia",COGS 118B - Natural Computation II (A),SP10,9,5,80.00%,80.00%,2.9,A (4.00),N/A
"Nunez, Rafael E",COGS 152 - Cognitive Foundations of Math (A),SP10,42,13,69.20%,84.60%,4.5,B (3.17),B (3.00)
"Creel, Sarah",COGS 156 - Language Development (A),SP10,87,46,95.60%,100.00%,4.06,B+ (3.42),B (3.17)
"Johnson, Christine M.",COGS 160 - Seminar on Special Topics (A),SP10,8,5,100.00%,100.00%,6.1,A- (3.80),N/A
"Saygin, Ayse P",COGS 160 - Seminar on Special Topics (B),SP10,9,6,100.00%,83.30%,11.83,A- (3.75),N/A
"Deak, Gedeon O.",COGS 160 - Seminar on Special Topics (C),SP10,17,10,80.00%,100.00%,5.9,A (4.00),N/A
"Yu, Angela J.",COGS 160 - Seminar on Special Topics (D),SP10,5,4,100.00%,100.00%,8,A- (3.75),N/A
"Kirsh, David Joel",COGS 160 - Seminar on Special Topics (E),SP10,9,2,100.00%,100.00%,15.5,A (4.00),N/A
"Johnson, Christine M.",COGS 17 - Neurobiology of Cognition (A),SP10,115,49,83.30%,78.70%,4.76,B (3.28),B- (2.77)
"Pineda, Jaime A","COGS 174 - Drugs: Brain, Mind and Culture (A)",SP10,156,78,97.40%,92.20%,4.58,B+ (3.44),B- (2.92)
"Marx, Susan S",COGS 18 - Intr/C Programming/Cogntv Modl (A),SP10,83,46,63.00%,66.70%,6.37,B (3.12),C+ (2.48)
"Kirsh, David Joel",COGS 187B - Cogn Aspct/Multimedia DesignII (A),SP10,32,21,95.20%,95.20%,6.69,A (4.00),B+ (3.67)
"Belew, Richard K","COGS 188 - Representation,Search&the Web (A)",SP10,14,10,70.00%,80.00%,9.9,B (3.20),N/A
"Boyle, Mary E. T.",COGS 3 - An Introduction to Computing (A),SP10,168,64,87.10%,91.90%,4.66,B+ (3.57),B+ (3.41)
"Coulson, Seana M",COGS 87 - Freshman Seminar (B),SP10,18,12,90.90%,90.90%,0.5,A (4.00),N/A
"Kutas, Marta",COGS 91 - SCANS Presents (A),SP10,15,8,100.00%,100.00%,1,N/A,N/A
"Belew, Richard K",COGS 1 - Introduction to Cognitive Sci (A),WI10,187,143,84.60%,79.60%,3.33,B+ (3.62),B (3.11)
"Creel, Sarah","COGS 101B - Learning, Memory and Attention (A)",WI10,140,53,84.90%,79.20%,4.2,B+ (3.37),B (3.09)
"Hutchins, Edwin Lee",COGS 102B - Cognitive Ethnography (A),WI10,143,55,75.90%,81.50%,5.97,B+ (3.50),B (3.08)
"Nitz, Douglas A.",COGS 107B - Systems Neuroscience (A),WI10,159,55,92.60%,90.70%,4.69,B+ (3.54),B (3.15)
"Boyle, Mary E. T.",COGS 11 - Minds & Brains (A),WI10,187,80,93.70%,86.10%,4.18,B+ (3.43),B- (2.75)
"Stiles, Joan",COGS 115 - Neurologcl Devlp & Cogntv Chng (A),WI10,68,35,74.30%,85.70%,5.99,B+ (3.31),C+ (2.61)
"Yu, Angela J.",COGS 118A - Natural Computation I (A),WI10,12,6,40.00%,40.00%,17.83,B+ (3.33),N/A
