Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Miller, Luke",COGS 172 - Brain Disorders and Cognition (A),WI15,47,19,100.00%,94.70%,4.71,B (3.26),B+ (3.49)
"Nitz, Douglas A.",COGS 177 - Space and Time in the Brain (A),WI15,20,8,100.00%,100.00%,3.75,A- (3.88),B+ (3.55)
"Jernigan, Terry Lynne","COGS 178 - Genes, Brains & Behavior (A)",WI15,12,5,80.00%,100.00%,2.9,B (3.20),N/A
"Johnson, Christine M.",COGS 184 - Modeling/Evolution of Cognitn (A),WI15,15,4,100.00%,100.00%,5.83,A- (3.75),N/A
"Kirsh, David Joel",COGS 187B - Practicum in Pro Web Design (A),WI15,50,18,94.10%,88.20%,6.38,B+ (3.53),B+ (3.59)
"Boyle, Mary E. T.",COGS 3 - An Introduction to Computing (A),WI15,64,29,77.80%,74.10%,5.83,B+ (3.58),B+ (3.66)
"Deak, Gedeon O.",COGS 87 - Freshman Seminar (A),WI15,13,4,100.00%,100.00%,1.5,N/A,N/A
"Pineda, Jaime A",COGS 87 - Freshman Seminar (B),WI15,18,11,81.80%,90.90%,1.23,B+ (3.33),N/A
"Saygin, Ayse P",COGS 91 - SCANS Presents (A),WI15,9,6,100.00%,50.00%,0.5,N/A,N/A
"Tu, Zhuowen",COGS 1 - Introduction to Cognitive Sci (A),FA14,271,137,88.40%,82.60%,5.09,B+ (3.59),B+ (3.62)
"Barrera, Steven James",COGS 101A - Sensation and Perception (A),FA14,254,119,94.20%,99.00%,5.03,B+ (3.54),B (3.16)
"Marghetis, Tyler",COGS 102A - Distributed Cognition (A),FA14,167,69,85.20%,93.40%,5.57,B+ (3.43),B+ (3.33)
"Pineda, Jaime A",COGS 107A - Neuroanatomy and Physiology (A),FA14,189,75,84.90%,87.70%,6.25,B (3.10),B- (2.76)
"Huang, He",COGS 109 - Modeling & Data Analysis (A),FA14,90,36,82.90%,94.30%,5.59,A- (3.71),B+ (3.60)
"Boyle, Mary E. T.",COGS 11 - Minds & Brains (A),FA14,128,59,92.00%,90.00%,5.17,B+ (3.31),B- (2.89)
"De Sa, Virginia",COGS 118B - Natural Computation II (A),FA14,16,11,100.00%,100.00%,6.5,B+ (3.60),N/A
"Saygin, Ayse P",COGS 119 - Programming/Experimental Res. (A),FA14,10,4,100.00%,100.00%,7.17,B+ (3.67),N/A
"Boroditsky, Lera","COGS 12 - Language, Culture & Cognition (A)",FA14,14,6,100.00%,100.00%,4,B (3.00),N/A
"Johnson, Christine M.",COGS 143 - Animal Cognition (A),FA14,36,13,91.70%,100.00%,4.83,B (3.17),B+ (3.32)
"Nunez, Rafael E",COGS 14B - Intro. to Statistical Analysis (A),FA14,37,12,45.50%,45.50%,3.39,B+ (3.33),C+ (2.47)
"Coulson, Seana M",COGS 151 - Analogy and Conceptual Systems (A),FA14,21,6,66.70%,83.30%,5.17,B (3.00),B+ (3.43)
"Creel, Sarah",COGS 156 - Language Development (B),FA14,41,9,75.00%,75.00%,6,B (3.00),B- (2.89)
"Khalil, Alexander K.",COGS 160 - Seminar on Special Topics (A),FA14,12,8,100.00%,100.00%,3.75,A (4.00),N/A
"Klemmer, Scott R",COGS 160 - Seminar on Special Topics (B),FA14,2,1,100.00%,100.00%,10.5,B (3.00),N/A
"Deak, Gedeon O.",COGS 160 - Seminar on Special Topics (C),FA14,12,5,100.00%,100.00%,9.7,A (4.00),N/A
"Johnson, Christine M.",COGS 17 - Neurobiology of Cognition (A),FA14,106,49,78.00%,85.40%,4.21,B (3.22),B- (2.78)
"Pineda, Jaime A",COGS 171 - Mirror Neuron System (A),FA14,22,6,100.00%,100.00%,5.7,B+ (3.67),B+ (3.40)
"Datko, Michael","COGS 174 - Drugs: Brain, Mind and Culture (A)",FA14,78,62,100.00%,96.50%,4.96,B (3.27),B (3.07)
"Kirsh, David Joel",COGS 187A - Usability & Info. Architecture (A),FA14,33,14,92.30%,69.20%,10,B+ (3.42),A- (3.71)
"Kirsh, David Joel",COGS 187A - Usability & Info. Architecture (B),FA14,45,9,66.70%,44.40%,8.28,B+ (3.50),A- (3.71)
"Kernell, Samuel H.",No CAPEs submitted,FA14,1,0,N/A,N/A,N/A,N/A,N/A
"Boyle, Mary E. T.",COGS 3 - An Introduction to Computing (A),FA14,83,73,82.20%,86.30%,6.1,B+ (3.59),B (3.20)
"Karnowski, Jeremy Benjamin",COGS 8 - Hands-On Computing (A),FA14,32,27,92.60%,96.30%,3.54,B+ (3.60),B+ (3.63)
"Deak, Gedeon O.",COGS 87 - Freshman Seminar (A),FA14,21,11,100.00%,100.00%,0.5,A (4.00),N/A
"Voytek, Bradley Thomas",COGS 9 - Introduction to Data Science (A),FA14,24,14,100.00%,100.00%,3.41,A (4.00),A- (3.72)
"Amsel, Ben David","COGS 101B - Learning, Memory and Attention (A)",S214,16,3,66.70%,100.00%,12.5,B+ (3.67),N/A
"Huang, He",COGS 109 - Modeling & Data Analysis (A),S214,51,31,93.50%,100.00%,5.79,A- (3.90),A- (3.93)
"Armenta, Richard Frank",COGS 14B - Intro. to Statistical Analysis (A),S214,14,9,88.90%,100.00%,5.83,A- (3.78),N/A
"Yang, Dorothy D",COGS 154 - Comm Disorders/Children&Adults (A),S214,44,8,87.50%,100.00%,4.75,B+ (3.43),B- (2.99)
"Johnson, Christine M.",COGS 17 - Neurobiology of Cognition (A),S214,18,4,100.00%,75.00%,5.5,B+ (3.67),N/A
"Boyle, Mary E. T.",COGS 187A - Usability & Info. Architecture (A),S214,20,11,90.00%,100.00%,5.1,A (4.00),A (4.00)
"Boyle, Mary E. T.",COGS 3 - An Introduction to Computing (A),S214,15,1,100.00%,100.00%,14.5,A (4.00),N/A
"Coulson, Seana M",COGS 101C - Language (A),S114,25,3,66.70%,66.70%,4.5,C+ (2.33),B- (2.91)
"Johnson, Christine M.",COGS 102A - Distributed Cognition (A),S114,21,4,100.00%,100.00%,4.5,B+ (3.67),B+ (3.48)
"Boyle, Mary E. T.",COGS 107A - Neuroanatomy and Physiology (A),S114,25,3,100.00%,100.00%,7.83,B+ (3.67),B (3.11)
"Boyle, Mary E. T.",COGS 11 - Minds & Brains (A),S114,20,7,100.00%,100.00%,6.5,A- (3.71),B+ (3.61)
"Walker, Esther Jane",COGS 155 - Gesture and Cognition (A),S114,14,5,100.00%,100.00%,4.9,B+ (3.40),N/A
"Datko, Michael","COGS 174 - Drugs: Brain, Mind and Culture (A)",S114,28,19,94.10%,94.10%,5.68,B (3.12),B (3.08)
"Gupta, Anjum","COGS 188 - Representation,Search&the Web (A)",S114,7,1,0.00%,0.00%,0.5,A (4.00),N/A
"Amsel, Ben David",COGS 1 - Introduction to Cognitive Sci (A),SP14,194,73,75.40%,76.80%,3.85,B (3.02),B- (2.96)
"Creel, Sarah","COGS 101B - Learning, Memory and Attention (A)",SP14,219,84,85.70%,79.20%,3.79,B+ (3.39),B (3.06)
"Hollan, James D.",COGS 102C - Cognitive Design Studio (A),SP14,84,24,87.00%,78.30%,9.8,B+ (3.48),B (3.19)
"Jernigan, Terry Lynne",COGS 107C - Cognitive Neuroscience (A),SP14,193,55,42.60%,38.90%,4.01,B (3.15),B- (2.95)
"Boroditsky, Lera",COGS 11 - Minds & Brains (A),SP14,78,36,94.30%,94.30%,4.09,B (3.27),B (3.12)
"Haist, Frank",COGS 115 - Neurologcl Devlp & Cogntv Chng (A),SP14,44,20,85.00%,90.00%,6.3,B+ (3.47),B- (2.72)
"Weibel, Nadir",COGS 121 - Human Comptr Interac Prog Stud (A),SP14,43,13,58.30%,58.30%,7.83,B (3.25),B (3.19)
"Barrera, Steven James",COGS 14A - Intro. to Research Methods (A),SP14,118,66,96.90%,100.00%,4.44,B+ (3.44),B (3.01)
"Coulson, Seana M",COGS 151 - Analogy and Conceptual Systems (A),SP14,29,6,33.30%,33.30%,4.5,B (3.17),B (3.22)
"Marghetis, Tyler",COGS 152 - Cognitive Foundations of Math (A),SP14,36,10,100.00%,100.00%,5.3,B (3.14),B- (2.93)
"Creel, Sarah",COGS 156 - Language Development (A),SP14,96,35,87.10%,93.50%,3.17,B (3.26),B (3.01)
"Kirsh, David Joel",COGS 160 - Seminar on Special Topics (C),SP14,13,3,66.70%,100.00%,4.5,A (4.00),N/A
"Cohn, Neil Thomas",COGS 160 - Seminar on Special Topics (D),SP14,24,9,77.80%,88.90%,6.06,A (4.00),A- (3.79)
"Coulson, Seana M",COGS 160 - Seminar on Special Topics (E),SP14,15,4,100.00%,100.00%,10.5,A (4.00),N/A
"Deak, Gedeon O.",COGS 160 - Seminar on Special Topics (F),SP14,14,3,100.00%,100.00%,11.17,A (4.00),N/A
"Boyle, Mary E. T.",COGS 163 - Metabolic Disorders/Brain (C),SP14,30,9,100.00%,100.00%,7.36,B+ (3.63),B+ (3.53)
"Greenspan, Ralph J.",COGS 169 - Genetic Information/Behavior (A),SP14,14,3,100.00%,100.00%,3.5,B+ (3.50),N/A
"Johnson, Christine M.",COGS 17 - Neurobiology of Cognition (A),SP14,107,39,82.10%,87.20%,4.97,B (3.10),B- (2.96)
"Pineda, Jaime A",COGS 175 - Alternate States/Consciousness (A),SP14,40,13,92.30%,92.30%,4.35,B+ (3.31),B- (2.74)
"Yu, Angela J.",COGS 180 - Neural Coding/Sensory Systems (A),SP14,5,5,100.00%,100.00%,6.9,B+ (3.50),N/A
"Johnson, Christine M.",COGS 184 - Modeling/Evolution of Cognitn (A),SP14,23,8,87.50%,100.00%,5.75,B (3.13),B- (2.97)
"Tu, Zhuowen",COGS 185 - Adv. Machine Learning Methods (A),SP14,10,4,100.00%,100.00%,11.5,B+ (3.67),N/A
"Kirsh, David Joel",COGS 187B - Practicum in Pro Web Design (A),SP14,45,13,100.00%,92.30%,7.67,B+ (3.69),B+ (3.41)
"Boyle, Mary E. T.",COGS 3 - An Introduction to Computing (A),SP14,67,18,56.30%,56.30%,8.63,B+ (3.40),B+ (3.33)
"Hutchins, Edwin Lee",COGS 8 - Hands-On Computing (A),SP14,25,15,100.00%,100.00%,2.5,B+ (3.58),B+ (3.70)
"Deak, Gedeon O.",COGS 87 - Freshman Seminar (A),SP14,17,5,100.00%,100.00%,0.5,N/A,N/A
"Pineda, Jaime A",COGS 87 - Freshman Seminar (B),SP14,17,7,100.00%,100.00%,0.79,N/A,N/A
"Deak, Gedeon O.",COGS 1 - Introduction to Cognitive Sci (A),WI14,234,93,79.10%,89.00%,3.74,B+ (3.35),C+ (2.64)
"Hollan, James D.",COGS 10 - Cognitv Consequence/Technology (A),WI14,26,10,80.00%,90.00%,4.9,B+ (3.43),B (3.15)
"Bergen, Benjamin",COGS 101C - Language (A),WI14,168,67,75.00%,76.60%,4.44,B (3.15),B- (2.98)
"Hutchins, Edwin Lee",COGS 102B - Cognitive Ethnography (A),WI14,166,52,66.00%,86.00%,5.42,B (3.27),B+ (3.33)
"Nitz, Douglas A.",COGS 107B - Systems Neuroscience (A),WI14,224,68,87.10%,77.40%,5.76,B (3.25),B- (2.83)
"Boyle, Mary E. T.",COGS 11 - Minds & Brains (A),WI14,121,60,94.70%,87.70%,4.22,B+ (3.52),B+ (3.31)
"Tu, Zhuowen",COGS 118A - Natural Computation I (A),WI14,26,15,85.70%,85.70%,8.64,B+ (3.42),A- (3.76)
"Boroditsky, Lera","COGS 12 - Language, Culture & Cognition (A)",WI14,8,4,75.00%,100.00%,4.5,B+ (3.33),N/A
"Klemmer, Scott R",COGS 120 - Introduction to HCI Design (A),WI14,96,37,73.50%,79.40%,9.89,B (3.22),B+ (3.39)
"Johnson, Christine M.",COGS 143 - Animal Cognition (A),WI14,41,17,94.10%,94.10%,4.5,B+ (3.56),B+ (3.48)
"Barrera, Steven James",COGS 14B - Intro. to Statistical Analysis (A),WI14,80,50,100.00%,100.00%,4.8,B+ (3.60),B (3.13)
"Bergen, Benjamin",COGS 15 - Uncensored Intro. to Language (A),WI14,46,25,91.30%,95.70%,3.89,B+ (3.32),B+ (3.37)
"Bergen, Benjamin",COGS 160 - Seminar on Special Topics (A),WI14,11,4,100.00%,100.00%,12.5,B (3.00),N/A
"Deak, Gedeon O.",COGS 160 - Seminar on Special Topics (B),WI14,11,2,100.00%,100.00%,8.5,B+ (3.50),A- (3.97)
"Chiba, Andrea",COGS 160 - Seminar on Special Topics (C),WI14,17,7,100.00%,100.00%,3.36,A- (3.83),A- (3.94)
"Johnson, Christine M.",COGS 17 - Neurobiology of Cognition (A),WI14,64,31,86.20%,96.60%,6.5,B (3.24),B- (2.92)
"Amsel, Ben David",COGS 172 - Brain Disorders and Cognition (A),WI14,66,27,96.20%,96.20%,4.65,B+ (3.32),B+ (3.35)
"Pineda, Jaime A","COGS 174 - Drugs: Brain, Mind and Culture (A)",WI14,115,42,95.00%,97.50%,4.24,B+ (3.46),B (3.08)
"Nitz, Douglas A.",COGS 176 - From Sleep to Attention (A),WI14,37,14,92.90%,85.70%,4.64,B+ (3.64),B+ (3.63)
"Kirsh, David Joel",COGS 187A - Usability & Info. Architecture (A),WI14,73,21,71.40%,57.10%,11.4,B+ (3.48),B+ (3.50)
"De Sa, Virginia",COGS 189 - Brain Computer Interfaces (A),WI14,20,9,100.00%,100.00%,5.93,A- (3.88),A (4.00)
"Boyle, Mary E. T.",COGS 3 - An Introduction to Computing (A),WI14,84,34,62.50%,62.50%,8.63,B+ (3.50),B- (2.98)
"Pineda, Jaime A",COGS 87 - Freshman Seminar (A),WI14,22,15,80.00%,86.70%,0.5,A (4.00),N/A
"Deak, Gedeon O.",COGS 87 - Freshman Seminar (B),WI14,17,7,85.70%,85.70%,1.17,A (4.00),N/A
"Boyle, Mary E. T.",COGS 1 - Introduction to Cognitive Sci (A),FA13,369,204,71.80%,77.90%,4.85,B (3.28),B- (2.80)
"Hollan, James D.",COGS 10 - Cognitv Consequence/Technology (A),FA13,17,7,83.30%,83.30%,5.17,A- (3.75),N/A
"Barrera, Steven James",COGS 101A - Sensation and Perception (A),FA13,214,95,96.80%,97.80%,4.63,B+ (3.47),B (3.05)
"Hutchins, Edwin Lee",COGS 102A - Distributed Cognition (A),FA13,170,73,53.80%,76.90%,5.16,B+ (3.31),B (3.25)
"Pineda, Jaime A",COGS 107A - Neuroanatomy and Physiology (A),FA13,206,89,89.00%,85.40%,6.16,B (3.01),B- (2.91)
"De Sa, Virginia",COGS 109 - Modeling & Data Analysis (A),FA13,96,46,61.40%,77.30%,5.4,B+ (3.48),B+ (3.64)
"Boyle, Mary E. T.",COGS 11 - Minds & Brains (A),FA13,140,75,90.30%,93.10%,5.6,B+ (3.30),B (3.19)
"Deak, Gedeon O.",COGS 110 - The Developing Mind (A),FA13,82,31,71.40%,46.40%,4.5,B+ (3.33),B (3.02)
"Saygin, Ayse P",COGS 119 - Programming/Experimental Res. (A),FA13,27,9,100.00%,75.00%,4.5,B+ (3.38),B (3.14)
"Urgen, Burcu A",COGS 119 - Programming/Experimental Res. (B),FA13,31,12,81.80%,81.80%,9.59,B+ (3.36),B+ (3.31)
"Nunez, Rafael E",COGS 14A - Intro. to Research Methods (A),FA13,113,51,85.40%,95.80%,4.41,B+ (3.34),B (3.04)
"Creel, Sarah",COGS 157 - Music and the Mind (A),FA13,32,16,87.50%,87.50%,4.88,B+ (3.47),B+ (3.56)
"Deak, Gedeon O.",COGS 160 - Seminar on Special Topics (A),FA13,13,2,50.00%,100.00%,8.5,B (3.00),N/A
"Reynolds, Bryan Randolph",COGS 160 - Seminar on Special Topics (B),FA13,5,3,100.00%,100.00%,4.5,B+ (3.33),N/A
"Johnson, Christine M.",COGS 17 - Neurobiology of Cognition (A),FA13,116,59,91.40%,91.40%,5.29,B (3.23),B (3.05)
"Pineda, Jaime A",COGS 171 - Mirror Neuron System (A),FA13,42,18,88.90%,88.90%,6.39,B+ (3.33),B (3.04)
"Nunez, Rafael E",COGS 87 - Freshman Seminar (A),FA13,17,15,85.70%,85.70%,1.36,A (4.00),N/A
"Pineda, Jaime A",COGS 87 - Freshman Seminar (B),FA13,23,16,75.00%,81.30%,0.75,A (4.00),N/A
"Barrera, Steven James",COGS 101A - Sensation and Perception (A),S213,28,15,93.30%,100.00%,6.23,B+ (3.53),B+ (3.39)
"Coulson, Seana M",COGS 101C - Language (A),S213,25,4,100.00%,100.00%,3.5,B+ (3.33),C+ (2.70)
"Pineda, Jaime A",COGS 107B - Systems Neuroscience (A),S213,32,7,85.70%,85.70%,5.36,B (3.00),B- (2.82)
"Malave, Vicente L",COGS 109 - Modeling & Data Analysis (A),S213,86,25,59.10%,40.90%,4.59,B+ (3.61),A- (3.71)
"Marghetis, Tyler",COGS 151 - Analogy and Conceptual Systems (A),S213,12,4,100.00%,100.00%,5.17,B+ (3.50),N/A
"Metusalem, Ross",COGS 153 - Language Comprehension (A),S213,20,6,100.00%,83.30%,8.83,B+ (3.60),B- (2.94)
"Johnson, Christine M.",COGS 17 - Neurobiology of Cognition (A),S213,19,6,100.00%,100.00%,7,B (3.25),N/A
"Boyle, Mary E. T.",COGS 187A - Usability & Info. Architecture (A),S213,19,4,100.00%,66.70%,9.17,B+ (3.67),N/A
"Boyle, Mary E. T.",COGS 3 - An Introduction to Computing (A),S213,24,5,60.00%,100.00%,7,A (4.00),B+ (3.33)
"Johnson, Christine M.",COGS 102A - Distributed Cognition (A),S113,23,3,66.70%,100.00%,5.17,B+ (3.33),B (3.25)
"Boyle, Mary E. T.",COGS 107A - Neuroanatomy and Physiology (A),S113,45,11,80.00%,80.00%,10.06,B (3.22),B (3.15)
"Boyle, Mary E. T.",COGS 11 - Minds & Brains (A),S113,23,12,83.30%,100.00%,8.5,B+ (3.50),B+ (3.58)
"de Barbaro, Kaya",COGS 115 - Neurologcl Devlp & Cogntv Chng (A),S113,16,1,100.00%,100.00%,8.5,A (4.00),N/A
"Davenport, Tristan",COGS 14A - Intro. to Research Methods (A),S113,33,6,60.00%,100.00%,5.3,B- (2.80),B- (2.70)
"Ellis, Erica Michelle",COGS 154 - Comm Disorders/Children&Adults (A),S113,64,34,97.00%,87.90%,5.75,B+ (3.67),B+ (3.70)
"Yu, Angela J.",COGS 1 - Introduction to Cognitive Sci (A),SP13,273,82,71.80%,78.20%,3.51,B+ (3.45),B+ (3.36)
"Bergen, Benjamin",COGS 101C - Language (A),SP13,318,92,88.00%,94.60%,4.8,B (3.25),B- (2.95)
"Hollan, James D.",COGS 102C - Cognitive Design Studio (A),SP13,111,25,87.50%,70.80%,9.86,B+ (3.52),B (3.19)
"Jernigan, Terry Lynne",COGS 107C - Cognitive Neuroscience (A),SP13,291,89,75.00%,67.00%,3.73,A- (3.79),A- (3.94)
"Boyle, Mary E. T.",COGS 11 - Minds & Brains (A),SP13,118,45,97.80%,95.60%,6.18,B (3.15),B (3.05)
"Deak, Gedeon O.",COGS 115 - Neurologcl Devlp & Cogntv Chng (A),SP13,52,17,64.70%,88.20%,4.63,B+ (3.53),B+ (3.46)
"Nunez, Rafael E",COGS 14B - Intro. to Statistical Analysis (A),SP13,42,10,90.00%,100.00%,4.28,B- (2.70),C+ (2.36)
"Bergen, Benjamin",COGS 15 - Uncensored Intro. to Language (A),SP13,62,26,92.30%,92.30%,4.42,B+ (3.37),B (3.07)
"Creel, Sarah",COGS 156 - Language Development (A),SP13,82,26,96.20%,100.00%,3.81,B+ (3.40),B (3.26)
"Coulson, Seana M",COGS 160 - Seminar on Special Topics (A),SP13,14,5,100.00%,100.00%,10.5,A (4.00),N/A
"Deak, Gedeon O.",COGS 160 - Seminar on Special Topics (B),SP13,11,2,100.00%,100.00%,5.5,A (4.00),N/A
"Johnson, Christine M.",COGS 17 - Neurobiology of Cognition (A),SP13,131,41,87.80%,97.60%,3.9,B (3.17),B- (2.79)
"Pineda, Jaime A",COGS 175 - Alternate States/Consciousness (A),SP13,83,23,86.40%,86.40%,5.17,B+ (3.43),B (3.17)
"Johnson, Christine M.",COGS 184 - Modeling/Evolution of Cognitn (A),SP13,36,6,100.00%,100.00%,9.7,B+ (3.40),B (3.23)
"Kirsh, David Joel",COGS 187B - Practicum in Pro Web Design (A),SP13,44,14,100.00%,100.00%,11.88,A- (3.77),B+ (3.56)
"Boyle, Mary E. T.",No CAPEs submitted,SP13,6,0,N/A,N/A,N/A,N/A,N/A
"Bergen, Benjamin",No CAPEs submitted,SP13,2,0,N/A,N/A,N/A,N/A,N/A
"Johnson, Christine M.",No CAPEs submitted,SP13,2,0,N/A,N/A,N/A,N/A,N/A
"Nunez, Rafael E",No CAPEs submitted,SP13,1,0,N/A,N/A,N/A,N/A,N/A
"Yu, Angela J.",No CAPEs submitted,SP13,4,0,N/A,N/A,N/A,N/A,N/A
"Hollan, James D.",No CAPEs submitted,SP13,4,0,N/A,N/A,N/A,N/A,N/A
"Jernigan, Terry Lynne",No CAPEs submitted,SP13,1,0,N/A,N/A,N/A,N/A,N/A
"Kirsh, David Joel",No CAPEs submitted,SP13,2,0,N/A,N/A,N/A,N/A,N/A
"Boyle, Mary E. T.",COGS 3 - An Introduction to Computing (A),SP13,85,32,65.60%,68.80%,6.38,B+ (3.54),B+ (3.30)
"Hutchins, Edwin Lee",COGS 8 - Hands-On Computing (A),SP13,20,8,87.50%,100.00%,4.5,B (3.29),B+ (3.35)
"Coulson, Seana M",COGS 87 - Freshman Seminar (A),SP13,12,9,100.00%,100.00%,0.5,A (4.00),N/A
"Deak, Gedeon O.",COGS 87 - Freshman Seminar (B),SP13,13,4,100.00%,100.00%,0.5,N/A,N/A
"Nunez, Rafael E",COGS 87 - Freshman Seminar (C),SP13,16,7,71.40%,85.70%,0.79,B (3.00),N/A
"Saygin, Ayse P",COGS 1 - Introduction to Cognitive Sci (A),WI13,313,143,83.20%,86.90%,3.49,B+ (3.30),B- (2.85)
"Creel, Sarah","COGS 101B - Learning, Memory and Attention (A)",WI13,318,118,80.00%,70.40%,4.64,B+ (3.35),B (3.27)
"Hutchins, Edwin Lee",COGS 102B - Cognitive Ethnography (A),WI13,289,106,72.80%,91.30%,5.41,A- (3.71),B+ (3.38)
"Nitz, Douglas A.",COGS 107B - Systems Neuroscience (A),WI13,310,110,88.90%,82.40%,5.42,B (3.14),B- (2.72)
"Boyle, Mary E. T.",COGS 11 - Minds & Brains (A),WI13,126,60,96.60%,96.60%,4.64,B+ (3.36),B (3.10)
"De Sa, Virginia",COGS 118B - Natural Computation II (A),WI13,20,14,92.30%,92.30%,6.35,B+ (3.69),A- (3.87)
"Johnson, Christine M.",COGS 143 - Animal Cognition (A),WI13,44,18,100.00%,100.00%,5.06,B (3.19),B (3.18)
"Davenport, Tristan",COGS 14A - Intro. to Research Methods (A),WI13,112,47,66.00%,87.20%,4.02,B (3.07),C+ (2.69)
"Coulson, Seana M",COGS 151 - Analogy and Conceptual Systems (A),WI13,24,9,77.80%,88.90%,5,B+ (3.38),A- (3.74)
"Chiba, Andrea",COGS 160 - Seminar on Special Topics (A),WI13,13,2,100.00%,100.00%,2.5,A (4.00),N/A
"Bergen, Benjamin",COGS 160 - Seminar on Special Topics (B),WI13,8,3,100.00%,100.00%,7.17,A (4.00),N/A
"Deak, Gedeon O.",COGS 160 - Seminar on Special Topics (C),WI13,14,5,100.00%,100.00%,6.5,A (4.00),N/A
"De Sa, Virginia",COGS 160 - Seminar on Special Topics (D),WI13,11,5,100.00%,100.00%,4.5,A (4.00),N/A
"Jernigan, Terry Lynne",COGS 160 - Seminar on Special Topics (E),WI13,14,5,40.00%,80.00%,6.5,B- (2.80),N/A
"Johnson, Christine M.",COGS 17 - Neurobiology of Cognition (A),WI13,127,61,86.70%,90.00%,4.4,B (3.20),B- (2.87)
"Saygin, Ayse P",COGS 172 - Brain Disorders and Cognition (A),WI13,48,21,81.00%,85.70%,5.7,B (3.29),B (3.27)
"Schalles, Matthew D","COGS 174 - Drugs: Brain, Mind and Culture (A)",WI13,126,47,84.40%,82.20%,5.66,B- (2.86),B- (2.97)
"Nitz, Douglas A.",COGS 177 - Space and Time in the Brain (A),WI13,18,9,100.00%,100.00%,5.39,B+ (3.44),N/A
"Kirsh, David Joel",COGS 187A - Usability & Info. Architecture (B),WI13,61,24,95.80%,87.50%,10.17,B+ (3.46),B+ (3.48)
"Pineda, Jaime A",No CAPEs submitted,WI13,1,0,N/A,N/A,N/A,N/A,N/A
"Bergen, Benjamin",No CAPEs submitted,WI13,1,0,N/A,N/A,N/A,N/A,N/A
"Hollan, James D.",No CAPEs submitted,WI13,1,0,N/A,N/A,N/A,N/A,N/A
"De Sa, Virginia",No CAPEs submitted,WI13,1,0,N/A,N/A,N/A,N/A,N/A
"Saygin, Ayse P",No CAPEs submitted,WI13,1,0,N/A,N/A,N/A,N/A,N/A
"Boyle, Mary E. T.",No CAPEs submitted,WI13,5,0,N/A,N/A,N/A,N/A,N/A
"Johnson, Christine M.",No CAPEs submitted,WI13,1,0,N/A,N/A,N/A,N/A,N/A
"Chiba, Andrea",No CAPEs submitted,WI13,1,0,N/A,N/A,N/A,N/A,N/A
"Creel, Sarah",No CAPEs submitted,WI13,2,0,N/A,N/A,N/A,N/A,N/A
"Hutchins, Edwin Lee",No CAPEs submitted,WI13,2,0,N/A,N/A,N/A,N/A,N/A
"Nitz, Douglas A.",No CAPEs submitted,WI13,3,0,N/A,N/A,N/A,N/A,N/A
"Kirsh, David Joel",No CAPEs submitted,WI13,3,0,N/A,N/A,N/A,N/A,N/A
"Davenport, Tristan",No CAPEs submitted,WI13,1,0,N/A,N/A,N/A,N/A,N/A
"Saygin, Ayse P",No CAPEs submitted,WI13,3,0,N/A,N/A,N/A,N/A,N/A
"Boyle, Mary E. T.",COGS 3 - An Introduction to Computing (A),WI13,130,67,80.00%,83.10%,6.09,B+ (3.30),B (3.07)
"Pineda, Jaime A",COGS 87 - Freshman Seminar (A),WI13,30,20,95.00%,95.00%,0.71,A (4.00),N/A
"Deak, Gedeon O.",COGS 87 - Freshman Seminar (B),WI13,15,10,100.00%,100.00%,0.9,B (3.00),N/A
"Nunez, Rafael E",COGS 91 - SCANS Presents (A),WI13,11,7,100.00%,100.00%,0.5,A (4.00),N/A
"Creel, Sarah",COGS 1 - Introduction to Cognitive Sci (A),FA12,331,150,87.00%,93.10%,3.65,B+ (3.69),B (3.20)
"Barrera, Steven James",COGS 101A - Sensation and Perception (A),FA12,296,146,97.70%,97.70%,5.01,B+ (3.50),B (3.15)
"Johnson, Christine M.",COGS 102A - Distributed Cognition (A),FA12,289,100,61.70%,71.30%,5.66,B+ (3.36),B+ (3.61)
"Kirsh, David Joel",COGS 102A - Distributed Cognition (A),FA12,289,103,52.60%,69.50%,5.59,B+ (3.33),B+ (3.61)
"Pineda, Jaime A",COGS 107A - Neuroanatomy and Physiology (A),FA12,307,114,82.50%,84.50%,6.95,B (3.13),B- (2.85)
"De Sa, Virginia",COGS 109 - Modeling & Data Analysis (A),FA12,117,42,68.40%,76.30%,5.96,B+ (3.46),B+ (3.48)
"Boyle, Mary E. T.",COGS 11 - Minds & Brains (A),FA12,157,77,92.80%,94.20%,5.22,B+ (3.61),B (3.21)
"Deak, Gedeon O.",COGS 110 - The Developing Mind (A),FA12,55,13,84.60%,69.20%,4.35,B+ (3.36),B (3.15)
"Saygin, Ayse P",COGS 119 - Programming/Experimental Res. (A),FA12,7,4,100.00%,100.00%,5,A (4.00),N/A
"Hollan, James D.",COGS 120 - Human Computer Interaction (A),FA12,109,35,83.30%,80.00%,5.77,B (3.14),B (3.16)
"Deak, Gedeon O.",COGS 160 - Seminar on Special Topics (A),FA12,13,7,100.00%,100.00%,9.5,A (4.00),N/A
"Nunez, Rafael E",COGS 160 - Seminar on Special Topics (B),FA12,58,26,81.80%,95.50%,3.41,B+ (3.41),B (3.16)
