Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Aisenberg, James Maxwell",MATH 15A - Intro/Discrete Mathematics (A),WI15,277,151,83.80%,76.10%,6.28,B+ (3.45),B- (2.94)
"Saab, Rayan",MATH 170B - Intro/Numerical Analy/Approxim (A),WI15,37,29,89.70%,100.00%,7.95,B+ (3.31),B (3.04)
"Gill, Philip E.",MATH 171A - Intro Num Optimiz/Linear Prog (A),WI15,74,64,92.20%,85.90%,7.31,B+ (3.60),B (3.28)
"Bank, Randolph E",MATH 175 - Numerical Methods for PDE (A),WI15,2,2,50.00%,50.00%,2.5,C (2.00),N/A
"Fitzsimmons, Patrick J",MATH 180A - Introduction to Probability (A),WI15,89,31,87.10%,80.60%,7.6,B (3.28),B- (2.88)
"Fitzsimmons, Patrick J",MATH 180B - Intro/Stochastic Processes I (A),WI15,106,55,86.80%,67.90%,6.96,B+ (3.52),B- (2.76)
"Xu, Ronghui",MATH 181A - Intro/Math Statistics I (A),WI15,61,28,92.30%,80.80%,6.12,B (3.08),B (3.01)
"Politis, Dimitris",MATH 181E - Mathemat Statistic-Time Series (A),WI15,12,8,100.00%,100.00%,9.93,A (4.00),N/A
"Bradic, Jelena",MATH 183 - Statistical Methods (A),WI15,281,123,88.30%,93.30%,5.08,B+ (3.64),B (3.00)
"Tesler, Glenn",MATH 186 - Probablty Stats/Bioinformatics (B),WI15,82,39,89.70%,87.20%,5.92,B+ (3.46),B- (2.87)
"Bradic, Jelena",MATH 189 - Data Analysis and Inference (B),WI15,48,28,87.50%,95.80%,7.95,A- (3.86),B+ (3.61)
"Bowers, Adam R.",MATH 194 - The Mathematics of Finance (A),WI15,104,79,91.10%,97.50%,6.63,B+ (3.53),C+ (2.47)
"Bacellar Dos Santo, Jorge",MATH 20A - Calculus/Science & Engineering (A),WI15,59,27,88.00%,48.00%,6.08,B- (2.88),C+ (2.36)
"Wang, Xingting",MATH 20A - Calculus/Science & Engineering (B),WI15,184,84,93.80%,86.30%,6.24,B (3.20),B+ (3.45)
"Bryan, Paul Anthony",MATH 20B - Calculus/Science & Engineering (A),WI15,168,69,88.90%,66.70%,6.34,B (3.26),C+ (2.66)
"Allen, Grant",MATH 20B - Calculus/Science & Engineering (B),WI15,213,96,92.20%,60.00%,6.72,B+ (3.30),C+ (2.52)
"Bowers, Adam R.",MATH 20B - Calculus/Science & Engineering (C),WI15,384,183,88.50%,97.70%,6.73,B- (2.94),C (2.23)
"Banaszak, Grzegorz Marian",MATH 20B - Calculus/Science & Engineering (D),WI15,121,53,88.50%,44.20%,6.38,B (3.24),C+ (2.38)
"Eggers, John Dietrich",MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A),WI15,369,185,91.20%,91.70%,6.16,B (3.28),B- (2.90)
"Oliver, Jesus R",MATH 20C - Calculus&Analyt Geom/Sci&Engnr (B),WI15,271,134,96.10%,96.10%,6.52,B+ (3.44),B- (2.92)
"Banaszak, Grzegorz Marian",MATH 20C - Calculus&Analyt Geom/Sci&Engnr (C),WI15,202,101,86.30%,61.10%,4.65,B+ (3.44),B (3.13)
"Wang, Xingting",MATH 20C - Calculus&Analyt Geom/Sci&Engnr (D),WI15,303,167,93.20%,92.60%,5.34,A- (3.79),B+ (3.67)
"Oliver, Jesus R",MATH 20D - Intro/Differential Equations (A),WI15,356,175,97.00%,97.00%,6.73,B+ (3.52),B- (2.97)
"Martirosyan, Lilit",MATH 20D - Intro/Differential Equations (B),WI15,257,123,91.80%,43.40%,5.69,B+ (3.61),C+ (2.68)
"Behzadan, Ali",MATH 20E - Vector Calculus (A),WI15,196,93,93.30%,98.90%,6.27,A- (3.73),B+ (3.64)
"Wang, Jie",MATH 20E - Vector Calculus (B),WI15,228,81,75.60%,59.00%,6.58,B+ (3.41),B+ (3.48)
"Martirosyan, Lilit",MATH 20E - Vector Calculus (C),WI15,159,46,72.10%,32.60%,6.73,B+ (3.37),B- (2.80)
"Peng, Xing",MATH 20F - Linear Algebra (A),WI15,343,242,87.90%,59.20%,6.15,B+ (3.51),B- (2.72)
"Eggers, John Dietrich",MATH 20F - Linear Algebra (B),WI15,393,150,67.80%,81.10%,7.11,B- (2.99),C+ (2.43)
"Sorensen, Claus M",MATH 20F - Linear Algebra (C),WI15,303,153,89.20%,63.50%,6.09,B (3.28),B- (2.90)
"Rabin, Jeffrey Mark",MATH 31BH - Honors Multivariable Calculus (A),WI15,29,19,94.70%,100.00%,7.66,B+ (3.61),B (3.21)
"Elle, Susan Michelle",MATH 3C - Precalculus (A),WI15,79,32,84.40%,78.10%,5.53,C+ (2.61),C (2.14)
"Wen, Jiayi",MATH 4C - Pre-calculus for Sci & Engn (A),WI15,45,19,78.90%,73.70%,5.76,B- (2.88),B- (2.82)
"Bunch, James R.",MATH 87 - Freshman Seminar (A),WI15,20,15,100.00%,100.00%,0.5,A (4.00),N/A
"Harel, Guershon",MATH 87 - Freshman Seminar (B),WI15,12,7,85.70%,85.70%,0.79,A (4.00),N/A
"Haff, Leonard R.",MATH 87 - Freshman Seminar (C),WI15,17,14,92.30%,100.00%,1.33,A (4.00),N/A
"Harel, Guershon",MATH 95 - Introduction to Teaching Math (A),WI15,13,6,83.30%,83.30%,1.5,A- (3.80),N/A
"Salehi Golsefidy, Alireza",MATH 100A - Abstract Algebra I (A),FA14,58,30,85.70%,89.30%,9.43,B+ (3.32),C+ (2.65)
"Eggers, John Dietrich",MATH 102 - Applied Linear Algebra (A),FA14,113,43,73.00%,70.30%,9.06,B (3.26),B- (2.82)
"Sorensen, Claus M",MATH 103A - Modern Algebra I (A),FA14,49,24,85.70%,95.20%,6.31,B (3.10),B- (2.89)
"Oprea, Dragos N.",MATH 104A - Number Theory I (A),FA14,42,17,82.40%,100.00%,7.79,B (3.27),B (3.01)
"Pelayo, Alvaro",MATH 109 - Mathematical Reasoning (A),FA14,83,43,89.70%,79.50%,5.61,B (3.19),B- (2.93)
"Rabin, Jeffrey Mark",MATH 109 - Mathematical Reasoning (B),FA14,86,39,86.50%,94.60%,6.56,B+ (3.38),C+ (2.52)
"Zhou, Shenggao",MATH 10A - Calculus I (A),FA14,119,55,94.20%,80.80%,6.19,B+ (3.40),B- (2.83)
"Eggers, John Dietrich",MATH 10A - Calculus I (B),FA14,292,126,86.80%,83.30%,5.24,B (3.07),B- (2.70)
"Aisenberg, James Maxwell",MATH 10A - Calculus I (C),FA14,126,55,82.40%,62.70%,6.03,B (3.17),B- (2.81)
"Stevens, Laura Jeanne",MATH 10B - Calculus II (A),FA14,340,171,96.80%,98.70%,5.75,B+ (3.46),B- (2.82)
"Banaszak, Grzegorz Marian",MATH 10B - Calculus II (B),FA14,153,68,82.50%,31.60%,5.27,B+ (3.38),B+ (3.42)
"Cheng, Hsiao-Bing",MATH 10C - Calculus III (A),FA14,199,95,68.10%,48.40%,7.06,B- (2.96),C+ (2.59)
"Cheng, Hsiao-Bing",MATH 10C - Calculus III (B),FA14,341,128,80.20%,69.80%,6.78,B- (2.97),C+ (2.59)
"Wenzl, Hans G",MATH 110A - Intro/Partial Differ Equations (A),FA14,45,20,66.70%,72.20%,5.91,B (3.19),B- (2.96)
"Meyer, David A.",MATH 111A - Mathematical Modeling I (A),FA14,24,12,100.00%,100.00%,5.17,B+ (3.50),A- (3.71)
"Agler, Jim",MATH 120A - Elements of Complex Analysis (A),FA14,26,12,91.70%,91.70%,6.17,B+ (3.42),B- (2.76)
"Oprea, Dragos N.",MATH 140A - Foundations of Real Analysis I (A),FA14,41,20,84.20%,73.70%,10.74,B (3.13),B- (2.83)
"Bryan, Paul Anthony",MATH 142A - Introduction to Analysis I (A),FA14,72,24,63.60%,77.30%,7.45,B (3.23),B- (2.77)
"Rabin, Jeffrey Mark",MATH 150A - Differential Geometry (A),FA14,23,13,92.30%,100.00%,7.73,B+ (3.45),B- (2.79)
"Nie, Jiawang",MATH 170A - Intro Numerical Analys/Linear (A),FA14,133,54,79.20%,72.90%,7.48,B+ (3.45),B- (2.83)
"Holst, Michael J",MATH 174 - Numericl Methods/Physcl Modlng (A),FA14,22,19,83.30%,83.30%,6.5,B (3.12),A- (3.81)
"Schweinsberg, Jason",MATH 180A - Introduction to Probability (A),FA14,150,71,100.00%,100.00%,8.05,B+ (3.44),B (3.06)
"Tesler, Glenn",MATH 184A - Combinatorics (A),FA14,67,31,96.70%,86.70%,7.04,B (3.27),B- (2.84)
"Rhoades, Brendon Patrick",MATH 190 - Introduction to Topology (A),FA14,17,13,75.00%,83.30%,9.77,B (3.00),N/A
"Wang, Jie",MATH 20A - Calculus/Science & Engineering (A),FA14,144,69,95.20%,83.90%,6.08,B+ (3.61),B- (2.85)
"Bowers, Adam R.",MATH 20A - Calculus/Science & Engineering (B),FA14,397,211,97.90%,99.50%,6.19,B+ (3.64),B (3.17)
"Bryan, Paul Anthony",MATH 20A - Calculus/Science & Engineering (C),FA14,186,83,93.30%,74.70%,4.81,B+ (3.65),B (3.17)
"Wang, Xingting",MATH 20A - Calculus/Science & Engineering (D),FA14,138,74,92.60%,70.60%,5.27,B+ (3.62),B- (2.86)
"Wen, Jiayi",MATH 20B - Calculus/Science & Engineering (A),FA14,176,87,97.30%,72.00%,6.18,B+ (3.53),B (3.05)
"Izadi, Elham",MATH 20B - Calculus/Science & Engineering (B),FA14,205,108,81.60%,43.90%,7.19,B (3.07),C+ (2.41)
"Stevens, Laura Jeanne",MATH 20B - Calculus/Science & Engineering (C),FA14,274,134,96.10%,100.00%,6.5,B+ (3.40),B- (2.70)
"Li, Xiaolong",MATH 20B - Calculus/Science & Engineering (D),FA14,222,121,83.30%,44.70%,6.62,B (3.25),B (3.22)
"Sun, Hui",MATH 20B - Calculus/Science & Engineering (E),FA14,215,107,94.10%,81.40%,6.3,B+ (3.56),B (3.10)
"Bucur, Alina Ioana",MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A),FA14,309,180,85.90%,45.90%,6.42,B+ (3.32),C+ (2.54)
"Wang, Jie",MATH 20C - Calculus&Analyt Geom/Sci&Engnr (B),FA14,397,246,93.60%,72.80%,5.32,B+ (3.69),B (3.26)
"Bowers, Adam R.",MATH 20C - Calculus&Analyt Geom/Sci&Engnr (C),FA14,413,321,94.40%,98.00%,7.4,B+ (3.46),B+ (3.40)
"Salehi Golsefidy, Alireza",MATH 20C - Calculus&Analyt Geom/Sci&Engnr (D),FA14,420,391,91.20%,95.10%,5.73,B+ (3.52),B- (2.85)
"Wang, Xingting",MATH 20C - Calculus&Analyt Geom/Sci&Engnr (E),FA14,323,209,94.10%,86.20%,4.92,A- (3.80),B+ (3.52)
"Peng, Xing",MATH 20D - Intro/Differential Equations (A),FA14,177,75,90.80%,67.70%,6.16,B+ (3.52),B- (2.87)
"Bejenaru, Ioan",MATH 20D - Intro/Differential Equations (B),FA14,283,118,86.20%,84.40%,7.04,B (3.26),B- (2.71)
"Oliver, Jesus R",MATH 20D - Intro/Differential Equations (C),FA14,196,83,93.70%,98.70%,6.32,B+ (3.68),B (3.02)
"Oliver, Jesus R",MATH 20D - Intro/Differential Equations (D),FA14,191,72,87.50%,91.70%,6.85,B+ (3.65),B (3.02)
"Roberts, Justin Deritter",MATH 20E - Vector Calculus (A),FA14,280,107,74.20%,67.00%,7.24,B (3.30),B (3.03)
"Kemp, Todd Aahron",MATH 20E - Vector Calculus (B),FA14,271,157,90.80%,96.70%,8.24,B+ (3.44),B- (2.87)
"Lu, Shaoying",MATH 20F - Linear Algebra (A),FA14,357,130,82.30%,45.20%,5.73,B+ (3.35),B- (2.91)
"McKernan, James",MATH 20F - Linear Algebra (B),FA14,277,99,82.40%,59.30%,5.81,B+ (3.32),B (3.06)
"Banaszak, Grzegorz Marian",MATH 20F - Linear Algebra (C),FA14,188,78,69.90%,23.30%,6.47,B (3.10),B- (2.76)
"Ioana, Adrian",MATH 31AH - Honors Linear Algebra (A),FA14,67,43,76.30%,86.80%,8.55,B+ (3.38),B- (2.77)
"Bach, Quang Tran",MATH 3C - Precalculus (A),FA14,116,55,94.20%,96.20%,4.77,B (3.17),B- (2.80)
"Semko, Jeremy Sean",MATH 3C - Precalculus (B),FA14,139,62,83.10%,79.70%,5.16,B- (2.74),C+ (2.33)
"Kim, Yeon Kyung",MATH 4C - Pre-calculus for Sci & Engn (A),FA14,128,64,82.10%,76.80%,5.22,B+ (3.42),C+ (2.51)
"Bunch, James R.",MATH 87 - Freshman Seminar (A),FA14,15,12,100.00%,100.00%,0.5,A (4.00),N/A
"Stevens, Laura Jeanne",MATH 87 - Freshman Seminar (B),FA14,19,14,100.00%,100.00%,0.81,A (4.00),N/A
"Rideout, David Porter",MATH 102 - Applied Linear Algebra (A),S214,45,9,66.70%,66.70%,11.17,B+ (3.56),B- (2.90)
"Li, Xiaolong",MATH 10B - Calculus II (A),S214,44,7,85.70%,42.90%,8.79,C+ (2.67),B- (2.84)
"Leven, Emily Lynn",MATH 10C - Calculus III (A),S214,108,36,81.30%,93.80%,6.31,B+ (3.48),B+ (3.33)
"Sun, Hui",MATH 110A - Intro/Partial Differ Equations (A),S214,31,11,100.00%,100.00%,8.1,B+ (3.50),B (3.06)
"Eggers, John Dietrich",MATH 142B - Introduction to Analysis II (A),S214,49,10,88.90%,100.00%,9.17,B+ (3.33),C+ (2.63)
"Rotar, Vladimir",MATH 193B - Actuarial Mathematics II (A),S214,24,7,100.00%,85.70%,9.07,B+ (3.43),B+ (3.67)
"Rotar, Vladimir",MATH 20B - Calculus/Science & Engineering (A),S214,58,16,81.30%,81.30%,9.88,B (3.13),C+ (2.66)
"Bryan, Paul Anthony",MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A),S214,94,17,100.00%,66.70%,9.36,B (3.08),C+ (2.69)
"Bryan, Paul Anthony",MATH 20D - Intro/Differential Equations (A),S214,72,15,100.00%,53.30%,8.5,B+ (3.57),B (3.10)
"Eggers, John Dietrich",MATH 20E - Vector Calculus (A),S214,151,32,71.00%,93.50%,10.05,B (3.19),C+ (2.69)
"Bach, Quang Tran",MATH 20F - Linear Algebra (A),S214,136,35,84.40%,62.50%,8.36,B+ (3.55),B- (2.78)
"Oliver, Jesus R",MATH 3C - Precalculus (A),S214,19,9,100.00%,100.00%,9.61,B (3.00),N/A
"Stevens, Laura Jeanne",MATH 109 - Mathematical Reasoning (A),S114,48,24,100.00%,100.00%,8.25,B+ (3.54),B- (2.77)
"Oliver, Jesus R",MATH 10A - Calculus I (A),S114,45,13,69.20%,100.00%,7.67,B (3.18),C+ (2.66)
"Kim, Yeon Kyung",MATH 10B - Calculus II (A),S114,48,7,57.10%,71.40%,7.36,C+ (2.43),C+ (2.61)
"Fitzgerald, Carl H.",MATH 120A - Elements of Complex Analysis (A),S114,22,3,100.00%,0.00%,10.5,B+ (3.67),B- (2.88)
"Verstraete, Jacques Allan",MATH 142A - Introduction to Analysis I (A),S114,72,12,100.00%,100.00%,11.1,A- (3.70),B+ (3.35)
"Haff, Leonard R.",MATH 168A - Topics/Applied Math-Comp Sci (A),S114,47,15,100.00%,100.00%,7.58,B+ (3.54),B+ (3.33)
"Rotar, Vladimir",MATH 193A - Actuarial Mathematics I (A),S114,51,9,100.00%,88.90%,8.06,B+ (3.33),B+ (3.50)
"Chow, Bennett",MATH 20A - Calculus/Science & Engineering (A),S114,37,6,100.00%,60.00%,8.9,A- (3.80),C+ (2.68)
"Rotar, Vladimir",MATH 20B - Calculus/Science & Engineering (A),S114,71,12,100.00%,80.00%,7.9,B+ (3.44),B (3.08)
"Chow, Bennett",MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A),S114,136,21,62.50%,93.80%,7,B (3.00),B- (2.74)
"Zhou, Shenggao",MATH 20D - Intro/Differential Equations (A),S114,122,26,92.30%,76.90%,6.66,B+ (3.65),B (3.14)
"Bryan, Paul Anthony",MATH 20E - Vector Calculus (A),S114,62,16,73.30%,66.70%,8.23,B+ (3.40),B- (2.95)
"Harel, Guershon",MATH 20F - Linear Algebra (A),S114,163,55,92.50%,84.90%,7.33,A- (3.80),B- (2.87)
"Popescu, Cristian D.",MATH 100C - Abstract Algebra III (A),SP14,13,6,100.00%,100.00%,10.1,B- (2.80),N/A
"Rogalski, Daniel",MATH 103B - Modern Algebra II (A),SP14,18,5,80.00%,80.00%,6.5,B (3.00),N/A
"Sorensen, Claus M",MATH 104A - Number Theory I (A),SP14,41,21,90.50%,100.00%,7.3,B+ (3.35),B- (2.99)
"Agler, Jim",MATH 109 - Mathematical Reasoning (A),SP14,56,20,100.00%,94.40%,6.39,B (3.06),B (3.05)
"Rabin, Jeffrey Mark",MATH 109 - Mathematical Reasoning (B),SP14,75,34,93.90%,100.00%,6.63,B+ (3.45),C+ (2.38)
"Wong, Wiseley A",MATH 10A - Calculus I (A),SP14,172,108,73.70%,63.60%,5.91,C+ (2.49),C- (1.91)
"Wilson, Andrew Timothy",MATH 10B - Calculus II (A),SP14,176,69,87.90%,86.40%,6.26,B- (2.82),C+ (2.52)
"Meier, Caleb A",MATH 10B - Calculus II (B),SP14,165,62,81.40%,84.70%,6.57,B (3.02),C+ (2.66)
"Bowers, Adam R.",MATH 10C - Calculus III (A),SP14,189,85,84.50%,98.80%,5.9,B (3.21),B- (2.98)
"Eggers, John Dietrich",MATH 10C - Calculus III (B),SP14,261,94,82.60%,71.70%,5.77,B (3.15),B- (2.79)
"Wong, Wiseley A",MATH 10C - Calculus III (C),SP14,124,48,72.30%,63.80%,6.11,B (3.12),B- (2.93)
"Schweinsberg, Jason",MATH 11 - Calculus-Based Prob & Stats (A),SP14,206,91,83.10%,94.40%,8.95,B+ (3.37),B- (2.92)
"Ni, Lei",MATH 110B - Partial Diff Equa&Integral Equ (A),SP14,17,7,85.70%,71.40%,8.17,B+ (3.67),N/A
"Wenzl, Hans G",MATH 120B - Applied Complex Analysis (A),SP14,9,4,75.00%,75.00%,6.5,B+ (3.33),N/A
"Stevens, Laura Jeanne",MATH 121B - Found of Teachg/Learng Math II (A),SP14,21,18,94.40%,100.00%,5.17,B (3.06),B (3.00)
"Evans, Ronald J.",MATH 140B - Foundations/Real Analysis II (A),SP14,17,8,100.00%,100.00%,9.07,B+ (3.43),N/A
"Ioana, Adrian",MATH 140C - Foundations/Real Analysis III (B),SP14,13,5,100.00%,100.00%,7.3,B- (2.80),N/A
"Rogalski, Daniel",MATH 142B - Introduction to Analysis II (A),SP14,105,42,85.70%,92.90%,7.25,B+ (3.31),B (3.08)
"Harel, Guershon",MATH 153 - Geometry for Secondary Teacher (A),SP14,24,11,90.90%,54.50%,5.41,B (3.27),C+ (2.38)
"Verstraete, Jacques Allan",MATH 154 - Discrete Math & Graph Theory (A),SP14,78,38,97.30%,97.30%,7.39,B+ (3.57),B+ (3.41)
"Fitzgerald, Carl H.",MATH 163 - History of Mathematics (A),SP14,84,26,50.00%,15.40%,4.42,B+ (3.32),B- (2.72)
"Holst, Michael J",MATH 170B - Intro/Numerical Analy/Approxim (A),SP14,36,28,85.70%,92.90%,6.79,B+ (3.46),B+ (3.53)
"Leok, Melvin",MATH 170C - Intro Numerical Analy/Ord Diff (A),SP14,12,7,71.40%,85.70%,6.83,B- (2.71),N/A
"Nie, Jiawang",MATH 171B - Intro Num Optimiz/Nonlinear (A),SP14,46,24,100.00%,100.00%,5.89,A- (3.71),B (3.05)
"Cheng, Li-Tien",MATH 179 - Proj in Computational/App Math (A),SP14,7,5,100.00%,100.00%,6.9,B+ (3.50),N/A
"Schweinsberg, Jason",MATH 180C - Intro/Stochastic Processes II (A),SP14,101,53,96.20%,96.20%,9.35,B+ (3.48),B (3.09)
"Bradic, Jelena",MATH 181B - Intro/Math Statistics II (A),SP14,34,16,87.50%,62.50%,8.38,B+ (3.50),B- (2.88)
"Arias-Castro, Ery",MATH 185 - Intro to Computational Stats (A),SP14,29,15,100.00%,83.30%,6.67,B+ (3.58),B+ (3.43)
"Garsia, Adriano M.",MATH 187 - Introduction to Cryptography (A),SP14,143,55,94.10%,74.50%,4.14,B+ (3.66),B+ (3.57)
"Roberts, Justin Deritter",MATH 190 - Introduction to Topology (A),SP14,28,12,91.70%,91.70%,8.33,B+ (3.60),B- (2.98)
"Bowers, Adam R.",MATH 20A - Calculus/Science & Engineering (A),SP14,143,51,83.30%,93.80%,6.21,B (3.00),C+ (2.32)
"Gaddis, Jason",MATH 20B - Calculus/Science & Engineering (A),SP14,188,70,89.60%,80.60%,6.16,B- (2.98),C (2.27)
"Kemp, Todd Aahron",MATH 20B - Calculus/Science & Engineering (B),SP14,185,72,82.40%,92.60%,6.68,B (3.17),C+ (2.43)
"Conant, James R",MATH 20C - Calculus&Analyt Geom/Sci&Engnr (B),SP14,330,111,92.70%,98.20%,5.83,B+ (3.56),B- (2.91)
"Pelletier, Bruno",MATH 20C - Calculus&Analyt Geom/Sci&Engnr (C),SP14,384,136,86.30%,32.80%,5.97,B (3.29),B- (2.73)
"Sun, Hui",MATH 20C - Calculus&Analyt Geom/Sci&Engnr (D),SP14,224,87,96.40%,86.90%,5.54,B+ (3.62),B- (2.81)
"Stevens, Laura Jeanne",MATH 20D - Intro/Differential Equations (A),SP14,309,139,96.90%,99.20%,6.47,B+ (3.48),B- (2.76)
"Eggers, John Dietrich",MATH 20D - Intro/Differential Equations (B),SP14,320,109,71.00%,74.80%,6.24,B+ (3.35),C+ (2.62)
"Gaddis, Jason",MATH 20E - Vector Calculus (A),SP14,274,89,89.00%,84.10%,6.35,B+ (3.53),B- (2.71)
"Pelletier, Bruno",MATH 20E - Vector Calculus (B),SP14,203,58,71.90%,63.20%,6.75,B+ (3.45),B- (2.70)
"Behzadan, Ali",MATH 20F - Linear Algebra (A),SP14,305,121,94.10%,94.90%,6.01,B+ (3.60),B (3.14)
"Rabin, Jeffrey Mark",MATH 20F - Linear Algebra (B),SP14,322,101,84.80%,91.90%,5.9,B+ (3.36),C+ (2.59)
"Harel, Guershon",MATH 20F - Linear Algebra (C),SP14,176,58,88.20%,60.80%,5.52,B+ (3.43),C+ (2.62)
"Oprea, Dragos N.",MATH 31CH - Honors Vector Calculus (A),SP14,27,10,100.00%,100.00%,9.7,A- (3.80),B+ (3.51)
"Bunch, James R.",MATH 87 - Freshman Seminar (A),SP14,17,14,100.00%,100.00%,0.5,N/A,N/A
"Haff, Leonard R.",MATH 87 - Freshman Seminar (B),SP14,18,9,100.00%,100.00%,0.5,A (4.00),N/A
"Stevens, Laura Jeanne",MATH 95 - Introduction to Teaching Math (A),SP14,24,13,100.00%,100.00%,1.58,A (4.00),A- (3.96)
"Izadi, Elham",MATH 100B - Abstract Algebra II (A),WI14,19,10,100.00%,100.00%,10.25,B (3.00),B- (2.93)
"Harel, Guershon",MATH 102 - Applied Linear Algebra (A),WI14,69,23,95.50%,86.40%,6.21,B+ (3.55),C (2.29)
"Rhoades, Brendon Patrick",MATH 103A - Modern Algebra I (A),WI14,43,25,79.20%,87.50%,7.36,B (3.00),B- (2.84)
"Martirosyan, Lilit",MATH 103B - Modern Algebra II (A),WI14,17,8,100.00%,57.10%,7.3,B- (2.80),B (3.12)
"Kedlaya, Kiran S.",MATH 104B - Number Theory II (A),WI14,10,4,75.00%,25.00%,7,A (4.00),B+ (3.57)
"Minnes Kemp, Mor Mia",MATH 109 - Mathematical Reasoning (A),WI14,89,43,86.00%,95.30%,8.36,B (3.13),B- (2.77)
"Rhoades, Brendon Patrick",MATH 109 - Mathematical Reasoning (B),WI14,72,42,85.40%,97.60%,6.4,B+ (3.47),B- (2.91)
"Gaddis, Jason",MATH 10A - Calculus I (A),WI14,196,137,92.90%,85.80%,5.44,B- (2.83),C (2.08)
"Oliver, Jesus R",MATH 10A - Calculus I (B),WI14,173,109,92.40%,89.50%,5.24,B (3.18),B- (2.87)
"Bowers, Adam R.",MATH 10B - Calculus II (A),WI14,342,174,92.30%,98.20%,5.77,B (3.20),C+ (2.63)
"Bryan, Paul Anthony",MATH 10B - Calculus II (B),WI14,142,65,77.80%,31.70%,5.47,B (3.00),C+ (2.62)
"Zhao, Yanxiang",MATH 10B - Calculus II (C),WI14,205,94,75.60%,57.80%,5.58,B (3.21),C+ (2.63)
"Wong, Wiseley A",MATH 10C - Calculus III (A),WI14,270,142,88.60%,82.10%,5.74,B (3.26),C+ (2.39)
"Briggs, Christopher Alan",MATH 10C - Calculus III (B),WI14,205,99,74.70%,68.40%,5.48,B (3.06),C+ (2.55)
"Li, Bo",MATH 110A - Intro/Partial Differ Equations (A),WI14,48,18,82.40%,76.50%,8.04,B+ (3.44),B+ (3.34)
"Meyer, David A.",MATH 111B - Mathematical Modeling II (A),WI14,7,5,100.00%,100.00%,5.3,A (4.00),N/A
"Wulbert, Daniel E.",MATH 120A - Elements of Complex Analysis (A),WI14,35,16,75.00%,81.30%,5.38,B+ (3.56),C+ (2.65)
"Helton, John W.",MATH 120B - Applied Complex Analysis (A),WI14,6,2,100.00%,50.00%,4.5,N/A,N/A
"Stevens, Laura Jeanne",MATH 121A - Found of Teachg/Learng Math I (A),WI14,26,25,100.00%,100.00%,5.94,B+ (3.54),B (3.19)
"Kemp, Todd Aahron",MATH 140A - Foundations of Real Analysis I (B),WI14,30,14,100.00%,100.00%,10.5,B+ (3.30),B- (2.81)
"Ioana, Adrian",MATH 140B - Foundations/Real Analysis II (A),WI14,25,12,100.00%,100.00%,8.72,A- (3.75),C+ (2.42)
"Rogalski, Daniel",MATH 142A - Introduction to Analysis I (A),WI14,105,39,84.20%,84.20%,7.26,B (3.14),B- (2.96)
"Bejenaru, Ioan",MATH 142B - Introduction to Analysis II (A),WI14,28,13,100.00%,91.70%,8.33,B (3.27),B- (2.87)
"Garsia, Adriano M.",MATH 155A - Geometric Computer Graphics (A),WI14,11,5,60.00%,60.00%,4.5,A- (3.80),A- (3.85)
"Lovett, Shachar",MATH 15A - Intro/Discrete Mathematics (A),WI14,221,113,76.60%,43.00%,5.13,B+ (3.46),B- (2.87)
"Cheng, Li-Tien",MATH 170A - Intro Numerical Analys/Linear (A),WI14,58,20,80.00%,85.00%,7.34,B+ (3.33),C+ (2.45)
"Leok, Melvin",MATH 170B - Intro/Numerical Analy/Approxim (A),WI14,19,7,85.70%,100.00%,7.64,B (3.29),B+ (3.31)
"Nie, Jiawang",MATH 171A - Intro Num Optimiz/Linear Prog (A),WI14,69,28,92.30%,92.30%,5.78,A- (3.79),B+ (3.30)
"Bank, Randolph E",No CAPEs submitted,WI14,1,0,N/A,N/A,N/A,N/A,N/A
"Puha, Amber Lynn",MATH 180A - Introduction to Probability (A),WI14,65,33,81.30%,56.30%,7.38,B (3.03),C+ (2.41)
"Schweinsberg, Jason",MATH 180B - Intro/Stochastic Processes I (A),WI14,108,58,96.40%,100.00%,9.63,B+ (3.56),B (3.07)
"Xu, Ronghui",MATH 181A - Intro/Math Statistics I (A),WI14,57,23,73.90%,73.90%,7.02,B- (2.96),B- (2.77)
"Pelletier, Bruno",MATH 181A - Intro/Math Statistics I (B),WI14,52,19,88.20%,70.60%,9,A- (3.71),B (3.04)
"Arias-Castro, Ery",MATH 181C - Math Statistics-Nonparametric (A),WI14,10,5,75.00%,75.00%,5,B+ (3.67),A- (3.87)
"Bowers, Adam R.",MATH 183 - Statistical Methods (A),WI14,297,237,81.10%,97.00%,6.36,B (3.07),B (3.01)
"Tesler, Glenn",MATH 186 - Probablty Stats/Bioinformatics (B),WI14,53,22,90.90%,77.30%,5.93,B+ (3.50),B- (2.89)
"Puha, Amber Lynn",MATH 194 - The Mathematics of Finance (A),WI14,60,20,63.20%,57.90%,6.61,B+ (3.44),C+ (2.67)
"Gaddis, Jason",MATH 20A - Calculus/Science & Engineering (A),WI14,192,85,81.90%,57.80%,6.55,B- (2.80),C- (1.87)
