Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (A),S212,24,1,N/A,N/A,N/A,N/A,B (3.13)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (B),S212,14,1,100.00%,0.00%,6.5,B (3.00),B (3.13)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (C),S212,7,4,75.00%,66.70%,4,A- (3.75),B (3.13)
"Conger, Casey J",PHYS 1B - Electricity and Magnetism (A),S212,54,12,66.70%,25.00%,9,B (3.00),B- (2.81)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (A),S212,17,3,100.00%,100.00%,3.83,B+ (3.33),N/A
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (B),S212,15,2,100.00%,100.00%,3.5,A (4.00),N/A
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (C),S212,13,2,100.00%,100.00%,7.5,B (3.00),N/A
"Agarwal, Prarit","PHYS 1C - Waves, Optics & Modern Physics (A)",S212,79,18,77.80%,76.50%,8.06,B+ (3.47),B+ (3.32)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (A)",S212,25,5,60.00%,100.00%,6.5,B+ (3.60),B+ (3.39)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (B)",S212,24,7,85.70%,100.00%,6.21,A- (3.71),B+ (3.39)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (C)",S212,23,3,66.70%,33.30%,6.5,B+ (3.67),B+ (3.39)
"Uttayarat, Patipan",PHYS 2B - Phys-Electricity and Magnetism (A),S212,81,25,72.00%,52.00%,12.74,B- (2.75),B (3.03)
"Stone, David Curtis","PHYS 2C - Physics-Flu,Wav,Thrmdyn,Optics (A)",S212,86,20,80.00%,80.00%,10.6,B (3.21),B- (2.78)
"Anderson, Michael G.","PHYS 2CL - Phys Lab-Elec,Magnetsm,Wav,Opt (A)",S212,89,26,30.80%,57.70%,13.38,B (3.04),B- (2.96)
"Murphy, Christopher W",PHYS 2D - Phys-Relativity&Quantm Physics (A),S212,154,58,61.40%,21.10%,10.26,B- (2.85),B- (2.93)
"Diamond-Stanic, Aleksandar",PHYS 1A - Mechanics (A),S112,66,29,86.20%,96.60%,10.22,B+ (3.34),B (3.19)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (A),S112,17,10,70.00%,90.00%,6.94,B+ (3.50),B+ (3.41)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (B),S112,14,3,100.00%,100.00%,5.17,B+ (3.67),B+ (3.41)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (C),S112,17,6,83.30%,83.30%,4.5,B (3.17),B+ (3.41)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (D),S112,9,4,100.00%,100.00%,8.5,A- (3.75),B+ (3.41)
"Agarwal, Prarit",PHYS 1B - Electricity and Magnetism (A),S112,58,14,85.70%,64.30%,7.93,B+ (3.36),B (3.16)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (A),S112,21,5,100.00%,60.00%,6.9,A- (3.80),B (3.23)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (B),S112,18,4,75.00%,75.00%,9.5,B+ (3.50),B (3.23)
"Aslanyan, Grigor","PHYS 1C - Waves, Optics & Modern Physics (A)",S112,48,14,78.60%,92.90%,9.64,B- (2.92),B- (2.72)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (A)",S112,12,6,83.30%,100.00%,7.5,B+ (3.50),N/A
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (B)",S112,11,1,100.00%,100.00%,6.5,A (4.00),N/A
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (C)",S112,17,3,66.70%,66.70%,4.5,B+ (3.67),N/A
"Uttayarat, Patipan",PHYS 2A - Physics-Mechanics (A),S112,77,18,27.80%,33.30%,10.39,C+ (2.59),C+ (2.41)
"Stergiou, Andreas",PHYS 2B - Phys-Electricity and Magnetism (A),S112,99,26,92.30%,69.20%,7.73,B (3.16),C+ (2.49)
"Austrum, Tera Lyn",PHYS 2BL - Phys Lab-Mechanics&Electrostat (A),S112,64,24,87.50%,87.50%,10.15,A- (3.75),B (3.01)
"Conger, Casey J","PHYS 2C - Physics-Flu,Wav,Thrmdyn,Optics (A)",S112,69,30,90.00%,80.00%,8.36,B+ (3.37),B- (2.78)
"Shpyrko, Oleg",PHYS 100C - Electromagnetism (A),SP12,32,12,100.00%,90.90%,5.05,B+ (3.50),B+ (3.37)
"Driscoll, Charles F.",PHYS 120A - Physical Measurements (A),SP12,41,18,94.10%,100.00%,12.39,B+ (3.50),B+ (3.51)
"Branson, James G",PHYS 130A - Quantum Physics I (A),SP12,56,23,87.00%,69.60%,9.02,B (3.09),B- (2.86)
"Maple, M. Brian",PHYS 133 - Condensed Matter/Material Sci (A),SP12,7,2,50.00%,100.00%,9.5,B+ (3.50),N/A
"Intriligator, Kenneth Arthur",PHYS 137 - String Theory (A),SP12,11,5,100.00%,100.00%,5.7,B (3.00),N/A
"Kuti, Julius",PHYS 142 - Comp Phys II:PDE & Matrix Modl (A),SP12,5,4,100.00%,100.00%,7.5,A (4.00),N/A
"Manohar, Aneesh Vasant",PHYS 154 - Elementary Particle Physics (A),SP12,13,6,100.00%,83.30%,5.83,B+ (3.33),N/A
"Coil, Alison",PHYS 162 - Galaxies and Cosmology (A),SP12,28,12,91.70%,100.00%,7.33,B+ (3.33),B+ (3.35)
"Kleinfeld, David",PHYS 173 - Modern Physics Lab:Bio&Quantum (A),SP12,11,4,75.00%,50.00%,5,A- (3.75),N/A
"Kishimoto, Chad T.",PHYS 1A - Mechanics (A),SP12,197,97,77.30%,70.10%,7.81,B (3.16),B (3.01)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (01),SP12,24,9,77.80%,66.70%,3.61,B+ (3.67),B+ (3.34)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (02),SP12,20,10,100.00%,90.00%,4.3,B+ (3.40),B+ (3.34)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (03),SP12,26,15,86.70%,86.70%,3.64,B+ (3.64),B+ (3.34)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (04),SP12,16,5,60.00%,80.00%,4.9,B (3.25),B+ (3.34)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (05),SP12,23,9,66.70%,66.70%,5.61,B+ (3.38),B+ (3.34)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (06),SP12,10,7,85.70%,71.40%,3.64,A- (3.71),B+ (3.34)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (07),SP12,12,6,83.30%,83.30%,5.17,B+ (3.67),B+ (3.34)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (08),SP12,11,6,83.30%,66.70%,3.7,B+ (3.60),B+ (3.34)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (09),SP12,17,6,83.30%,66.70%,3.5,B+ (3.33),B+ (3.34)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (10),SP12,15,9,100.00%,100.00%,6,A- (3.78),B+ (3.34)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (11),SP12,8,5,60.00%,60.00%,4.5,A- (3.75),B+ (3.34)
"Michelsen, Eric Leonard",PHYS 1B - Electricity and Magnetism (A),SP12,184,86,65.50%,66.30%,7.67,B (3.01),B- (2.85)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (01),SP12,8,2,0.00%,50.00%,3.5,B+ (3.50),B (3.29)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (02),SP12,20,9,55.60%,55.60%,3.39,B+ (3.50),B (3.29)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (03),SP12,21,9,44.40%,33.30%,3.61,B+ (3.50),B (3.29)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (04),SP12,16,9,71.40%,85.70%,4.79,B+ (3.67),B (3.29)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (05),SP12,25,13,92.30%,84.60%,5.58,B+ (3.46),B (3.29)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (06),SP12,23,5,40.00%,20.00%,6.9,C+ (2.40),B (3.29)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (07),SP12,21,9,77.80%,87.50%,3.17,B (3.22),B (3.29)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (08),SP12,11,8,62.50%,87.50%,4.5,A- (3.75),B (3.29)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (09),SP12,24,6,66.70%,66.70%,5.17,B+ (3.67),B (3.29)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (10),SP12,10,2,100.00%,100.00%,4.5,A (4.00),B (3.29)
"Smith, Douglas E","PHYS 1C - Waves, Optics & Modern Physics (A)",SP12,338,118,82.90%,82.80%,4.67,B+ (3.45),B (3.16)
"Smith, Douglas E","PHYS 1C - Waves, Optics & Modern Physics (B)",SP12,161,59,82.80%,79.30%,5.84,B+ (3.46),B (3.16)
"Hicks, J. Charles","PHYS 1C - Waves, Optics & Modern Physics (C)",SP12,119,50,70.00%,52.00%,5.62,B (3.19),C+ (2.70)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (01)",SP12,5,2,50.00%,50.00%,2.5,B (3.00),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (02)",SP12,3,1,100.00%,100.00%,2.5,A (4.00),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (03)",SP12,21,11,81.80%,80.00%,4.14,A- (3.73),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (04)",SP12,19,6,83.30%,66.70%,4.5,B+ (3.67),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (05)",SP12,23,7,71.40%,85.70%,2.21,A (4.00),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (06)",SP12,19,7,85.70%,100.00%,3.07,B (3.14),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (07)",SP12,19,6,50.00%,16.70%,2.83,B+ (3.67),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (08)",SP12,11,2,100.00%,100.00%,1.5,B+ (3.50),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (09)",SP12,19,9,55.60%,55.60%,3.83,B+ (3.67),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (11)",SP12,21,9,77.80%,88.90%,3.39,B+ (3.67),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (12)",SP12,24,12,91.70%,91.70%,2.17,A- (3.92),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (13)",SP12,26,11,90.90%,90.90%,3.05,A- (3.73),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (14)",SP12,26,6,20.00%,40.00%,2.17,B+ (3.50),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (15)",SP12,26,8,87.50%,100.00%,4.75,B+ (3.57),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (16)",SP12,22,10,90.00%,90.00%,4.3,B+ (3.50),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (17)",SP12,3,1,100.00%,100.00%,2.5,B (3.00),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (19)",SP12,23,8,85.70%,100.00%,4.21,A (4.00),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (20)",SP12,8,3,100.00%,66.70%,3.17,B+ (3.67),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (21)",SP12,17,7,85.70%,85.70%,2.79,A (4.00),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (22)",SP12,11,2,100.00%,100.00%,2.5,B+ (3.50),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (23)",SP12,24,10,50.00%,80.00%,4.1,B+ (3.50),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (24)",SP12,23,11,80.00%,100.00%,3.77,B+ (3.45),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (25)",SP12,26,13,76.90%,84.60%,3.73,B+ (3.58),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (26)",SP12,24,8,87.50%,87.50%,4.21,A- (3.75),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (27)",SP12,24,4,75.00%,75.00%,2,A (4.00),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (28)",SP12,10,2,100.00%,100.00%,3.5,A (4.00),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (29)",SP12,4,1,100.00%,100.00%,4.5,A (4.00),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (30)",SP12,3,1,0.00%,0.00%,2.5,B (3.00),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (31)",SP12,16,5,80.00%,100.00%,4.1,B+ (3.60),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (32)",SP12,4,1,0.00%,100.00%,2.5,B (3.00),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (33)",SP12,25,6,100.00%,80.00%,5.5,A- (3.83),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (34)",SP12,24,9,77.80%,77.80%,3.83,B (3.00),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (35)",SP12,25,6,83.30%,80.00%,4.17,B (3.00),B+ (3.45)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (36)",SP12,14,5,100.00%,100.00%,3.5,A (4.00),B+ (3.45)
"Dudko, Olga",PHYS 2A - Physics-Mechanics (A),SP12,325,127,83.20%,90.40%,8.23,B (3.08),B- (2.81)
"Anderson, Michael G.",PHYS 2B - Phys-Electricity and Magnetism (A),SP12,345,157,81.70%,90.30%,6.65,B (3.13),B- (2.84)
"Anderson, Michael G.",PHYS 2B - Phys-Electricity and Magnetism (B),SP12,352,152,82.00%,87.30%,7.41,B (3.09),B- (2.84)
"Paddock, Mark",PHYS 2BL - Phys Lab-Mechanics&Electrostat (A),SP12,234,119,72.00%,66.90%,6.64,B+ (3.42),B+ (3.37)
"Wuerthwein, Frank","PHYS 2C - Physics-Flu,Wav,Thrmdyn,Optics (A)",SP12,254,114,89.40%,90.20%,6.59,B+ (3.43),B (3.09)
"Shpyrko, Oleg","PHYS 2CL - Phys Lab-Elec,Magnetsm,Wav,Opt (A)",SP12,217,95,45.20%,91.50%,7.9,B (3.24),B (3.03)
"Sutterley, Christel Johanna",PHYS 2D - Phys-Relativity&Quantm Physics (A),SP12,288,135,82.80%,94.00%,6.74,B+ (3.39),B (3.30)
"Butov, Leonid",PHYS 2DL - Physics Lab-Modern Physics (A),SP12,48,13,92.30%,84.60%,7.58,B+ (3.62),B (3.18)
"Surko, Clifford M","PHYS 4B - Phys Majrs-Mech,Fluid,Wav,Heat (A)",SP12,19,7,100.00%,28.60%,5.64,B (3.17),N/A
"Hirsch, Jorge Eduardo",PHYS 4E - Physics Majors-Quantum Physics (A),SP12,32,7,100.00%,71.40%,12.21,B (3.29),B- (2.98)
"Tytler, David Robert",PHYS 5 - The Universe (A),SP12,15,2,100.00%,100.00%,10.5,A (4.00),N/A
"Coil, Alison",PHYS 87 - Freshman Seminar (A),SP12,14,9,100.00%,100.00%,1.61,A (4.00),N/A
"Burgasser, Adam Jonathan",PHYS 9 - The Solar System (A),SP12,64,24,91.70%,95.80%,5.42,B+ (3.47),B+ (3.52)
"Anderson, Michael G.",PHYS 10 - Concepts In Physics (A),WI12,187,81,87.70%,91.40%,4.77,B+ (3.53),B (3.21)
"Wu, Congjun",PHYS 100B - Electromagnetism (A),WI12,46,19,89.50%,47.40%,6.06,B (3.17),B (3.18)
"Dubin, Daniel Herschel",PHYS 105B - Mathematical&Computational Phy (A),WI12,18,8,100.00%,100.00%,13.5,B+ (3.43),B (3.07)
"Hicks, J. Charles",PHYS 110B - Mechanics (A),WI12,39,17,94.10%,52.90%,7.32,B (3.12),B- (2.80)
"Salmon, Richard L.",PHYS 111 - Introduction to Ocean Waves (A),WI12,8,6,100.00%,100.00%,6.83,B+ (3.50),N/A
"Salmon, Richard L.",PHYS 111 - Introduction to Ocean Waves (A),WI12,10,5,80.00%,100.00%,8.1,B (3.00),N/A
"Murphy, Thomas",PHYS 121 - Experimental Techniques (A),WI12,22,8,100.00%,100.00%,7.25,A- (3.75),B (3.25)
"Sham, Lu Jeu",PHYS 130C - Quantum Physics III (A),WI12,15,9,87.50%,55.60%,6.06,B+ (3.44),N/A
"Arovas, Daniel P",PHYS 140B - Statistical & Thermal Physics (A),WI12,18,8,100.00%,100.00%,9.5,A- (3.75),N/A
"Kuti, Julius",PHYS 141 - Comp Phys I:Prob Models & Simu (A),WI12,9,5,100.00%,75.00%,11,B+ (3.50),N/A
"Butov, Leonid",PHYS 152A - Condensed Matter Physics (A),WI12,10,6,100.00%,100.00%,4.83,B (3.17),N/A
"Wolfe, Arthur Michael",PHYS 161 - Black Holes & Milky Way Galaxy (A),WI12,15,7,71.40%,71.40%,6.21,B+ (3.33),N/A
"Hwa, Terence T.",PHYS 176 - Quantitative Molecular Biology (A),WI12,2,1,0.00%,0.00%,8.5,C (2.00),N/A
"Kleinfeld, David",PHYS 178 - Biophysics/Neurons & Networks (A),WI12,10,4,75.00%,66.70%,8.5,B+ (3.50),N/A
"Sutterley, Christel Johanna",PHYS 1A - Mechanics (A),WI12,186,78,78.20%,94.90%,5.96,B (3.22),B (3.06)
"Yagil, Avi",PHYS 1AL - Mechanics Laboratory (01),WI12,166,63,74.60%,75.80%,4.56,B+ (3.35),B+ (3.41)
"Levine, Herbert",PHYS 1B - Electricity and Magnetism (A),WI12,57,26,79.20%,68.00%,5.38,B+ (3.48),B (3.05)
"Groisman, Alexander",PHYS 1B - Electricity and Magnetism (B),WI12,295,125,64.00%,67.70%,5.68,B (3.24),B- (2.95)
"Wuerthwein, Frank",PHYS 1B - Electricity and Magnetism (C),WI12,296,140,81.20%,90.40%,5.87,B+ (3.32),B (3.23)
"Yagil, Avi",PHYS 1BL - Electricity & Magnetism Lab (01),WI12,618,275,73.20%,81.30%,3.64,B+ (3.58),B+ (3.36)
"Branson, James G","PHYS 1C - Waves, Optics & Modern Physics (A)",WI12,186,89,65.50%,49.40%,5.37,B+ (3.32),B- (2.90)
"Yagil, Avi","PHYS 1CL - Waves,Optics&Modrn Phys Lab (01)",WI12,175,72,73.20%,70.00%,3.16,B+ (3.55),B+ (3.42)
"Grinstein, Benjamin",PHYS 2A - Physics-Mechanics (A),WI12,162,89,80.20%,39.50%,7.51,B (3.09),B- (2.77)
"Grinstein, Benjamin",PHYS 2A - Physics-Mechanics (B),WI12,333,153,72.40%,50.30%,6.73,B (3.07),B- (2.77)
"Grinstein, Benjamin",PHYS 2A - Physics-Mechanics (C),WI12,331,146,74.50%,45.80%,8.04,B- (2.96),B- (2.77)
"Uttayarat, Patipan",PHYS 2B - Phys-Electricity and Magnetism (A),WI12,336,178,64.40%,29.80%,7.11,B- (2.98),C+ (2.54)
"Yagil, Avi",PHYS 2BL - Phys Lab-Mechanics&Electrostat (A),WI12,101,54,63.00%,77.80%,5.94,B (3.27),B (3.06)
"Surko, Clifford M","PHYS 2C - Physics-Flu,Wav,Thrmdyn,Optics (A)",WI12,202,85,82.40%,40.50%,6.43,B (3.28),B- (2.82)
"Anderson, Michael G.","PHYS 2CL - Phys Lab-Elec,Magnetsm,Wav,Opt (A)",WI12,210,82,38.30%,61.70%,8.89,B (3.09),B (3.07)
"Hirsch, Jorge Eduardo",PHYS 2D - Phys-Relativity&Quantm Physics (B),WI12,168,83,64.20%,40.50%,8.45,C+ (2.67),C+ (2.64)
"Griest, Kim",PHYS 4A - Physics/Physics Majrs-Mechancs (A),WI12,22,9,100.00%,100.00%,5.75,B+ (3.63),B (3.06)
"Wu, Congjun","PHYS 4D - Phys Majrs-EM Wav,Opt,Spec Rel (A)",WI12,29,13,92.30%,23.10%,4.35,B+ (3.62),B (3.25)
"Tytler, David Robert",PHYS 7 - Introductory Astronomy (A),WI12,41,15,53.30%,66.70%,4.5,B (3.10),B (3.17)
"Wu, Congjun",PHYS 100A - Electromagnetism (A),FA11,67,27,88.90%,48.10%,7.17,B (3.19),B- (2.81)
"Dubin, Daniel Herschel",PHYS 105A - Mathematical&Computational Phy (A),FA11,65,31,87.10%,87.10%,10.89,B+ (3.43),B- (2.80)
"Hicks, J. Charles",PHYS 11 - Survey of Physics (A),FA11,80,26,44.00%,36.00%,5.62,B (3.00),B- (2.89)
"Intriligator, Kenneth Arthur",PHYS 110A - Mechanics (A),FA11,71,33,100.00%,97.00%,8.26,B+ (3.38),B- (2.83)
"Driscoll, Charles F.",PHYS 120B - Physical Measurements (A),FA11,30,17,100.00%,100.00%,10.62,B+ (3.63),B+ (3.58)
"Michelsen, Eric Leonard",PHYS 130B - Quantum Physics II (A),FA11,41,28,85.20%,96.30%,6.43,B (3.23),B- (2.98)
"Arovas, Daniel P",PHYS 140A - Statistical & Thermal Physics (A),FA11,53,34,79.40%,82.40%,8.74,B (3.18),B (3.03)
"Burgasser, Adam Jonathan",PHYS 160 - Stellar Astrophysics (A),FA11,21,11,100.00%,81.80%,7.41,B (3.27),B+ (3.31)
"Dudko, Olga",PHYS 175 - Fundamentls/Biological Physics (A),FA11,6,5,100.00%,80.00%,6.5,B (3.00),N/A
"Paar, Hans Peter",PHYS 191 - Undergraduate Seminar/Physics (A),FA11,21,15,85.70%,92.90%,0.5,A (4.00),N/A
"Kishimoto, Chad T.",PHYS 1A - Mechanics (A),FA11,203,107,64.20%,66.00%,7.53,B- (2.98),B (3.02)
"Kishimoto, Chad T.",PHYS 1A - Mechanics (B),FA11,283,136,75.00%,72.60%,7.72,B (3.05),B (3.02)
"Rappel, Wouter Jan",PHYS 1A - Mechanics (C),FA11,260,111,76.60%,81.50%,5.64,B (3.13),B- (2.75)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (01),FA11,734,329,81.70%,83.10%,3.6,B+ (3.53),B+ (3.38)
"Levine, Herbert",PHYS 1B - Electricity and Magnetism (A),FA11,210,80,65.80%,53.80%,6.23,B (3.06),B- (2.99)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (A),FA11,25,12,45.50%,72.70%,4.5,B+ (3.42),B (3.26)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (B),FA11,24,9,66.70%,66.70%,4.5,B+ (3.56),B (3.26)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (C),FA11,26,8,87.50%,100.00%,2.75,B+ (3.63),B (3.26)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (D),FA11,23,9,66.70%,88.90%,4.72,B (3.22),B (3.26)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (E),FA11,22,5,60.00%,80.00%,2.1,B+ (3.60),B (3.26)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (F),FA11,23,10,90.00%,90.00%,3.5,A- (3.70),B (3.26)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (G),FA11,24,10,60.00%,80.00%,4.1,B (3.20),B (3.26)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (H),FA11,24,7,71.40%,100.00%,3.5,B (3.29),B (3.26)
"Paddock, Mark","PHYS 1C - Waves, Optics & Modern Physics (A)",FA11,220,134,88.10%,96.20%,6.32,B+ (3.38),B (3.07)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (01)",FA11,201,91,91.10%,86.50%,3.63,B+ (3.53),B+ (3.39)
"Griest, Kim",PHYS 2A - Physics-Mechanics (A),FA11,346,171,89.50%,92.90%,6.24,B+ (3.31),C+ (2.69)
"Surko, Clifford M",PHYS 2B - Phys-Electricity and Magnetism (A),FA11,267,139,63.30%,20.90%,7.82,B- (2.99),B- (2.73)
"Wuerthwein, Frank",PHYS 2BL - Phys Lab-Mechanics&Electrostat (A),FA11,142,67,64.20%,65.20%,5.44,B+ (3.30),B- (2.86)
"Groisman, Alexander","PHYS 2C - Physics-Flu,Wav,Thrmdyn,Optics (A)",FA11,248,124,76.20%,54.50%,6.21,B (3.25),B- (2.89)
"Groisman, Alexander","PHYS 2C - Physics-Flu,Wav,Thrmdyn,Optics (B)",FA11,221,97,82.30%,56.30%,6.31,B (3.17),B- (2.89)
"Anderson, Michael G.","PHYS 2CL - Phys Lab-Elec,Magnetsm,Wav,Opt (A)",FA11,268,127,31.70%,54.00%,7.66,B- (2.98),B (3.07)
"Hirsch, Jorge Eduardo",PHYS 4C - Phys Majrs-Elect & Magnetism (A),FA11,34,15,80.00%,66.70%,10.63,B (3.07),B- (2.82)
"Coil, Alison",PHYS 5 - The Universe (A),FA11,37,28,89.30%,96.40%,5.02,B+ (3.40),B+ (3.30)
"Fuller, George Michael",PHYS 87 - Freshman Seminar (A),FA11,16,11,100.00%,100.00%,0.86,A (4.00),N/A
"Conger, Casey J",PHYS 1A - Mechanics (A),S211,58,17,64.70%,82.40%,8.85,C+ (2.56),B (3.19)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (A),S211,22,5,100.00%,80.00%,6,B (3.20),B+ (3.41)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (B),S211,21,5,60.00%,100.00%,7.7,B (3.00),B+ (3.41)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (C),S211,11,3,100.00%,100.00%,5.83,B+ (3.67),B+ (3.41)
"Stergiou, Andreas",PHYS 1B - Electricity and Magnetism (A),S211,74,26,42.30%,36.00%,11.12,B (3.00),C (2.22)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (A),S211,24,10,100.00%,100.00%,4.9,B+ (3.40),B+ (3.48)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (B),S211,24,5,100.00%,100.00%,8.5,B+ (3.40),B+ (3.48)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (C),S211,14,4,75.00%,50.00%,3.5,B+ (3.50),B+ (3.48)
