Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Farsian, Reza","PHYS 1C - Waves, Optics & Modern Physics (A)",S211,61,16,75.00%,56.30%,9.88,B (3.20),B- (2.82)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (B)",S211,24,4,100.00%,75.00%,4,A- (3.75),B+ (3.53)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (C)",S211,24,6,66.70%,66.70%,8.5,B+ (3.67),B+ (3.53)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (D)",S211,11,3,100.00%,100.00%,3.83,B+ (3.67),B+ (3.53)
"Uttayarat, Patipan",PHYS 2B - Phys-Electricity and Magnetism (A),S211,73,41,78.00%,68.30%,9.72,B- (2.95),C+ (2.64)
"Deris, John B","PHYS 2C - Physics-Flu,Wav,Thrmdyn,Optics (A)",S211,66,27,85.20%,66.70%,8.04,B (3.19),B- (2.79)
"Paddock, Mark","PHYS 2CL - Phys Lab-Elec,Magnetsm,Wav,Opt (A)",S211,101,37,59.50%,73.00%,9.64,B (3.12),B (3.21)
"Aslanyan, Grigor",PHYS 2D - Phys-Relativity&Quantm Physics (A),S211,124,49,83.70%,100.00%,9.96,B (3.28),B- (2.74)
"Burger, Anat",PHYS 1A - Mechanics (A),S111,97,60,66.10%,55.90%,10.53,B (3.16),B- (2.93)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (A),S111,24,15,86.70%,86.70%,7.03,B+ (3.67),B+ (3.39)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (B),S111,25,10,70.00%,33.30%,7.9,B+ (3.56),B+ (3.39)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (C),S111,25,12,66.70%,75.00%,6.17,B (3.25),B+ (3.39)
"Stergiou, Andreas",PHYS 1B - Electricity and Magnetism (A),S111,60,13,30.80%,38.50%,9.42,B (3.00),C+ (2.32)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (A),S111,21,1,0.00%,100.00%,2.5,A (4.00),B+ (3.46)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (B),S111,22,5,60.00%,100.00%,6.1,A- (3.75),B+ (3.46)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (C),S111,13,6,33.30%,33.30%,6.83,B+ (3.33),B+ (3.46)
"Vlasenko, Alexey","PHYS 1C - Waves, Optics & Modern Physics (A)",S111,62,27,63.00%,18.50%,13.14,B (3.30),B (3.04)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (A)",S111,11,3,100.00%,66.70%,4.5,B (3.00),B+ (3.55)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (B)",S111,12,5,40.00%,60.00%,4.9,B+ (3.40),B+ (3.55)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (C)",S111,19,7,57.10%,42.90%,5.93,A- (3.71),B+ (3.55)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (D)",S111,15,4,100.00%,100.00%,8.5,A (4.00),B+ (3.55)
"Conger, Casey J",PHYS 2A - Physics-Mechanics (A),S111,103,42,82.90%,75.60%,10.89,B- (2.90),C+ (2.64)
"Uttayarat, Patipan",PHYS 2B - Phys-Electricity and Magnetism (A),S111,79,54,66.70%,66.70%,10.61,B- (2.88),B- (2.97)
"Paddock, Mark",PHYS 2BL - Phys Lab-Mechanics&Electrostat (A),S111,49,21,81.00%,90.50%,6.88,B (3.10),B+ (3.40)
"Austrum, Tera Lyn","PHYS 2C - Physics-Flu,Wav,Thrmdyn,Optics (A)",S111,62,34,91.20%,50.00%,9.85,B (3.15),B (3.12)
"Anderson, Michael G.",PHYS 100C - Electromagnetism (A),SP11,35,19,100.00%,94.70%,5.66,B+ (3.39),B (3.16)
"Griest, Kim",PHYS 12 - Energy and the Environment (A),SP11,28,16,93.80%,100.00%,3.17,B+ (3.60),B (3.14)
"Driscoll, Charles F.",PHYS 120A - Physical Measurements (A),SP11,58,27,96.20%,96.20%,9.42,B+ (3.59),B (3.25)
"Abarbanel, Henry Don Isaac",PHYS 130A - Quantum Physics I (A),SP11,58,30,86.70%,66.70%,8.43,B (3.11),C+ (2.55)
"Maple, M. Brian",PHYS 133 - Condensed Matter/Material Sci (A),SP11,6,3,100.00%,100.00%,9.83,A (4.00),N/A
"Kuti, Julius",PHYS 142 - Comp Phys II:PDE & Matrix Modl (A),SP11,3,2,100.00%,100.00%,8.5,A (4.00),N/A
"Dubin, Daniel Herschel",PHYS 151 - Elementary Plasma Physics (A),SP11,15,5,80.00%,80.00%,6.9,B (3.00),N/A
"Manohar, Aneesh Vasant",PHYS 154 - Elementary Particle Physics (A),SP11,16,5,100.00%,80.00%,5.3,C+ (2.67),N/A
"Coil, Alison",PHYS 162 - Galaxies and Cosmology (A),SP11,36,25,92.00%,92.00%,7.3,B+ (3.57),B+ (3.40)
"Kleinfeld, David",PHYS 173 - Modern Physics Lab:Bio&Quantum (A),SP11,4,1,100.00%,100.00%,12.5,B (3.00),N/A
"Wolfe, Arthur Michael",PHYS 1A - Mechanics (A),SP11,221,86,74.10%,52.90%,5.91,B (3.23),B- (2.73)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (01),SP11,23,8,87.50%,100.00%,4.5,A- (3.88),B+ (3.46)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (02),SP11,22,9,88.90%,62.50%,3.61,B+ (3.44),B+ (3.46)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (03),SP11,22,5,40.00%,80.00%,2.9,A- (3.80),B+ (3.46)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (04),SP11,24,7,57.10%,85.70%,3.64,B (3.29),B+ (3.46)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (05),SP11,19,8,100.00%,87.50%,3.25,B (3.00),B+ (3.46)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (06),SP11,18,6,83.30%,83.30%,3.5,B+ (3.50),B+ (3.46)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (07),SP11,23,10,80.00%,70.00%,4.1,B+ (3.60),B+ (3.46)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (08),SP11,15,3,100.00%,100.00%,4.5,B+ (3.33),B+ (3.46)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (09),SP11,23,6,80.00%,80.00%,2.9,B (3.20),B+ (3.46)
"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory (10),SP11,16,8,87.50%,75.00%,3.5,B (3.25),B+ (3.46)
"Fogler, Michael M.",PHYS 1B - Electricity and Magnetism (A),SP11,187,68,56.10%,36.90%,5.66,B (3.05),B- (2.77)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (01),SP11,10,5,80.00%,80.00%,2.9,B+ (3.60),B+ (3.44)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (02),SP11,21,6,83.30%,66.70%,3.17,A- (3.80),B+ (3.44)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (04),SP11,13,6,100.00%,100.00%,2.83,B+ (3.33),B+ (3.44)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (05),SP11,21,7,71.40%,85.70%,1.93,B+ (3.57),B+ (3.44)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (06),SP11,22,8,75.00%,87.50%,3.07,B (3.29),B+ (3.44)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (07),SP11,25,10,60.00%,90.00%,3.61,B+ (3.40),B+ (3.44)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (08),SP11,19,4,50.00%,75.00%,6.5,B+ (3.50),B+ (3.44)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (09),SP11,5,1,100.00%,100.00%,2.5,A (4.00),B+ (3.44)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (10),SP11,21,10,88.90%,88.90%,2.5,A- (3.70),B+ (3.44)
"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab (12),SP11,11,3,100.00%,100.00%,1.17,A (4.00),B+ (3.44)
"Wuerthwein, Frank","PHYS 1C - Waves, Optics & Modern Physics (A)",SP11,329,157,74.50%,86.80%,5.15,B+ (3.38),B (3.03)
"Paddock, Mark","PHYS 1C - Waves, Optics & Modern Physics (B)",SP11,344,268,84.90%,95.80%,5.19,B+ (3.44),B (3.19)
"Levine, Herbert","PHYS 1C - Waves, Optics & Modern Physics (C)",SP11,139,57,69.60%,51.80%,4.93,B (3.20),B- (2.89)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (01)",SP11,22,12,58.30%,58.30%,5,A- (3.83),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (02)",SP11,25,15,86.70%,86.70%,3.3,B+ (3.47),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (03)",SP11,25,16,25.00%,62.50%,4.5,B+ (3.56),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (04)",SP11,26,16,62.50%,87.50%,3.25,B+ (3.69),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (05)",SP11,23,12,81.80%,90.90%,3.33,B+ (3.58),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (06)",SP11,25,14,50.00%,71.40%,2.79,A- (3.79),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (07)",SP11,23,10,70.00%,90.00%,2.1,B+ (3.60),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (08)",SP11,26,13,76.90%,84.60%,4.04,B (3.23),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (09)",SP11,25,15,60.00%,80.00%,4.63,B+ (3.53),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (10)",SP11,26,16,81.30%,93.80%,2.79,A- (3.80),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (11)",SP11,12,3,100.00%,100.00%,2.5,C+ (2.67),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (12)",SP11,26,13,81.80%,100.00%,3.67,A- (3.77),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (13)",SP11,26,7,71.40%,85.70%,3.64,A- (3.71),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (14)",SP11,25,14,85.70%,100.00%,3.93,B+ (3.43),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (15)",SP11,24,10,77.80%,88.90%,2.72,A- (3.89),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (16)",SP11,2,1,0.00%,100.00%,8.5,A (4.00),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (17)",SP11,24,15,73.30%,86.70%,3.97,B+ (3.40),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (18)",SP11,24,10,66.70%,88.90%,3.61,B+ (3.56),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (19)",SP11,26,17,82.40%,87.50%,3.32,B+ (3.56),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (20)",SP11,25,7,100.00%,100.00%,4.21,B+ (3.43),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (21)",SP11,26,16,100.00%,100.00%,3.03,A- (3.75),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (22)",SP11,26,10,100.00%,90.00%,3.5,B+ (3.60),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (23)",SP11,25,13,69.20%,58.30%,2.96,A- (3.77),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (24)",SP11,24,7,71.40%,85.70%,4.21,A- (3.71),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (25)",SP11,26,13,76.90%,84.60%,3.12,A- (3.92),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (26)",SP11,21,11,100.00%,100.00%,2.5,B+ (3.55),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (27)",SP11,23,12,72.70%,90.90%,3.41,B+ (3.40),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (28)",SP11,23,12,58.30%,100.00%,3.83,A- (3.73),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (29)",SP11,22,12,66.70%,83.30%,4.17,B+ (3.42),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (30)",SP11,24,13,84.60%,84.60%,3.73,B+ (3.69),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (31)",SP11,25,11,100.00%,100.00%,3.41,A- (3.73),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (32)",SP11,18,9,44.40%,66.70%,4.5,B+ (3.56),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (33)",SP11,26,16,73.30%,86.70%,4.25,B+ (3.60),B+ (3.52)
"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab (34)",SP11,24,15,78.60%,71.40%,4.23,A- (3.73),B+ (3.52)
"Dudko, Olga",PHYS 2A - Physics-Mechanics (A),SP11,340,143,85.20%,97.20%,7.34,B (3.01),B- (2.74)
"Sinha, Sunil K",PHYS 2B - Phys-Electricity and Magnetism (A),SP11,338,150,88.70%,87.30%,6.71,B+ (3.40),B (3.18)
"Sinha, Sunil K",PHYS 2B - Phys-Electricity and Magnetism (B),SP11,328,145,69.70%,66.90%,7.24,B (3.11),B (3.18)
"Butov, Leonid",PHYS 2BL - Phys Lab-Mechanics&Electrostat (A),SP11,262,104,65.70%,51.00%,4.46,B+ (3.54),B+ (3.32)
"Michelsen, Eric Leonard","PHYS 2C - Physics-Flu,Wav,Thrmdyn,Optics (A)",SP11,219,107,88.60%,93.30%,6.21,B (3.21),B- (2.73)
"Shpyrko, Oleg","PHYS 2CL - Phys Lab-Elec,Magnetsm,Wav,Opt (A)",SP11,266,119,61.90%,89.80%,5.33,B+ (3.56),B+ (3.58)
"Hwa, Terence T.",PHYS 2D - Phys-Relativity&Quantm Physics (B),SP11,171,86,63.10%,84.50%,8.19,B (3.02),B- (2.84)
"Branson, James G",PHYS 2DL - Physics Lab-Modern Physics (A),SP11,38,16,62.50%,43.80%,7.3,B+ (3.57),B+ (3.62)
"Smith, Douglas E","PHYS 4B - Phys Majrs-Mech,Fluid,Wav,Heat (A)",SP11,41,20,95.00%,80.00%,4.5,A- (3.70),B+ (3.54)
"Hirsch, Jorge Eduardo",PHYS 4E - Physics Majors-Quantum Physics (A),SP11,30,10,90.00%,90.00%,7.9,B+ (3.60),B- (2.76)
"Coil, Alison",PHYS 5 - The Universe (A),SP11,60,30,83.30%,76.70%,5.37,B+ (3.39),B+ (3.39)
"Tytler, David Robert",PHYS 9 - The Solar System (A),SP11,53,19,68.40%,66.70%,4.39,B (3.00),B (3.06)
"Smith, Douglas E",PHYS 10 - Concepts In Physics (A),WI11,187,82,79.00%,90.10%,4.3,B+ (3.41),B+ (3.40)
"Wu, Congjun",PHYS 100B - Electromagnetism (A),WI11,51,29,85.70%,60.70%,6.07,B (3.28),B (3.29)
"Dubin, Daniel Herschel",PHYS 105B - Mathematical&Computational Phy (A),WI11,10,2,100.00%,100.00%,8.5,B+ (3.50),N/A
"Branson, James G",PHYS 110B - Mechanics (A),WI11,48,31,90.30%,41.90%,7.53,B (3.13),B (3.05)
"Salmon, Richard L.",PHYS 111 - Introduction to Ocean Waves (A),WI11,15,7,100.00%,100.00%,7.93,B+ (3.67),N/A
"Murphy, Thomas",PHYS 121 - Experimental Techniques (A),WI11,19,16,100.00%,100.00%,8.88,B+ (3.56),N/A
"Sham, Lu Jeu",PHYS 130C - Quantum Physics (A),WI11,12,6,83.30%,100.00%,8.17,B+ (3.33),N/A
"Di Ventra, Massimiliano",PHYS 140B - Statistical & Thermal Physics (A),WI11,17,6,100.00%,83.30%,4.17,B (3.17),N/A
"Kuti, Julius",PHYS 141 - Comp Phys I:Prob Models & Simu (A),WI11,5,3,100.00%,66.70%,11.83,B+ (3.67),N/A
"Wu, Congjun",PHYS 152A - Condensed Matter Physics (A),WI11,15,8,100.00%,87.50%,9.5,B+ (3.57),N/A
"Griest, Kim",PHYS 161 - Black Holes & Milky Way Galaxy (A),WI11,34,24,100.00%,100.00%,6.83,A- (3.71),B+ (3.49)
"Kleinfeld, David",PHYS 171 - Biophysics/Neurons & Networks (A),WI11,8,6,83.30%,83.30%,9.17,B+ (3.50),N/A
"Kleinfeld, David",PHYS 178 - Biophysics/Neurons & Networks (A),WI11,8,6,83.30%,83.30%,9.17,B+ (3.50),N/A
"Hicks, J. Charles",PHYS 1A - Mechanics (A),WI11,173,79,64.10%,28.20%,6.42,B- (2.95),C+ (2.53)
"Groisman, Alexander",PHYS 1B - Electricity and Magnetism (A),WI11,239,97,62.90%,59.80%,5.52,B (3.13),B- (2.73)
"Levine, Herbert",PHYS 1B - Electricity and Magnetism (B),WI11,278,144,65.30%,48.60%,6.63,B (3.04),B- (2.83)
"Smith, Christel Johanna",PHYS 1B - Electricity and Magnetism (C),WI11,293,160,85.30%,93.60%,4.84,B+ (3.62),B+ (3.54)
"Kritsuk, Alexei","PHYS 1C - Waves, Optics & Modern Physics (A)",WI11,185,75,81.30%,81.30%,5.41,B+ (3.41),B (3.05)
"Grinstein, Benjamin",PHYS 2A - Physics-Mechanics (A),WI11,258,142,62.00%,33.80%,8.46,B- (2.83),C+ (2.60)
"Grinstein, Benjamin",PHYS 2A - Physics-Mechanics (B),WI11,264,144,73.40%,46.80%,7.74,B- (2.94),C+ (2.60)
"Grinstein, Benjamin",PHYS 2A - Physics-Mechanics (C),WI11,237,112,75.90%,40.20%,7.4,B- (2.99),C+ (2.60)
"Sinha, Sunil K",PHYS 2B - Phys-Electricity and Magnetism (A),WI11,335,155,68.60%,82.50%,7.1,B (3.15),B- (2.80)
"Paddock, Mark",PHYS 2BL - Phys Lab-Mechanics&Electrostat (A),WI11,103,42,66.70%,78.60%,5.52,B+ (3.43),B (3.07)
"Michelsen, Eric Leonard","PHYS 2C - Physics-Flu,Wav,Thrmdyn,Optics (A)",WI11,214,136,84.40%,87.40%,6.92,B (3.12),C+ (2.63)
"Butov, Leonid","PHYS 2CL - Phys Lab-Elec,Magnetsm,Wav,Opt (A)",WI11,223,108,66.40%,66.40%,5.55,B+ (3.47),B+ (3.34)
"Hirsch, Jorge Eduardo",PHYS 2D - Phys-Relativity&Quantm Physics (A),WI11,150,69,69.10%,66.20%,8.77,B (3.05),B- (2.82)
"Surko, Clifford M",PHYS 4A - Physics/Physics Majrs-Mechancs (A),WI11,49,34,76.50%,47.10%,6.79,B (3.13),B- (2.91)
"Shevchenko, Valentin I","PHYS 4D - Phys Majrs-EM Wav,Opt,Spec Rel (A)",WI11,31,15,80.00%,100.00%,4.37,A- (3.87),B+ (3.39)
"Tytler, David Robert",PHYS 7 - Introductory Astronomy (A),WI11,31,13,69.20%,61.50%,5.73,B (3.11),B+ (3.47)
"Dubin, Daniel Herschel",PHYS 87 - Freshman Seminar (A),WI11,19,11,100.00%,100.00%,0.5,A (4.00),N/A
"Surko, Clifford M",PHYS 100A - Electromagnetism (A),FA10,64,38,100.00%,84.20%,6.61,B+ (3.32),B- (2.88)
"Dubin, Daniel Herschel",PHYS 105A - Mathematical&Computational Phy (A),FA10,61,25,76.00%,88.00%,10.74,B (3.04),C+ (2.50)
"Anderson, Michael G.",PHYS 11 - Survey of Physics (A),FA10,138,46,69.60%,89.10%,5.41,B (3.29),B- (2.96)
"Arovas, Daniel P",PHYS 110A - Mechanics (A),FA10,70,36,94.40%,94.40%,7.89,B+ (3.40),B- (2.90)
"Driscoll, Charles F.",PHYS 120B - Physical Measurements (A),FA10,16,11,100.00%,100.00%,11.23,A- (3.80),N/A
"Sham, Lu Jeu",PHYS 130B - Quantum Physics (A),FA10,39,19,89.50%,89.50%,7.87,B (3.11),B- (2.97)
"Hirsch, Jorge Eduardo",PHYS 140A - Statistical & Thermal Physics (A),FA10,38,19,100.00%,57.90%,8.08,B- (2.89),B (3.10)
"Burgasser, Adam Jonathan",PHYS 160 - Stellar Astrophysics (A),FA10,22,8,87.50%,100.00%,6.75,B (3.25),B (3.28)
"Dudko, Olga",PHYS 172 - Biophysics of Molecules (A),FA10,4,4,100.00%,100.00%,6.5,B (3.25),N/A
"Paar, Hans Peter",PHYS 191 - Undergraduate Seminar/Physics (A),FA10,16,8,100.00%,100.00%,0.5,A (4.00),N/A
"Onuchic, Jose N",PHYS 1A - Mechanics (A),FA10,272,132,76.90%,63.10%,6.73,B (3.09),B- (2.86)
"Onuchic, Jose N",PHYS 1A - Mechanics (B),FA10,289,138,74.30%,63.00%,6.49,B (3.14),B- (2.86)
"Onuchic, Jose N",PHYS 1A - Mechanics (C),FA10,302,142,69.30%,74.10%,6.37,B (3.19),B- (2.86)
"Markowitz, Alex Gary",PHYS 1B - Electricity and Magnetism (A),FA10,196,94,67.00%,45.70%,5.92,B (3.21),B- (2.93)
"Kritsuk, Alexei","PHYS 1C - Waves, Optics & Modern Physics (A)",FA10,279,114,77.90%,65.20%,4.85,B+ (3.39),B (3.06)
"Intriligator, Kenneth Arthur",PHYS 2A - Physics-Mechanics (A),FA10,334,158,81.20%,70.80%,7.09,B (3.27),B (3.03)
"Hicks, J. Charles",PHYS 2B - Phys-Electricity and Magnetism (A),FA10,253,123,53.70%,32.50%,8.98,B- (2.84),C+ (2.46)
"Butov, Leonid",PHYS 2BL - Phys Lab-Mechanics&Electrostat (A),FA10,164,87,79.10%,72.90%,4.75,B+ (3.40),B (3.29)
"Groisman, Alexander","PHYS 2C - Physics-Flu,Wav,Thrmdyn,Optics (A)",FA10,285,136,83.70%,61.20%,5.63,B (3.18),B- (2.93)
"Groisman, Alexander","PHYS 2C - Physics-Flu,Wav,Thrmdyn,Optics (B)",FA10,221,105,79.80%,63.10%,6.03,B+ (3.32),B- (2.93)
"Keating, Brian","PHYS 2CL - Phys Lab-Elec,Magnetsm,Wav,Opt (A)",FA10,254,123,47.20%,52.50%,6.68,B (3.05),B- (2.99)
"Jenkins, Elizabeth",PHYS 4C - Phys Majrs-Elect & Magnetism (A),FA10,30,13,92.30%,100.00%,5.88,B+ (3.54),B (3.21)
"Tytler, David Robert",PHYS 5 - The Universe (A),FA10,53,25,88.00%,76.00%,5,B+ (3.32),B (3.11)
"Fuller, George Michael",PHYS 87 - Freshman Seminar (A),FA10,17,9,88.90%,88.90%,0.5,A (4.00),N/A
"Burgasser, Adam Jonathan",PHYS 9 - The Solar System (A),FA10,52,30,86.20%,89.70%,3.81,A- (3.80),A- (3.74)
"Kishimoto, Chad T.",PHYS 1A - Mechanics (A),SU10,72,26,92.30%,92.30%,8.66,B+ (3.64),N/A
"Rafelski, Marc A",PHYS 1A - Mechanics (A),SU10,54,26,84.60%,88.50%,8.35,B (3.19),N/A
"Markowitz, Alex Gary",PHYS 1B - Electricity and Magnetism (A),SU10,47,23,95.50%,72.70%,8.05,B (3.27),N/A
"Whitmore, Jonathan Bradley",PHYS 1B - Electricity and Magnetism (A),SU10,69,38,94.60%,89.20%,8.08,B+ (3.68),N/A
"Tucker, Laura Jane","PHYS 1C - Waves, Optics & Modern Physics (A)",SU10,82,30,86.70%,86.20%,8.63,B+ (3.38),N/A
"Tucker, Laura Jane","PHYS 1C - Waves, Optics & Modern Physics (A)",SU10,53,20,75.00%,73.70%,6.6,B (3.20),N/A
"Kostuk, Mark",PHYS 2A - Physics-Mechanics (A),SU10,83,30,73.30%,56.70%,7.7,B (3.17),N/A
"Sharpee, Brian",PHYS 2B - Phys-Electricity and Magnetism (A),SU10,109,38,73.70%,73.70%,8.99,B (3.14),N/A
"Uttayarat, Patipan",PHYS 2B - Phys-Electricity and Magnetism (A),SU10,77,28,50.00%,25.00%,9.64,B (3.00),N/A
"Paddock, Mark",PHYS 2BL - Phys Lab-Mechanics&Electrostat (A),SU10,42,18,83.30%,94.40%,6.74,B+ (3.41),N/A
"Hicks, J. Charles","PHYS 2C - Physics-Flu,Wav,Thrmdyn,Optics (A)",SU10,66,20,85.00%,50.00%,8.6,B (3.05),N/A
"Hicks, J. Charles","PHYS 2C - Physics-Flu,Wav,Thrmdyn,Optics (A)",SU10,79,21,76.20%,71.40%,9.07,B (3.00),N/A
"Paddock, Mark","PHYS 2CL - Phys Lab-Elec,Magnetsm,Wav,Opt (A)",SU10,102,45,55.60%,80.00%,8.23,B (3.21),N/A
"Pathria, Raj K.",PHYS 2D - Phys-Relativity&Quantm Physics (A),SU10,94,39,59.00%,44.70%,8.96,B (3.00),N/A
"Shpyrko, Oleg",PHYS 100C - Electromagnetism (A),SP10,37,18,88.90%,100.00%,7.5,B (3.28),B+ (3.49)
"Murphy, Thomas",PHYS 12 - Energy and the Environment (A),SP10,36,31,93.50%,96.80%,4.1,B+ (3.48),B+ (3.42)
"Driscoll, Charles F.",PHYS 120A - Physical Measurements (A),SP10,39,24,87.00%,95.70%,11.63,B+ (3.61),B (3.17)
"Abarbanel, Henry Don Isaac",PHYS 130A - Quantum Physics (A),SP10,51,28,84.60%,92.00%,10.13,B (3.04),B- (2.93)
"Maple, M. Brian",PHYS 133 - Condensed Matter/Material Sci (A),SP10,6,3,100.00%,100.00%,10.5,B+ (3.67),N/A
"Kuti, Julius",PHYS 142 - Comp Phys II:PDE & Matrix Modl (A),SP10,6,2,100.00%,100.00%,8.5,B (3.00),N/A
"Driscoll, Charles F.",PHYS 151 - Elementary Plasma Physics (A),SP10,20,9,88.90%,100.00%,5.17,A- (3.71),B- (2.76)
"Jenkins, Elizabeth",PHYS 154 - Elementary Particle Physics (A),SP10,7,3,100.00%,100.00%,5.17,B+ (3.33),N/A
"Coil, Alison",PHYS 162 - Galaxies and Cosmology (A),SP10,22,11,100.00%,81.80%,6.32,B+ (3.55),B- (2.99)
"Kleinfeld, David",PHYS 173 - Modern Physics Lab:Bio&Quantum (A),SP10,11,5,80.00%,100.00%,8,A- (3.75),N/A
"Wolfe, Arthur Michael",PHYS 1A - Mechanics (A),SP10,232,96,68.80%,35.80%,5.91,B (3.09),B- (2.77)
"Onuchic, Jose N",PHYS 1B - Electricity and Magnetism (A),SP10,310,127,69.80%,54.00%,4.93,B (3.26),B- (2.96)
"Okamura, Melvin Y.","PHYS 1C - Waves, Optics & Modern Physics (A)",SP10,340,138,73.00%,70.10%,4.41,B+ (3.34),B- (2.84)
