Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Bournoutian, Garo",CSE 131 - Compiler Construction (A),SP15,142,116,63.50%,80.00%,16.71,B- (2.89),C+ (2.49)
"Powell, Thomas Allan",CSE 134B - Web Client Languages (A),SP15,113,35,87.50%,81.30%,8.56,B- (2.93),B- (3.00)
"Papakonstantinou, Yannis",CSE 135 - Server-side Web Applications (A),SP15,137,39,83.80%,70.30%,11.15,B+ (3.31),B- (2.95)
"Rosing, Tajana Simunic",CSE 140 - Component&Desgn Tech/Digtl Sys (A),SP15,177,155,86.90%,86.30%,6.7,B (3.24),C+ (2.66)
"Rosing, Tajana Simunic",CSE 140 - Component&Desgn Tech/Digtl Sys (B),SP15,135,112,90.10%,92.80%,6.69,B (3.12),C+ (2.66)
"Gayles, Eric S",CSE 140L - Digital Systems Laboratory (A),SP15,183,82,74.70%,74.70%,5.65,A- (3.78),B+ (3.66)
"Chu, Isaac Y",CSE 140L - Digital Systems Laboratory (B),SP15,190,89,72.30%,95.20%,5.13,B+ (3.60),B+ (3.56)
"Taylor, Michael",CSE 141 - Intro/Computer Architecture (A),SP15,146,47,57.40%,57.40%,8.68,B- (2.78),B (3.00)
"Mirza, Diba",CSE 141 - Intro/Computer Architecture (B),SP15,140,107,88.80%,98.10%,6.17,B (3.09),B- (2.97)
"Eldon, John",CSE 141L - Project/Computer Architecture (A),SP15,116,28,50.00%,89.30%,11.54,B (3.19),B+ (3.41)
"Eldon, John",CSE 141L - Project/Computer Architecture (B),SP15,137,43,50.00%,92.10%,10.32,B- (2.88),B+ (3.41)
"Gupta, Rajesh K.",CSE 143 - Microelectronic System Design (A),SP15,20,10,77.80%,77.80%,6.5,B (3.11),B+ (3.55)
"Kastner, Ryan Charles",CSE 145 - Embedded System Design Project (A),SP15,24,19,100.00%,100.00%,13.87,B+ (3.68),A (4.00)
"Tullsen, Dean Michael",CSE 148 - Adv Processor Arch Design Proj (A),SP15,9,8,100.00%,100.00%,12.5,B+ (3.38),N/A
"Cottrell, Garrison W",CSE 150 - Int Artif Intell:Search&Reason (A),SP15,130,39,97.30%,75.70%,6.5,B (3.18),B (3.27)
"Chaudhuri, Kamalika",CSE 151 - Intro to A.I. Stats Approach (A),SP15,168,51,88.00%,82.00%,7.77,B (3.26),B+ (3.57)
"Ochoa, Benjamin Lawrence",CSE 152 - Intro to Computer Vision (A),SP15,51,15,78.60%,64.30%,9.58,B- (2.92),B (3.12)
"Altintas De Callaf, Ilkay",CSE 15L - Software Tools&Techniques Lab (A),SP15,190,96,72.00%,78.50%,3.75,B+ (3.53),B (3.12)
"Altintas De Callaf, Ilkay",CSE 15L - Software Tools&Techniques Lab (B),SP15,198,91,74.40%,81.10%,4.06,B+ (3.64),B (3.12)
"Gillespie, Gary N",CSE 15L - Software Tools&Techniques Lab (C),SP15,134,63,66.10%,74.20%,3.64,B+ (3.34),B- (2.97)
"Baden, Scott B.",CSE 160 - Intro to Parallel Computing (A),SP15,59,16,71.40%,57.10%,9.21,B (3.07),B- (2.82)
"Schulze, Jurgen P.",CSE 167 - Computer Graphics (A),SP15,54,17,88.20%,100.00%,15.79,B+ (3.47),B+ (3.30)
"Jensen, Henrik",CSE 168 - Computer Graphics II:Rendering (A),SP15,30,7,100.00%,100.00%,10.83,B+ (3.33),C+ (2.61)
"Lovett, Shachar",CSE 190 - Topics/Computer Sci & Engineer (A),SP15,25,7,57.10%,57.10%,10.79,B+ (3.50),B+ (3.54)
"Ramamoorthi, Ravi",CSE 190 - Topics/Computer Sci & Engineer (B),SP15,33,25,100.00%,100.00%,10.42,A- (3.90),B+ (3.67)
"McAuley, Julian John",CSE 190 - Topics/Computer Sci & Engineer (C),SP15,126,41,92.30%,94.90%,6.82,B+ (3.35),B+ (3.55)
"Kumar, Rakesh",CSE 190 - Topics/Computer Sci & Engineer (D),SP15,73,28,88.50%,88.50%,4.67,B+ (3.68),B+ (3.49)
"Gaasterland, Theresa",CSE 190 - Topics/Computer Sci & Engineer (E),SP15,44,17,93.30%,100.00%,7.3,A (4.00),A- (3.97)
"Swanson, Steven James",CSE 190 - Topics/Computer Sci & Engineer (F),SP15,10,4,100.00%,100.00%,7,A (4.00),N/A
"Bellare, Mihir",CSE 191 - Semnr/Computer Sci & Engineer (A),SP15,8,6,100.00%,100.00%,5.7,A (4.00),N/A
"Gaasterland, Theresa",CSE 191 - Semnr/Computer Sci & Engineer (B),SP15,98,43,87.80%,97.60%,1.04,A- (3.97),A- (3.92)
"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (C),SP15,23,8,100.00%,100.00%,0.5,N/A,A (4.00)
"Minnes Kemp, Mor Mia",CSE 191 - Semnr/Computer Sci & Engineer (D),SP15,5,3,100.00%,100.00%,7.17,N/A,N/A
"Micciancio, Daniele",CSE 191 - Semnr/Computer Sci & Engineer (E),SP15,14,3,100.00%,100.00%,2.5,N/A,N/A
"Langlois, Marina",CSE 20 - Intro/Discrete Mathematics (A),SP15,171,94,88.90%,74.40%,7.22,B+ (3.33),B+ (3.45)
"Kim, Yeon Kyung",CSE 20 - Intro/Discrete Mathematics (B),SP15,180,78,84.60%,64.10%,5.4,B+ (3.54),B (3.04)
"Tiefenbruck, Janine LoBue",CSE 21 - Math/Algorithm&Systems Analys (A),SP15,187,159,91.70%,95.50%,7.44,B+ (3.44),B (3.29)
"Impagliazzo, Russell",CSE 21 - Math/Algorithm&Systems Analys (B),SP15,180,149,87.20%,66.90%,6.99,B+ (3.36),B (3.19)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),SP15,132,51,89.80%,71.40%,3.75,B+ (3.43),B (3.09)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (B),SP15,124,42,87.50%,62.50%,4.29,B+ (3.44),B (3.09)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),SP15,161,77,100.00%,100.00%,11.04,B+ (3.50),B (3.09)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (B),SP15,160,72,92.60%,95.60%,10.38,B+ (3.53),B (3.09)
"Marx, Susan S",CSE 7 - Intro Programming MATLAB (A),SP15,116,42,85.00%,80.00%,4.75,B+ (3.61),B+ (3.34)
"Cottrell, Garrison W",CSE 87 - Freshman Seminar (A),SP15,8,7,100.00%,71.40%,0.5,A (4.00),N/A
"Papakonstantinou, Yannis",CSE 87 - Freshman Seminar (B),SP15,18,9,100.00%,100.00%,0.72,A (4.00),N/A
"Klemperer, Peter Friedrich",CSE 8A - Intro/Computer Sci: Java (I) (A),SP15,168,120,94.00%,93.20%,6.43,B+ (3.39),B (3.16)
"Porter, Leonard Emerson",CSE 8B - Intro/Computer Sci. Java (II) (A),SP15,127,94,91.50%,93.60%,11.43,B+ (3.40),B (3.07)
"Ord, Richard",CSE 8B - Intro/Computer Sci. Java (II) (B),SP15,119,77,97.40%,98.70%,11.2,B+ (3.51),B (3.16)
"Gillespie, Gary N",CSE 90 - Undergraduate Seminar (A),SP15,59,31,89.30%,92.90%,1.39,A (4.00),N/A
"Alvarado, Christine J.",CSE 91 - Perspectives in CSE (A),SP15,35,22,90.90%,95.50%,3.86,A (4.00),N/A
"Porter, Leonard Emerson",CSE 100 - Advanced Data Structures (A),WI15,193,148,94.60%,94.60%,10.46,B+ (3.43),B (3.07)
"Alvarado, Christine J.",CSE 100 - Advanced Data Structures (B),WI15,196,139,96.40%,94.90%,12.5,B (3.14),C+ (2.51)
"Kane, Daniel Mertz",CSE 101 - Design & Analysis of Algorithm (A),WI15,159,68,89.20%,76.90%,9.97,B (3.12),B (3.19)
"Kahng, Andrew Byun",CSE 101 - Design & Analysis of Algorithm (B),WI15,137,40,87.50%,77.50%,9.3,B- (2.98),B+ (3.41)
"Shacham, Hovav",CSE 105 - Intro/Theory of Computation (A),WI15,115,42,61.00%,73.20%,9.91,C+ (2.66),C- (2.00)
"Micciancio, Daniele",CSE 105 - Intro/Theory of Computation (B),WI15,110,47,52.40%,50.00%,8.26,C+ (2.59),C- (1.97)
"Bellare, Mihir",CSE 107 - Intro to Modern Cryptography (A),WI15,45,17,80.00%,73.30%,7.57,C+ (2.67),B- (2.85)
"Papadopoulos, Philip Micha",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (A),WI15,151,101,94.90%,78.60%,10.56,B+ (3.52),B (3.13)
"Jundt, Adam H",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (B),WI15,174,80,94.70%,90.80%,7.98,A- (3.73),B+ (3.52)
"Arsanjani, Ali Paul",CSE 110 - Software Engineering (A),WI15,115,49,76.60%,25.50%,7.8,B+ (3.33),B (3.02)
"Menarini, Massimiliano",CSE 110 - Software Engineering (B),WI15,109,59,54.50%,43.60%,6.35,B (3.25),B- (2.97)
"Powell, Thomas Allan",CSE 112 - Advanced Software Engineering (A),WI15,116,59,90.40%,96.20%,6.7,B+ (3.42),B+ (3.33)
"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),WI15,231,144,94.20%,84.80%,12.97,B+ (3.39),B (3.03)
"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (B),WI15,158,99,96.80%,74.70%,11.85,B+ (3.40),B (3.03)
"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (A),WI15,144,86,91.60%,97.60%,9.99,B (3.20),B- (2.99)
"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (B),WI15,144,73,98.60%,100.00%,9.38,B+ (3.41),B- (2.99)
"Porter, George M",CSE 124 - Networked Services (A),WI15,102,39,88.20%,97.10%,7.65,B (3.24),B (3.11)
"Lerner, Sorin",CSE 130 - Progrmng Lang:Princpl&Paradigm (A),WI15,163,133,96.20%,97.00%,7.94,B (3.29),B+ (3.43)
"Bournoutian, Garo",CSE 131 - Compiler Construction (A),WI15,153,133,69.50%,88.50%,16.25,B- (2.75),C (2.27)
"Vianu, Victor Dan",CSE 132A - Database System Principles (A),WI15,186,71,77.30%,65.20%,6.82,B (3.24),B (3.02)
"Deutsch, Alin Bernard",CSE 132B - Database System Applications (A),WI15,69,22,76.20%,76.20%,7.2,B+ (3.42),B+ (3.31)
"Mirza, Diba",CSE 140 - Component&Desgn Tech/Digtl Sys (A),WI15,141,111,88.90%,98.10%,6.43,B (3.20),B (3.12)
"Mirza, Diba",CSE 140 - Component&Desgn Tech/Digtl Sys (B),WI15,144,113,90.00%,99.10%,6.37,B+ (3.31),B (3.12)
"Gayles, Eric S",CSE 140L - Digital Systems Laboratory (A),WI15,142,57,69.80%,67.90%,8.11,B+ (3.55),A- (3.70)
"Chu, Isaac Y",CSE 140L - Digital Systems Laboratory (B),WI15,139,62,88.30%,86.70%,5.76,A- (3.71),B+ (3.51)
"Tullsen, Dean Michael",CSE 141 - Intro/Computer Architecture (A),WI15,66,17,88.20%,94.10%,7.56,B (3.18),B- (2.93)
"Swanson, Steven James",CSE 141 - Intro/Computer Architecture (B),WI15,153,51,83.30%,79.20%,6.71,B (3.04),B (3.13)
"Tullsen, Dean Michael",CSE 141L - Project/Computer Architecture (A),WI15,73,20,63.20%,78.90%,12.5,B+ (3.33),B+ (3.50)
"Eldon, John",CSE 141L - Project/Computer Architecture (B),WI15,95,29,70.40%,88.90%,9.24,B (3.19),B (3.29)
"Saul, Lawrence",CSE 150 - Int Artif Intell:Search&Reason (A),WI15,199,102,91.10%,94.10%,8.38,B (3.20),B- (2.92)
"Gillespie, Gary N",CSE 15L - Software Tools&Techniques Lab (A),WI15,185,108,84.90%,85.80%,3.1,A- (3.75),B+ (3.41)
"Altintas De Callaf, Ilkay",CSE 15L - Software Tools&Techniques Lab (B),WI15,183,94,76.90%,76.90%,3.1,A- (3.75),B (3.23)
"Schulze, Jurgen P.",CSE 165 - 3D User Interaction (A),WI15,35,18,94.40%,100.00%,10.5,B+ (3.61),A- (3.90)
"Rotenberg, Steven Paul",CSE 169 - Computer Animation (A),WI15,37,16,100.00%,100.00%,7.03,A- (3.73),B+ (3.35)
"Klemmer, Scott R",CSE 170 - Introduction to HCI Design (A),WI15,95,38,90.60%,87.50%,8.89,B+ (3.32),B+ (3.37)
"Pevzner, Pavel Arkadjevich",CSE 181 - Molecular Sequence Analysis (A),WI15,10,5,80.00%,60.00%,16.9,B (3.00),N/A
"Cottrell, Garrison W",CSE 190 - Topics/Computer Sci & Engineer (A),WI15,28,11,100.00%,90.00%,6.06,A- (3.89),B+ (3.40)
"Barngrover, Christopher M",CSE 190 - Topics/Computer Sci & Engineer (C),WI15,39,37,83.30%,94.40%,8.15,B+ (3.60),A- (3.78)
"Weibel, Nadir",CSE 190 - Topics/Computer Sci & Engineer (D),WI15,11,4,100.00%,100.00%,11.5,A (4.00),N/A
"Chockalingam, Ganapathy",CSE 190 - Topics/Computer Sci & Engineer (E),WI15,45,11,100.00%,90.90%,12.1,B+ (3.45),B+ (3.46)
"Hoover, Gregory William",CSE 190 - Topics/Computer Sci & Engineer (F),WI15,31,17,100.00%,100.00%,11.25,B (3.00),B+ (3.59)
"Kunin, Jay Stuart",CSE 190 - Topics/Computer Sci & Engineer (G),WI15,21,4,100.00%,100.00%,9.5,A (4.00),A- (3.74)
"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (A),WI15,27,16,71.40%,78.60%,0.68,A (4.00),B+ (3.55)
"Minnes Kemp, Mor Mia",CSE 191 - Semnr/Computer Sci & Engineer (B),WI15,7,4,100.00%,100.00%,10.5,N/A,N/A
"Pasquale, Joseph",CSE 192 - Senior Seminar in CSE (A),WI15,23,16,100.00%,100.00%,0.5,N/A,N/A
"Lovett, Shachar",CSE 20 - Intro/Discrete Mathematics (A),WI15,200,93,80.00%,52.20%,5.87,B+ (3.34),B+ (3.34)
"Tiefenbruck, Janine LoBue",CSE 21 - Math/Algorithm&Systems Analys (A),WI15,138,107,77.10%,80.00%,6.93,B (3.14),B (3.04)
"Impagliazzo, Russell",CSE 21 - Math/Algorithm&Systems Analys (B),WI15,192,160,81.80%,55.30%,7.35,B+ (3.31),B (3.06)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),WI15,191,75,77.50%,54.90%,3.37,B+ (3.49),B+ (3.44)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),WI15,173,64,96.60%,98.30%,11.64,B+ (3.44),B (3.17)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (B),WI15,125,53,93.60%,93.60%,11.35,B+ (3.62),B (3.17)
"Marx, Susan S",CSE 7 - Intro Programming MATLAB (A),WI15,120,48,77.80%,71.10%,3.73,B+ (3.47),B+ (3.37)
"Papakonstantinou, Yannis",CSE 87 - Freshman Seminar (A),WI15,12,8,87.50%,100.00%,1.83,A (4.00),N/A
"Cottrell, Garrison W",CSE 87 - Freshman Seminar (B),WI15,9,3,66.70%,66.70%,0.5,N/A,N/A
"Pasquale, Joseph",CSE 87 - Freshman Seminar (C),WI15,14,12,100.00%,100.00%,0.7,N/A,N/A
"Klemperer, Peter Friedrich",CSE 8A - Intro/Computer Sci: Java (I) (A),WI15,182,131,95.30%,92.20%,7.14,B+ (3.56),B+ (3.38)
"Klemperer, Peter Friedrich",CSE 8A - Intro/Computer Sci: Java (I) (B),WI15,175,118,98.30%,88.80%,6.85,B+ (3.65),B+ (3.38)
"Ord, Richard",CSE 8B - Intro/Computer Sci. Java (II) (A),WI15,163,116,97.40%,95.70%,11.73,B+ (3.52),B (3.19)
"Porter, Leonard Emerson",CSE 8B - Intro/Computer Sci. Java (II) (B),WI15,244,202,97.50%,97.00%,9.74,B+ (3.57),B+ (3.40)
"Alvarado, Christine J.",CSE 90 - Undergraduate Seminar (A),WI15,48,26,88.00%,96.00%,2.75,A (4.00),N/A
"Mirza, Diba",CSE 100 - Advanced Data Structures (A),FA14,197,138,94.70%,93.10%,11.75,B (3.26),B (3.02)
"Mirza, Diba",CSE 100 - Advanced Data Structures (B),FA14,183,131,92.90%,89.80%,10.75,B (3.13),B (3.02)
"Dasgupta, Sanjoy",CSE 101 - Design & Analysis of Algorithm (A),FA14,265,120,92.80%,95.50%,7.78,B (3.04),B- (2.95)
"Freund, Yoav",CSE 103 - Practical Intro/Prob & Stats (A),FA14,195,77,65.30%,59.70%,5.17,B+ (3.33),B+ (3.48)
"Shacham, Hovav",CSE 105 - Intro/Theory of Computation (A),FA14,185,70,47.70%,67.70%,9.04,B- (2.80),C (2.19)
"Porter, Jesse D",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (A),FA14,173,80,94.40%,73.60%,8.14,A- (3.75),B+ (3.68)
"Ord, Richard",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (B),FA14,185,94,98.70%,100.00%,10.34,A- (3.82),A- (3.73)
"Allos, Haytham Issa",CSE 110 - Software Engineering (A),FA14,165,69,76.60%,54.70%,8.44,B (3.23),B (3.26)
"Arsanjani, Ali Paul",CSE 110 - Software Engineering (C),FA14,79,44,89.70%,76.90%,7.26,B (3.18),B (3.09)
"Weibel, Nadir",CSE 118 - Ubiquitous Computing (A),FA14,46,14,92.90%,100.00%,8.79,B+ (3.46),B+ (3.60)
"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),FA14,174,71,88.50%,80.30%,15.7,B (3.13),B- (2.82)
"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (B),FA14,174,71,89.10%,74.50%,15.37,B+ (3.37),B- (2.82)
"Voelker, Geoffrey M.",CSE 120 - Princ/Computer Operating Systm (B),FA14,184,76,86.60%,97.00%,11.21,B (3.08),B (3.05)
"Snoeren, Alex C.",CSE 123 - Computer Networks (A),FA14,113,50,89.60%,97.90%,10.13,B (3.04),C+ (2.39)
"Levchenko, Kirill I.",CSE 127 - Intro to Computer Security (A),FA14,87,46,78.60%,90.50%,11.15,B- (2.89),B- (2.75)
"Lerner, Sorin",CSE 130 - Progrmng Lang:Princpl&Paradigm (A),FA14,190,147,92.50%,96.60%,8.4,B+ (3.38),B+ (3.52)
"Bournoutian, Garo",CSE 131 - Compiler Construction (A),FA14,75,17,84.60%,84.60%,17.42,B (3.08),C+ (2.45)
"Vianu, Victor Dan",CSE 132A - Database System Principles (A),FA14,189,65,83.10%,67.80%,6.67,B (3.22),B- (2.84)
"Orailoglu, Alex",CSE 140 - Component&Desgn Tech/Digtl Sys (A),FA14,47,18,64.30%,50.00%,10.5,C+ (2.50),B- (2.75)
"Cheng, Chung Kuan",CSE 140 - Component&Desgn Tech/Digtl Sys (B),FA14,181,135,81.30%,80.50%,5.66,B+ (3.31),B (3.21)
"Orailoglu, Alex",CSE 140L - Digital Systems Laboratory (A),FA14,45,12,58.30%,33.30%,16.5,B (3.17),B- (2.75)
"Kim, Choon",CSE 140L - Digital Systems Laboratory (B),FA14,180,91,68.60%,50.00%,7.57,B+ (3.40),B (3.30)
"Porter, Leonard Emerson",CSE 141 - Intro/Computer Architecture (A),FA14,89,79,86.80%,98.70%,7.89,B (3.22),B- (2.96)
"Porter, Leonard Emerson",CSE 141 - Intro/Computer Architecture (B),FA14,110,94,91.50%,94.70%,7.53,B (3.13),B- (2.96)
"Eldon, John",CSE 141L - Project/Computer Architecture (A),FA14,88,47,68.90%,86.70%,11.68,B (3.05),B (3.13)
"Eldon, John",CSE 141L - Project/Computer Architecture (B),FA14,63,31,61.50%,84.60%,11.3,B- (2.80),B (3.13)
"Gillespie, Gary N",CSE 15L - Software Tools&Techniques Lab (A),FA14,159,65,82.50%,82.50%,3.52,B+ (3.48),B (3.14)
"Altintas De Callaf, Ilkay",CSE 15L - Software Tools&Techniques Lab (B),FA14,172,54,80.80%,76.90%,3.54,B+ (3.68),B+ (3.32)
"Schulze, Jurgen P.",CSE 167 - Computer Graphics (A),FA14,104,47,87.80%,95.10%,14.79,B+ (3.43),B+ (3.31)
"Bafna, Vineet",CSE 182 - Biological Databases (A),FA14,12,6,60.00%,60.00%,11.3,B+ (3.60),N/A
"Deutsch, Alin Bernard",CSE 190 - Topics/Computer Sci & Engineer (A),FA14,44,10,87.50%,87.50%,5.5,A- (3.75),B+ (3.45)
"Paturi, Ramamohan",CSE 190 - Topics/Computer Sci & Engineer (B),FA14,58,17,94.10%,88.20%,7.79,B+ (3.35),B- (2.95)
"Chockalingam, Ganapathy",CSE 190 - Topics/Computer Sci & Engineer (C),FA14,42,17,94.10%,94.10%,10.64,B+ (3.38),B+ (3.67)
"Kumar, Rakesh",CSE 190 - Topics/Computer Sci & Engineer (D),FA14,38,18,93.80%,93.80%,4.64,B+ (3.44),B+ (3.46)
"Kunin, Jay Stuart",CSE 190 - Topics/Computer Sci & Engineer (E),FA14,16,5,100.00%,100.00%,13.7,A (4.00),N/A
"Alvarado, Christine J.",CSE 191 - Semnr/Computer Sci & Engineer (A),FA14,22,9,100.00%,100.00%,5.25,A (4.00),N/A
"Minnes Kemp, Mor Mia",CSE 191 - Semnr/Computer Sci & Engineer (B),FA14,5,2,100.00%,100.00%,4.5,A (4.00),N/A
"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (A),FA14,151,76,81.90%,87.50%,9.28,B (3.17),B (3.07)
"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (B),FA14,160,80,83.10%,90.10%,7.68,B (3.08),B (3.07)
"Graham, Ronald L",CSE 21 - Math/Algorithm&Systems Analys (A),FA14,195,89,97.50%,97.50%,4.9,B+ (3.60),B+ (3.47)
"Graham, Ronald L",CSE 21 - Math/Algorithm&Systems Analys (B),FA14,196,63,94.60%,96.40%,5.6,B+ (3.57),B+ (3.47)
"Graham, Ronald L",CSE 21 - Math/Algorithm&Systems Analys (D),FA14,77,31,96.70%,96.70%,6.5,B+ (3.45),B+ (3.47)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),FA14,159,70,86.90%,80.30%,3.91,B+ (3.43),B+ (3.44)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (B),FA14,160,70,85.70%,69.80%,4.37,B+ (3.54),B+ (3.44)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),FA14,112,44,89.70%,94.90%,12.86,B+ (3.32),B (3.08)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (B),FA14,135,48,85.00%,82.50%,13.55,B (3.30),B (3.08)
"Marx, Susan S",CSE 5A - Introduction to Programming I (A),FA14,81,36,91.20%,85.30%,5.88,B+ (3.58),B- (2.89)
"Cottrell, Garrison W",CSE 87 - Freshman Seminar (A),FA14,15,10,80.00%,60.00%,0.7,A (4.00),N/A
"Kastner, Ryan Charles",CSE 87 - Freshman Seminar (B),FA14,19,12,100.00%,100.00%,0.5,A (4.00),N/A
"Alvarado, Christine J.",CSE 8A - Intro/Computer Sci: Java (I) (A),FA14,191,152,99.30%,98.60%,6.92,B+ (3.62),B- (2.91)
"Alvarado, Christine J.",CSE 8A - Intro/Computer Sci: Java (I) (B),FA14,200,163,94.40%,98.80%,8.35,B+ (3.56),B- (2.91)
"Klemperer, Peter Friedrich",CSE 8A - Intro/Computer Sci: Java (I) (C),FA14,197,165,95.10%,80.20%,7.18,B+ (3.62),B (3.14)
"Gillespie, Gary N",CSE 90 - Undergraduate Seminar (A),FA14,82,42,92.10%,97.40%,1.17,A (4.00),N/A
"Marx, Susan S",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (A),S214,36,9,77.80%,77.80%,9.39,B+ (3.63),B (3.01)
"Powell, Thomas Allan",CSE 135 - Server-side Web Applications (A),S214,83,10,100.00%,100.00%,14.7,B+ (3.50),B (3.18)
"Chu, Isaac Y",CSE 136 - Enterprise-class Web Applcatns (A),S214,45,6,100.00%,83.30%,7.5,B+ (3.33),B+ (3.42)
"Orailoglu, Alex",CSE 140 - Component&Desgn Tech/Digtl Sys (A),S214,24,2,50.00%,50.00%,16.5,C+ (2.50),C (2.20)
"Orailoglu, Alex",CSE 140L - Digital Systems Laboratory (A),S214,25,2,50.00%,50.00%,14.5,C+ (2.50),B- (2.85)
"Tseng, Hung-Wei",CSE 141 - Intro/Computer Architecture (A),S214,66,21,81.00%,95.20%,10.79,B+ (3.67),B+ (3.35)
"Tseng, Hung-Wei",CSE 141L - Project/Computer Architecture (A),S214,57,12,81.80%,100.00%,14.7,A- (3.82),B+ (3.70)
"Der, Matthew Francis",CSE 150 - Int Artif Intell:Search&Reason (A),S214,41,10,100.00%,100.00%,10.75,B (3.13),B (3.07)
"Mirza, Diba",CSE 30 - Computer Organiz&Systms Progrm (B),S214,49,22,95.50%,100.00%,10.4,B (3.24),B- (2.99)
"Marx, Susan S",CSE 5A - Introduction to Programming I (A),S214,35,6,100.00%,66.70%,10.83,A- (3.80),B- (2.95)
"Mirza, Diba",CSE 100 - Advanced Data Structures (B),S114,75,28,100.00%,92.90%,12.5,B+ (3.67),B (3.13)
"Paturi, Ramamohan",CSE 101 - Design & Analysis of Algorithm (A),S114,39,6,100.00%,100.00%,9.3,B (3.00),B (3.17)
"Marx, Susan S",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (A),S114,30,5,100.00%,100.00%,9.3,B+ (3.60),B- (2.95)
"Powell, Thomas Allan",CSE 134B - Web Client Languages (A),S114,112,20,90.00%,95.00%,10.4,B (3.15),B- (2.94)
"Altintas De Callaf, Ilkay",CSE 15L - Software Tools&Techniques Lab (A),S114,18,9,100.00%,85.70%,4.79,A- (3.86),N/A
"Hoover, Gregory William",CSE 190 - Topics/Computer Sci & Engineer (A),S114,35,10,100.00%,100.00%,18.9,B+ (3.44),B+ (3.57)
"Rubalcaba, Robert Ramon",CSE 20 - Intro/Discrete Mathematics (A),S114,65,39,97.40%,97.40%,6.82,A- (3.78),B+ (3.43)
"Frankie, Tasha Christine",CSE 3 - Fluency/Information Technology (A),S114,19,7,100.00%,85.70%,5.93,A- (3.80),N/A
"Pasquale, Joseph",CSE 4GS - Mathematical Beauty in Rome (A),S114,15,6,100.00%,100.00%,5.83,A (4.00),N/A
"Marx, Susan S",CSE 5A - Introduction to Programming I (A),S114,38,8,75.00%,75.00%,9,B (3.17),B+ (3.31)
"Pasquale, Joseph",CSE 6GS - Mathematicl Beauty in Rome-Lab (A),S114,15,5,100.00%,100.00%,5.3,A- (3.80),N/A
"Gupta, Anjum",CSE 7 - Intro Programming MATLAB (A),S114,29,5,75.00%,100.00%,6,B+ (3.67),B (3.05)
"Baden, Scott B.",CSE 100 - Advanced Data Structures (A),SP14,178,79,93.00%,22.50%,12.95,B (3.07),C+ (2.40)
"Impagliazzo, Russell",CSE 101 - Design & Analysis of Algorithm (A),SP14,148,40,87.50%,57.50%,7.34,B (3.23),B+ (3.54)
"Ferrante, Jeanne",CSE 105 - Intro/Theory of Computation (A),SP14,187,70,77.60%,88.10%,8.28,B (3.14),C+ (2.66)
"Minnes Kemp, Mor Mia",CSE 105 - Intro/Theory of Computation (B),SP14,114,47,84.40%,100.00%,7.9,B (3.23),B- (2.84)
"Miranda, Gregory Joseph",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (A),SP14,138,57,83.00%,60.40%,12.62,B+ (3.59),B (3.08)
"Gillespie, Gary N",CSE 110 - Software Engineering (A),SP14,193,55,88.50%,88.50%,10.5,B+ (3.51),B+ (3.41)
"Menarini, Massimiliano",CSE 110 - Software Engineering (B),SP14,143,57,73.60%,52.80%,8.31,B+ (3.54),B+ (3.36)
"Alvarado, Christine J.",CSE 12 - Basic Data Struct & OO Design (A),SP14,176,134,97.00%,99.20%,12.08,B+ (3.32),B- (2.91)
"Papadopoulos, Philip Micha",CSE 12 - Basic Data Struct & OO Design (B),SP14,186,157,96.80%,80.10%,10.64,B (3.28),B- (2.84)
"Zhou, Yuan-Yuan",CSE 120 - Princ/Computer Operating Systm (A),SP14,69,24,100.00%,86.40%,11.41,B- (2.90),C+ (2.58)
