Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Tor, Yitzhak",CHEM 154 - Mechanisms/Organic Reactions (A),FA14,49,18,100.00%,100.00%,7.61,B+ (3.39),B+ (3.34)
"Collins, Douglas Bradford",CHEM 171 - Environmental Chemistry I (A),FA14,64,28,96.20%,88.50%,7.14,B (3.08),C+ (2.69)
"Gilson, Michael K.",CHEM 185 - Intro/Computational Chemistry (A),FA14,3,1,100.00%,100.00%,10.5,A (4.00),N/A
"Albizati, Kim F.",CHEM 192 - Sr Seminar in Chem & Biochem (A),FA14,16,3,100.00%,100.00%,1.17,N/A,N/A
"Hoeger, Carl",CHEM 4 - Basic Chemistry (A),FA14,304,168,88.90%,91.70%,6.12,B- (2.78),B- (2.76)
"Hoeger, Carl",CHEM 6A - General Chemistry I (A),FA14,404,254,94.90%,89.90%,7.2,B (3.10),B- (2.96)
"Crowell, John E",CHEM 6A - General Chemistry I (B),FA14,407,220,83.00%,52.10%,6.83,B (3.14),B- (2.95)
"Bussey, Thomas J",CHEM 6A - General Chemistry I (C),FA14,419,266,95.30%,95.70%,6.12,B+ (3.35),B (3.24)
"Johnson, Christina A",CHEM 6A - General Chemistry I (D),FA14,413,226,90.70%,95.90%,7.72,B (3.14),B (3.07)
"Zimmermann, Joerg",CHEM 6A - General Chemistry I (E),FA14,319,204,87.50%,64.80%,6.29,B (3.16),B- (2.94)
"Hamaoka, Brent Y",CHEM 6A - General Chemistry I (F),FA14,316,204,94.10%,88.80%,5.57,B+ (3.51),B (3.11)
"Crowell, John E",CHEM 6A - General Chemistry I (G),FA14,349,190,86.00%,44.60%,6.68,B (3.14),B- (2.95)
"Kim, Judy E.",CHEM 6AH - Honors General Chemistry I (A),FA14,179,116,69.40%,85.70%,8.17,B+ (3.30),B (3.16)
"Hamaoka, Brent Y",CHEM 6B - General Chemistry II (A),FA14,310,127,92.20%,80.00%,7.04,B (3.04),C+ (2.62)
"Johnson, Christina A",CHEM 6C - General Chemistry III (A),FA14,415,169,83.40%,94.50%,8.15,B- (2.85),C+ (2.68)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (A),FA14,269,101,86.20%,86.20%,6.13,B+ (3.40),B (3.01)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (B),FA14,262,91,77.10%,83.10%,6.94,B+ (3.43),B (3.01)
"Albizati, Kim F.",CHEM 87 - Freshman Seminar (A),FA14,19,13,92.30%,92.30%,0.5,N/A,N/A
"Brydges, Stacey",CHEM 87 - Freshman Seminar (B),FA14,18,12,100.00%,100.00%,1.5,A (4.00),N/A
"Blum, Angela Patricia",CHEM 12 - Molecules and Reactions (A),S214,18,13,100.00%,100.00%,4.04,B+ (3.36),N/A
"Ternansky, Robert J.",CHEM 140A - Organic Chemistry I (A),S214,58,32,90.60%,93.80%,14.06,B (3.00),C+ (2.63)
"Oconnor, Joseph M.",CHEM 140B - Organic Chemistry II (A),S214,118,11,90.90%,90.90%,14.72,B (3.20),B- (2.73)
"Albizati, Kim F.",CHEM 140C - Organic Chemistry III (A),S214,173,42,85.40%,97.60%,10.26,B (3.20),C+ (2.59)
"Hamaoka, Brent Y",CHEM 6A - General Chemistry I (A),S214,53,14,91.70%,83.30%,8.67,B+ (3.36),C+ (2.54)
"Johnson, Christina A",CHEM 6B - General Chemistry II (A),S214,61,14,71.40%,100.00%,9.07,B- (2.93),B- (2.73)
"Johnson, Christina A",CHEM 6C - General Chemistry III (A),S214,155,31,79.30%,96.60%,9.6,B- (2.93),B- (2.85)
"Pomeroy, Robert S.",CHEM 100A - Analytical Chemistry Lab (A),S114,18,6,100.00%,100.00%,14.1,B+ (3.40),N/A
"Hamaoka, Brent Y",CHEM 108 - Protein Biochemistry Lab (A),S114,23,6,100.00%,100.00%,10.5,B+ (3.50),B (3.16)
"Fusco, Amanda J.",CHEM 114A - Biochemical Structure&Function (A),S114,73,16,64.30%,85.70%,6.81,B (3.14),C+ (2.50)
"Oconnor, Joseph M.",CHEM 140A - Organic Chemistry I (A),S114,132,26,92.00%,92.00%,12.33,B+ (3.38),B- (2.80)
"Weizman, Haim",CHEM 140B - Organic Chemistry II (A),S114,113,17,93.30%,93.30%,12.36,B (3.13),B- (2.83)
"Albizati, Kim F.",CHEM 140C - Organic Chemistry III (A),S114,127,15,86.70%,100.00%,11.83,B+ (3.47),B- (2.72)
"Weizman, Haim",CHEM 143A - Organic Chemistry Laboratory (A),S114,57,12,90.90%,90.90%,11.05,B- (2.82),B (3.00)
"Ternansky, Robert J.",CHEM 143B - Organic Chemistry Laboratory (A),S114,35,15,86.70%,93.30%,7.03,B (3.00),B+ (3.44)
"Hoeger, Carl",CHEM 6A - General Chemistry I (A),S114,64,17,100.00%,80.00%,8.77,B (3.14),B- (2.75)
"Leigh, Brian",CHEM 6B - General Chemistry II (A),S114,50,12,100.00%,100.00%,8.3,B+ (3.33),B- (2.73)
"Hoeger, Carl",CHEM 6C - General Chemistry III (A),S114,120,24,82.60%,91.30%,8.41,B- (2.73),B (3.12)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (A),S114,179,45,90.50%,90.50%,9.79,B (3.29),B- (2.96)
"Martz, Todd R.",CHEM 100A - Analytical Chemistry Lab (A),SP14,73,32,71.40%,78.60%,7.14,B+ (3.50),B+ (3.31)
"Pomeroy, Robert S.",CHEM 100B - Instrumental Analysis (A),SP14,22,9,87.50%,100.00%,6.25,B- (2.88),B- (2.77)
"Pomeroy, Robert S.",CHEM 100BL - Instrumental Analysis Lab (A),SP14,22,7,71.40%,100.00%,10.21,B- (2.86),B- (2.97)
"Kim, Judy E.",CHEM 105A - Physical Chemistry Laboratory (A),SP14,38,12,66.70%,100.00%,7.17,B+ (3.33),B- (2.92)
"Crowell, John E",CHEM 105A - Physical Chemistry Laboratory (B),SP14,43,13,83.30%,58.30%,6.86,B+ (3.36),B- (2.89)
"Kim, Judy E.",CHEM 105B - Physical Chemistry Laboratory (A),SP14,5,2,50.00%,100.00%,14.5,B (3.00),N/A
"Crowell, John E",CHEM 105B - Physical Chemistry Laboratory (B),SP14,4,1,100.00%,100.00%,4.5,B (3.00),N/A
"Huang, Xuemei",CHEM 108 - Protein Biochemistry Lab (A),SP14,59,23,90.00%,95.00%,11.3,B+ (3.50),B+ (3.37)
"Mrse, Anthony Adrian",CHEM 108 - Protein Biochemistry Lab (A),SP14,59,16,85.70%,100.00%,10.64,B+ (3.50),N/A
"Brydges, Stacey",CHEM 11 - The Periodic Table (A),SP14,184,92,89.70%,98.90%,4.38,B (3.26),B+ (3.30)
"Komives, Elizabeth A",CHEM 113 - Physical Chem/Biol Macromolec (A),SP14,24,12,100.00%,100.00%,5.83,B+ (3.67),A- (3.88)
"Walker, Ross Charles",CHEM 113 - Physical Chem/Biol Macromolec (A),SP14,24,10,100.00%,100.00%,5.83,B+ (3.60),A- (3.88)
"Wollman, Roy",CHEM 114B - Biochem Energetics&Metabolism (A),SP14,52,26,95.50%,90.90%,7.59,B+ (3.45),B (3.22)
"Joseph, Simpson",CHEM 114C - Biosynthesis of Macromolecules (A),SP14,204,59,76.80%,76.80%,8.03,B (3.24),C+ (2.65)
"Tezcan, Faik",CHEM 120A - Inorganic Chemistry I (A),SP14,111,39,70.30%,78.40%,6.68,B (3.03),C (2.26)
"Opella, Stanley J",CHEM 13 - Chemistry of Life (A),SP14,63,20,75.00%,75.00%,4.4,B (3.25),B- (2.81)
"Galperin, Michael",CHEM 133 - Chemical Physics: Quantum Mech (A),SP14,81,31,54.80%,74.20%,11.63,C+ (2.60),C+ (2.49)
"Sinha, Amitabha",CHEM 135 - Molecular Spectroscopy (A),SP14,4,2,100.00%,100.00%,3.5,A (4.00),N/A
"Whitesell, James K.",CHEM 140A - Organic Chemistry I (A),SP14,245,69,78.10%,51.60%,6.56,B (3.11),C+ (2.54)
"Theodorakis, Emmanouil",CHEM 140B - Organic Chemistry II (A),SP14,371,106,81.60%,94.90%,7.59,B- (2.99),C+ (2.65)
"Whitesell, James K.",CHEM 140B - Organic Chemistry II (B),SP14,389,103,76.80%,48.40%,6.52,B (3.11),C+ (2.65)
"Hoeger, Carl",CHEM 140C - Organic Chemistry III (A),SP14,299,96,83.70%,84.80%,9.65,B (3.14),B (3.04)
"Ternansky, Robert J.",CHEM 140C - Organic Chemistry III (B),SP14,120,64,95.30%,93.80%,10.23,B (3.04),C+ (2.69)
"Tor, Yitzhak",CHEM 140CH - Honors Organic Chemistry (A),SP14,62,26,92.30%,100.00%,7.88,B+ (3.48),B+ (3.65)
"Weizman, Haim",CHEM 143A - Organic Chemistry Laboratory (B),SP14,335,115,92.20%,85.40%,6.32,B (3.28),B- (2.97)
"Ternansky, Robert J.",CHEM 143B - Organic Chemistry Laboratory (A),SP14,108,40,86.10%,86.10%,8.16,B (3.00),B (3.25)
"Weizman, Haim",CHEM 143D - Molecular Design & Synthesis (A),SP14,13,5,80.00%,80.00%,8,B (3.25),N/A
"Perrin, Charles L.",CHEM 146 - Kinetics & Mechan of Org React (A),SP14,22,8,75.00%,87.50%,3.25,B- (2.88),B+ (3.42)
"Burkart, Michael D",CHEM 157 - Natural Products Chemistry (A),SP14,70,21,85.70%,95.20%,5.74,B (3.29),B- (2.97)
"Molinski, Tadeusz",CHEM 158 - Applied Spectroscopy (A),SP14,9,5,60.00%,40.00%,7.3,B (3.20),N/A
"Baker, Timothy Stanley",CHEM 164 - Structural Biology of Viruses (A),SP14,33,12,83.30%,91.70%,6.33,B (3.27),B (3.10)
"AMARO, ROMMIE",CHEM 167 - Medicinal Chemistry (A),SP14,67,48,91.30%,87.00%,5.26,B+ (3.30),B+ (3.47)
"Prather, Kimberly A",CHEM 173 - Atmospheric Chemistry (A),SP14,11,6,80.00%,40.00%,5.3,B (3.00),N/A
"Dickson, Andrew Gilmore",CHEM 174 - Chem Prin of Marine Systems (A),SP14,32,7,100.00%,85.70%,5.64,B+ (3.57),B- (2.87)
"Czworkowski, John",CHEM 188 - Capstone Sem in Science Eductn (A),SP14,5,4,100.00%,100.00%,4,B+ (3.50),N/A
"Albizati, Kim F.",CHEM 192 - Sr Seminar in Chem & Biochem (A),SP14,16,5,100.00%,100.00%,0.5,N/A,N/A
"Johnson, Christina A",CHEM 6A - General Chemistry I (A),SP14,261,85,92.60%,95.10%,7.46,B- (2.82),C+ (2.66)
"Crowell, John E",CHEM 6B - General Chemistry II (A),SP14,372,140,72.10%,54.40%,7.31,B- (2.91),C+ (2.58)
"Johnson, Christina A",CHEM 6B - General Chemistry II (B),SP14,440,187,85.20%,93.40%,7.48,B- (2.92),B- (2.75)
"Albizati, Kim F.",CHEM 6C - General Chemistry III (A),SP14,409,199,90.10%,99.50%,6.17,B (3.19),C+ (2.57)
"Hoeger, Carl",CHEM 6C - General Chemistry III (B),SP14,208,100,90.60%,88.50%,7.48,B (3.04),B- (2.96)
"Brydges, Stacey",CHEM 6C - General Chemistry III (C),SP14,423,201,92.20%,92.20%,6.74,B (3.15),B (3.00)
"Ghosh, Gourisankar",CHEM 6C - General Chemistry III (D),SP14,260,122,80.80%,22.50%,6.52,B- (2.88),B- (2.76)
"Kubiak, Clifford Paul",CHEM 6CH - Honors General Chemistry III (A),SP14,85,45,82.20%,88.90%,6.32,B+ (3.34),B+ (3.42)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (A),SP14,266,101,87.20%,86.20%,6.39,B (3.17),B- (2.89)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (B),SP14,224,82,83.80%,73.80%,6.47,B+ (3.41),B- (2.89)
"Albizati, Kim F.",CHEM 87 - Freshman Seminar (A),SP14,19,10,88.90%,88.90%,1,N/A,N/A
"Tukey, Robert H",CHEM 92 - Undergrad Pharmacology Seminar (A),SP14,127,41,97.40%,92.10%,1.36,A (4.00),N/A
"Czworkowski, John",CHEM 96 - Introductn to Teaching Science (A),SP14,6,4,75.00%,75.00%,4,B+ (3.50),N/A
"Lingner, David W",CHEM 100A - Analytical Chemistry Lab (A),WI14,77,37,71.40%,34.30%,7.01,B (3.03),B- (2.94)
"Pomeroy, Robert S.",CHEM 100B - Instrumental Analysis (A),WI14,8,4,100.00%,100.00%,4.5,C+ (2.50),N/A
"Pomeroy, Robert S.",CHEM 100BL - Instrumental Analysis Lab (A),WI14,7,3,100.00%,100.00%,8.5,C+ (2.67),N/A
"Continetti, Robert E.",CHEM 105A - Physical Chemistry Laboratory (A),WI14,67,28,85.20%,85.20%,9.73,B+ (3.48),B (3.00)
"Continetti, Robert E.",CHEM 105B - Physical Chemistry Laboratory (A),WI14,4,1,100.00%,100.00%,4.5,B (3.00),N/A
"Johnson, Christina A",CHEM 109 - Recombinant DNA Laboratory (A),WI14,95,43,95.10%,97.60%,7.96,B (3.24),B+ (3.34)
"Toor, Navtej",CHEM 114A - Biochemical Structure&Function (A),WI14,114,56,96.30%,100.00%,6.84,B+ (3.49),B- (2.86)
"Komives, Elizabeth A",CHEM 114B - Biochem Energetics&Metabolism (A),WI14,230,85,88.90%,96.30%,7.64,B (3.25),B- (2.90)
"Devaraj, Neal Krishna",CHEM 116 - Chemical Biology (A),WI14,36,11,100.00%,90.00%,8.3,B (3.20),B+ (3.41)
"Dorrestein, Pieter",CHEM 116 - Chemical Biology (A),WI14,36,10,90.00%,90.00%,8.3,B (3.00),B+ (3.41)
"Tukey, Robert H",CHEM 118 - Pharmacology and Toxicology (A),WI14,154,62,93.30%,78.30%,4.6,B+ (3.32),B- (2.88)
"Fry, Nicole L",CHEM 12 - Molecules and Reactions (A),WI14,152,68,63.60%,59.10%,4.5,B+ (3.43),B (3.24)
"Sailor, Michael Joseph",CHEM 120B - Inorganic Chemistry II (A),WI14,67,36,88.60%,91.40%,5.95,B+ (3.53),B (3.18)
"Tauber, Michael",CHEM 127 - Physical Chem: Thermodynamics (A),WI14,270,99,68.50%,81.50%,7.1,B (3.10),B- (2.72)
"Lindenberg, Katja",CHEM 132 - Chem Physics: Stat Thermo II (A),WI14,80,37,73.50%,85.30%,8.32,B (3.09),C+ (2.48)
"Bertrand, Guy",CHEM 140A - Organic Chemistry I (A),WI14,303,101,93.70%,96.80%,6.94,B (3.28),B- (2.74)
"Albizati, Kim F.",CHEM 140A - Organic Chemistry I (B),WI14,413,165,91.00%,99.40%,7.57,B (3.16),C+ (2.63)
"Ternansky, Robert J.",CHEM 140B - Organic Chemistry II (A),WI14,285,145,82.00%,89.90%,10.39,B- (2.95),C+ (2.67)
"Hoeger, Carl",CHEM 140B - Organic Chemistry II (B),WI14,327,132,75.40%,83.10%,8.67,B (3.02),B- (2.90)
"Hoeger, Carl",CHEM 140B - Organic Chemistry II (C),WI14,211,87,80.00%,92.50%,10.09,B- (2.94),B- (2.90)
"Weizman, Haim",CHEM 140BH - Honors Organic Chemistry (A),WI14,80,37,97.20%,100.00%,8.06,B+ (3.57),B+ (3.61)
"Whitesell, James K.",CHEM 140C - Organic Chemistry III (A),WI14,113,46,79.10%,76.70%,5.45,B+ (3.51),B- (2.87)
"Albizati, Kim F.",CHEM 143A - Organic Chemistry Laboratory (A),WI14,415,158,95.40%,96.70%,6.97,B+ (3.56),B (3.02)
"Ternansky, Robert J.",CHEM 143B - Organic Chemistry Laboratory (A),WI14,98,45,95.60%,84.40%,7.15,B (3.16),B+ (3.32)
"Burkart, Michael D",CHEM 145 - Biofuels (A),WI14,19,10,100.00%,88.90%,5.17,B+ (3.63),B+ (3.41)
"Whitesell, James K.",CHEM 151 - Molecules That Changed World (A),WI14,69,24,95.80%,91.70%,2.85,A- (3.96),A (4.00)
"Godula, Kamil",CHEM 155 - Synthesis of Complex Molecules (A),WI14,3,1,100.00%,100.00%,14.5,A (4.00),N/A
"Gianneschi, Nathan",CHEM 156 - Struct&Properties/Organc Molec (A),WI14,11,3,100.00%,50.00%,3.5,A (4.00),N/A
"Yang, Jerry",CHEM 156 - Struct&Properties/Organc Molec (A),WI14,11,2,100.00%,100.00%,3.5,A (4.00),B (3.27)
"Viadiu, Hector",CHEM 165 - 3D Elctron Microscopy/Macromol (B),WI14,14,9,88.90%,100.00%,5.39,B+ (3.56),B- (2.94)
"Devaraj, Neal Krishna",CHEM 168 - Drug Synthesis and Design (A),WI14,43,20,100.00%,100.00%,3.55,A- (3.89),B+ (3.50)
"Pomeroy, Robert S.",CHEM 172 - Environmental Chemistry II (A),WI14,41,12,91.70%,100.00%,6.17,B (3.25),C+ (2.68)
"Czworkowski, John",CHEM 187 - Foundn of Teach&Learn Science (A),WI14,11,8,87.50%,87.50%,3.93,B+ (3.57),B+ (3.43)
"Weizman, Haim",CHEM 192 - Sr Seminar in Chem & Biochem (A),WI14,14,6,100.00%,100.00%,1.17,N/A,N/A
"Albizati, Kim F.",CHEM 192 - Sr Seminar in Chem & Biochem (B),WI14,11,5,100.00%,100.00%,0.5,N/A,N/A
"Newsam, John",CHEM 194 - Special Topics in Chemistry (A),WI14,8,6,100.00%,100.00%,2.17,A (4.00),N/A
"Sinha, Amitabha",CHEM 6A - General Chemistry I (A),WI14,293,154,82.20%,63.70%,6.36,B- (2.89),C+ (2.49)
"Trogler, William C",CHEM 6A - General Chemistry I (B),WI14,346,196,93.20%,75.80%,5.9,B (3.16),B- (2.85)
"Johnson, Christina A",CHEM 6A - General Chemistry I (C),WI14,409,237,91.20%,95.60%,7.06,B- (2.91),B- (2.88)
"Crowell, John E",CHEM 6B - General Chemistry II (A),WI14,429,245,89.10%,52.50%,6.73,B (3.19),B- (2.75)
"Kummel, Andrew C",CHEM 6B - General Chemistry II (B),WI14,416,229,88.20%,85.00%,7.11,B (3.07),B- (2.70)
"Muller, Ulrich K.",CHEM 6B - General Chemistry II (C),WI14,408,267,87.40%,91.20%,5.42,B+ (3.36),B- (2.98)
"Crowell, John E",CHEM 6B - General Chemistry II (D),WI14,425,244,83.80%,47.90%,6.88,B (3.16),B- (2.75)
"Paesani, Francesco",CHEM 6BH - Honors General Chemistry II (A),WI14,114,68,84.60%,95.40%,6.38,B+ (3.38),B (3.19)
"Ghosh, Partho",CHEM 6C - General Chemistry III (A),WI14,186,76,97.30%,90.40%,6.14,B (3.08),C+ (2.58)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (A),WI14,262,96,83.00%,84.10%,7.27,B (3.26),B- (2.78)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (B),WI14,224,91,83.80%,81.30%,6.42,B+ (3.40),B- (2.78)
"Czworkowski, John",CHEM 87 - Freshman Seminar (A),WI14,9,9,100.00%,88.90%,1.39,A (4.00),N/A
"Albizati, Kim F.",CHEM 87 - Freshman Seminar (B),WI14,14,7,100.00%,100.00%,0.83,N/A,N/A
"Czworkowski, John",CHEM 96 - Introductn to Teaching Science (A),WI14,9,6,100.00%,100.00%,2.5,A- (3.80),N/A
"Pomeroy, Robert S.",CHEM 100A - Analytical Chemistry Lab (A),FA13,117,50,69.40%,85.70%,7.31,B+ (3.42),B (3.18)
"Pomeroy, Robert S.",CHEM 100B - Instrumental Analysis (A),FA13,19,8,57.10%,85.70%,7.36,B (3.00),N/A
"Pomeroy, Robert S.",CHEM 100BL - Instrumental Analysis Lab (A),FA13,15,4,75.00%,75.00%,10,B+ (3.50),N/A
"Magde, Douglas",CHEM 105A - Physical Chemistry Laboratory (A),FA13,39,18,76.50%,94.10%,7.79,B (3.25),B (3.29)
"Magde, Douglas",CHEM 105B - Physical Chemistry Laboratory (A),FA13,2,2,100.00%,100.00%,7.5,B+ (3.50),N/A
"Hamaoka, Brent Y",CHEM 108 - Protein Biochemistry Lab (A),FA13,46,22,95.20%,100.00%,8.79,B+ (3.43),B (3.13)
"Hamaoka, Brent Y",CHEM 108 - Protein Biochemistry Lab (B),FA13,25,10,100.00%,88.90%,7.17,B+ (3.63),B (3.13)
"Lennox, Joseph",CHEM 11 - The Periodic Table (A),FA13,204,177,82.40%,79.50%,4.78,B+ (3.45),B (3.27)
"Jennings, Patricia A.",CHEM 114A - Biochemical Structure&Function (A),FA13,240,106,86.00%,58.00%,6.89,B+ (3.50),B- (2.88)
"Ghosh, Gourisankar",CHEM 114D - Molecular & Cellular Biochem (A),FA13,31,13,76.90%,84.60%,7.27,B+ (3.55),B (3.12)
"Figueroa, Joshua",CHEM 120A - Inorganic Chemistry I (A),FA13,167,88,81.00%,83.30%,7.51,B+ (3.32),C+ (2.55)
"Kim, Judy E.",CHEM 126 - Physical Chem: Quantum Mech (A),FA13,268,104,65.70%,89.90%,8.77,B (3.04),C+ (2.66)
"Paesani, Francesco",CHEM 131 - Physical Chemistry (A),FA13,135,65,76.90%,86.20%,7.78,B (3.25),C+ (2.64)
"Oconnor, Joseph M.",CHEM 140A - Organic Chemistry I (A),FA13,388,189,80.60%,88.00%,9.51,B (3.20),B- (2.80)
"Yang, Jerry",CHEM 140A - Organic Chemistry I (B),FA13,341,163,81.90%,74.20%,8.75,B (3.06),C+ (2.60)
"Ternansky, Robert J.",CHEM 140A - Organic Chemistry I (C),FA13,244,142,92.90%,91.50%,10.9,B- (2.94),C+ (2.66)
"Perrin, Charles L.",CHEM 140A - Organic Chemistry I (D),FA13,193,92,88.80%,84.30%,8.93,B (3.21),C+ (2.62)
"Guerrero, Carlos Ariel",CHEM 140B - Organic Chemistry II (A),FA13,229,105,72.40%,55.10%,8.52,B- (2.80),C+ (2.58)
"Hermann, Thomas",CHEM 140C - Organic Chemistry III (A),FA13,173,132,78.50%,87.70%,6.87,B (3.07),C+ (2.60)
"Weizman, Haim",CHEM 143A - Organic Chemistry Laboratory (A),FA13,391,150,86.90%,91.00%,7.36,B (3.24),B (3.00)
"Albizati, Kim F.",CHEM 143AH - Honors Organic Chemistry Lab (A),FA13,76,35,96.90%,93.80%,8.3,B+ (3.56),B+ (3.49)
"Ternansky, Robert J.",CHEM 143C - Organic Chemistry Laboratory (A),FA13,83,46,97.60%,95.20%,8.01,B+ (3.33),B+ (3.43)
"Guerrero, Carlos Ariel",CHEM 152 - Synthetic Methods/Organic Chem (A),FA13,21,8,75.00%,75.00%,8,B (3.00),B- (2.75)
"Tor, Yitzhak",CHEM 154 - Mechanisms/Organic Reactions (A),FA13,47,15,100.00%,100.00%,7.3,B+ (3.53),B+ (3.30)
"Bertram, Timothy",CHEM 171 - Environmental Chemistry I (A),FA13,73,34,78.10%,81.30%,6.13,B (3.00),B (3.04)
"AMARO, ROMMIE",CHEM 185 - Intro/Computational Chemistry (A),FA13,7,2,100.00%,100.00%,9.5,A (4.00),N/A
"Hoeger, Carl",CHEM 4 - Basic Chemistry (A),FA13,346,221,89.00%,90.00%,6.77,B- (2.95),B- (2.80)
"Hoeger, Carl",CHEM 6A - General Chemistry I (A),FA13,426,263,94.40%,89.60%,7.9,B (3.11),B- (2.78)
"Czworkowski, John",CHEM 6A - General Chemistry I (B),FA13,423,227,89.90%,77.10%,6.29,B (3.28),C+ (2.66)
"Czworkowski, John",CHEM 6A - General Chemistry I (C),FA13,419,255,89.50%,78.70%,6.06,B (3.28),C+ (2.66)
"Lennox, Joseph",CHEM 6A - General Chemistry I (D),FA13,407,372,87.90%,67.70%,7.33,B (3.02),B (3.07)
"Johnson, Christina A",CHEM 6A - General Chemistry I (E),FA13,381,221,94.40%,96.70%,6.89,B (3.08),B (3.03)
"Zimmermann, Joerg",CHEM 6A - General Chemistry I (F),FA13,334,269,93.20%,61.70%,6.28,B (3.15),B- (2.98)
"Weare, John H.",CHEM 6AH - Honors General Chemistry I (A),FA13,189,128,49.60%,31.70%,8.65,B+ (3.33),B+ (3.45)
"Albizati, Kim F.",CHEM 6B - General Chemistry II (A),FA13,222,97,91.40%,95.70%,5.98,B (3.21),B- (2.76)
"Johnson, Christina A",CHEM 6C - General Chemistry III (A),FA13,381,168,94.30%,97.50%,7.71,B (3.08),B- (2.76)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (A),FA13,273,107,80.80%,81.70%,6.31,B (3.28),B- (2.84)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (B),FA13,272,110,86.90%,85.90%,5.56,B+ (3.30),B- (2.84)
"Czworkowski, John",CHEM 87 - Freshman Seminar (A),FA13,12,8,87.50%,100.00%,1.36,N/A,N/A
"Weizman, Haim",CHEM 87 - Freshman Seminar (B),FA13,18,14,92.90%,100.00%,0.79,A (4.00),N/A
"Albizati, Kim F.",CHEM 87 - Freshman Seminar (C),FA13,17,14,92.90%,92.90%,0.5,A (4.00),N/A
"Hamaoka, Brent Y",CHEM 108 - Protein Biochemistry Lab (A),S213,38,13,92.30%,100.00%,11.58,B+ (3.31),B (3.19)
"Ternansky, Robert J.",CHEM 140A - Organic Chemistry I (A),S213,54,24,100.00%,100.00%,15.41,B+ (3.33),C+ (2.69)
"Oconnor, Joseph M.",CHEM 140B - Organic Chemistry II (A),S213,170,31,74.20%,93.50%,10.89,B- (2.93),C+ (2.61)
"Albizati, Kim F.",CHEM 140C - Organic Chemistry III (A),S213,116,19,100.00%,94.70%,8.71,B+ (3.53),C+ (2.62)
"Lennox, Joseph",CHEM 6A - General Chemistry I (A),S213,40,32,90.30%,90.30%,8.89,B (3.14),B- (2.96)
"Johnson, Christina A",CHEM 6B - General Chemistry II (A),S213,39,25,88.00%,96.00%,9.62,B- (2.76),B- (2.87)
"Johnson, Christina A",CHEM 6C - General Chemistry III (A),S213,131,105,94.20%,97.10%,10.08,B (3.04),B- (2.90)
"Fusco, Amanda J.",CHEM 114A - Biochemical Structure&Function (A),S113,82,24,95.50%,95.50%,7.32,B+ (3.59),B- (2.79)
"Rios, Andro C",CHEM 12 - Molecules and Reactions (A),S113,23,9,88.90%,100.00%,4.5,A (4.00),B+ (3.43)
"Oconnor, Joseph M.",CHEM 140A - Organic Chemistry I (A),S113,107,24,82.60%,87.00%,10.15,B (3.09),B- (2.81)
"Weizman, Haim",CHEM 140B - Organic Chemistry II (A),S113,183,44,78.00%,95.10%,9.45,B (3.02),B- (2.80)
"Albizati, Kim F.",CHEM 140C - Organic Chemistry III (A),S113,81,19,88.20%,100.00%,10.85,B+ (3.53),B- (2.74)
"Hoeger, Carl",CHEM 6A - General Chemistry I (A),S113,77,12,81.80%,63.60%,11.05,B+ (3.36),B- (2.88)
"Hamaoka, Brent Y",CHEM 6B - General Chemistry II (A),S113,39,12,72.70%,100.00%,8.5,B- (2.91),C+ (2.56)
"Hoeger, Carl",CHEM 6C - General Chemistry III (A),S113,92,23,94.40%,94.40%,8.61,B (3.00),B- (2.86)
"Williams, Renee T",CHEM 100A - Analytical Chemistry Lab (A),SP13,97,44,61.40%,25.00%,9.95,B (3.19),B (3.24)
"Pomeroy, Robert S.",CHEM 100B - Instrumental Analysis (A),SP13,29,13,92.30%,100.00%,5.12,B (3.15),B- (2.99)
"Pomeroy, Robert S.",CHEM 100BL - Instrumental Analysis Lab (A),SP13,29,13,92.30%,100.00%,7.27,B+ (3.46),B+ (3.33)
"Magde, Douglas",CHEM 105A - Physical Chemistry Laboratory (A),SP13,79,20,52.60%,78.90%,9.76,B (3.21),B (3.18)
"Magde, Douglas",CHEM 105B - Physical Chemistry Laboratory (A),SP13,5,2,50.00%,100.00%,4.5,B (3.00),N/A
"Magde, Douglas",CHEM 105B - Physical Chemistry Laboratory (B),SP13,5,1,100.00%,100.00%,6.5,A (4.00),N/A
"Hamaoka, Brent Y",CHEM 108 - Protein Biochemistry Lab (A),SP13,46,18,76.50%,88.20%,9.32,B (3.24),B (3.09)
"Hamaoka, Brent Y",CHEM 108 - Protein Biochemistry Lab (B),SP13,41,14,100.00%,100.00%,8.36,B+ (3.43),B (3.09)
"Lennox, Joseph",CHEM 11 - The Periodic Table (A),SP13,148,118,87.30%,84.70%,5.15,B (3.21),B (3.19)
