Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Dembinski, Holly",CHEM 6A - General Chemistry I (B),WI16,248,125,82.60%,46.10%,6.19,C+ (2.47),B- (2.78)
"Fisher, Kaitlin Mallory",CHEM 6A - General Chemistry I (C),WI16,211,103,92.80%,93.80%,6.64,B (3.08),B (3.19)
"Trogler, William C",CHEM 6B - General Chemistry II (A),WI16,384,225,92.60%,79.60%,6.28,B+ (3.39),B (3.24)
"Kummel, Andrew C",CHEM 6B - General Chemistry II (B),WI16,378,242,90.90%,91.30%,6.25,B (3.26),B- (2.86)
"Hamaoka, Brent Y",CHEM 6B - General Chemistry II (C),WI16,153,85,83.30%,51.30%,5.29,B (3.08),B- (2.79)
"Hoeger, Carl",CHEM 6B - General Chemistry II (D),WI16,375,227,92.50%,86.80%,7.57,B (3.12),B- (2.83)
"Johnson, Christina A",CHEM 6B - General Chemistry II (E),WI16,428,261,89.40%,92.10%,7.65,B (3.10),B (3.03)
"Paesani, Francesco",CHEM 6BH - Honors General Chemistry II (A),WI16,104,79,88.20%,97.40%,7.37,B+ (3.57),B+ (3.46)
"Hoeger, Carl",CHEM 6C - General Chemistry III (A),WI16,155,73,87.50%,86.10%,7.97,C+ (2.69),B- (2.73)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (A),WI16,225,94,81.70%,87.80%,6.06,B (3.12),B (3.05)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (B),WI16,205,111,84.60%,87.50%,5.94,B (3.26),B (3.05)
"Fisher, Kaitlin Mallory",CHEM 7L - General Chemistry Laboratory (C),WI16,131,76,83.30%,98.60%,6.09,B+ (3.43),B+ (3.32)
"Brydges, Stacey",CHEM 7LM - General Chemistry Lab - Majors (A),WI16,77,42,97.60%,100.00%,8.83,B+ (3.55),B+ (3.65)
"Bussey, Thomas J",CHEM 87 - Freshman Seminar (B),WI16,17,10,100.00%,100.00%,1.93,N/A,N/A
"Bussey, Thomas J",CHEM 96 - Introductn to Teaching Science (A),WI16,15,11,100.00%,100.00%,3.23,A- (3.90),N/A
"Pomeroy, Robert S.",CHEM 100A - Analytical Chemistry Lab (A),FA15,121,60,75.90%,81.00%,7.64,B (3.26),B- (3.00)
"Xiong, Wei",CHEM 105A - Physical Chemistry Laboratory (A),FA15,30,5,100.00%,100.00%,8.5,B+ (3.60),B (3.06)
"Xiong, Wei",CHEM 105B - Physical Chemistry Laboratory (A),FA15,5,3,66.70%,66.70%,7.83,B+ (3.67),N/A
"Ghosh, Gourisankar",CHEM 108 - Protein Biochemistry Lab (A),FA15,57,20,100.00%,75.00%,5.17,B+ (3.53),B+ (3.42)
"Brydges, Stacey",CHEM 11 - The Periodic Table (A),FA15,197,91,90.90%,98.90%,4.91,B+ (3.31),B (3.22)
"Toor, Navtej",CHEM 114A - Biochemical Structure&Function (A),FA15,190,83,88.90%,85.20%,6.53,B (3.26),B (3.09)
"Ghosh, Gourisankar",CHEM 114D - Molecular & Cellular Biochem (A),FA15,29,4,50.00%,75.00%,5.5,B (3.25),B+ (3.47)
"Rinehart, Jeffrey Dennis",CHEM 120A - Inorganic Chemistry I (A),FA15,116,58,90.60%,92.50%,5.13,B+ (3.33),B- (2.91)
"Yuen Zhou, Joel",CHEM 127 - Physical Chem: Thermodynamics (A),FA15,113,55,49.00%,33.30%,8.62,B (3.04),B- (2.77)
"Sinha, Amitabha",CHEM 130 - Chem Physics: Quantum Mech (A),FA15,85,44,62.80%,67.40%,8.75,B- (2.80),C+ (2.40)
"Oconnor, Joseph M.",CHEM 140A - Organic Chemistry I (A),FA15,392,161,83.90%,87.90%,9.65,B (3.07),B- (2.72)
"Yang, Jerry",CHEM 140A - Organic Chemistry I (B),FA15,257,108,86.80%,84.00%,8.44,B (3.13),B- (2.79)
"Ternansky, Robert J.",CHEM 140A - Organic Chemistry I (C),FA15,248,146,80.40%,69.60%,10.78,C+ (2.68),C+ (2.68)
"Perrin, Charles L.",CHEM 140A - Organic Chemistry I (D),FA15,341,171,82.00%,91.90%,8.71,B- (2.99),B- (2.75)
"Theodorakis, Emmanouil",CHEM 140B - Organic Chemistry II (A),FA15,347,118,79.80%,90.80%,8.09,B- (2.89),B- (2.78)
"Hermann, Thomas",CHEM 140C - Organic Chemistry III (A),FA15,204,128,83.90%,89.50%,7.95,B (3.17),B- (2.76)
"Ternansky, Robert J.",CHEM 143A - Organic Chemistry Laboratory (A),FA15,410,186,82.70%,85.10%,6.63,B (3.21),B (3.09)
"Albizati, Kim F.",CHEM 143C - Organic Chemistry Laboratory (A),FA15,66,31,96.70%,100.00%,6.17,B+ (3.30),B (3.29)
"Weizman, Haim",CHEM 143D - Molecular Design & Synthesis (A),FA15,9,3,100.00%,100.00%,7.17,B+ (3.33),N/A
"Theodorakis, Emmanouil",CHEM 152 - Synthetic Methods/Organic Chem (A),FA15,22,10,100.00%,100.00%,4.5,B+ (3.63),A- (3.92)
"Tor, Yitzhak",CHEM 154 - Mechanisms/Organic Reactions (A),FA15,38,14,92.30%,100.00%,5.83,B+ (3.33),B+ (3.41)
"Pomeroy, Robert S.",CHEM 171 - Environmental Chemistry I (A),FA15,110,46,86.70%,88.90%,5.8,B (3.07),B- (2.72)
"Albizati, Kim F.",CHEM 192 - Sr Seminar in Chem & Biochem (A),FA15,18,10,100.00%,100.00%,2.72,A (4.00),N/A
"Hoeger, Carl",CHEM 4 - Basic Chemistry (A),FA15,245,146,88.90%,89.60%,6.89,B- (2.73),B- (2.96)
"Zimmermann, Joerg",CHEM 6A - General Chemistry I (A),FA15,342,229,85.80%,64.70%,6.72,B (3.03),B (3.09)
"Crowell, John E",CHEM 6A - General Chemistry I (B),FA15,413,228,81.70%,34.90%,6.99,B- (2.98),B- (2.79)
"Dembinski, Holly",CHEM 6A - General Chemistry I (C),FA15,355,183,86.60%,55.50%,6.25,B (3.02),B- (2.94)
"Johnson, Christina A",CHEM 6A - General Chemistry I (D),FA15,422,230,94.30%,98.10%,6.86,B (3.26),B (3.16)
"Bussey, Thomas J",CHEM 6A - General Chemistry I (E),FA15,404,246,95.30%,95.30%,6.46,B (3.28),B- (2.97)
"Crowell, John E",CHEM 6A - General Chemistry I (F),FA15,352,191,76.90%,38.70%,7.22,B (3.04),B- (2.79)
"Bussey, Thomas J",CHEM 6A - General Chemistry I (G),FA15,359,195,93.00%,97.30%,6.2,B (3.27),B- (2.97)
"Kim, Judy E.",CHEM 6AH - Honors General Chemistry I (A),FA15,157,98,63.00%,91.30%,8.74,B (3.12),B (3.17)
"Hoeger, Carl",CHEM 6B - General Chemistry II (A),FA15,220,89,89.00%,89.00%,7.83,B- (2.91),C+ (2.64)
"Johnson, Christina A",CHEM 6C - General Chemistry III (A),FA15,356,144,89.60%,94.80%,8.29,B- (2.91),C+ (2.64)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (A),FA15,268,121,80.00%,89.00%,5.88,B (3.25),B (3.04)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (B),FA15,266,105,83.50%,87.60%,6.5,B+ (3.35),B (3.04)
"Hamaoka, Brent Y",CHEM 7L - General Chemistry Laboratory (C),FA15,132,60,94.60%,82.10%,7.01,B+ (3.35),B+ (3.42)
"Brydges, Stacey",CHEM 87 - Freshman Seminar (B),FA15,14,9,100.00%,100.00%,1,A (4.00),N/A
"Albizati, Kim F.",CHEM 87 - Freshman Seminar (C),FA15,15,8,100.00%,100.00%,0.5,A (4.00),N/A
"Doolittle, Russell F.",CHEM 87 - Freshman Seminar (D),FA15,16,12,83.30%,83.30%,0.83,A (4.00),N/A
"Hamaoka, Brent Y",CHEM 108 - Protein Biochemistry Lab (A),S215,16,11,90.90%,100.00%,10.68,B (3.10),N/A
"Ternansky, Robert J.",CHEM 140A - Organic Chemistry I (A),S215,68,23,73.90%,82.60%,16.41,B (3.00),B- (2.79)
"Hammons, Justin Charles",CHEM 140A - Organic Chemistry I (B),S215,25,24,100.00%,90.90%,13.55,B+ (3.43),B+ (3.32)
"Oconnor, Joseph M.",CHEM 140B - Organic Chemistry II (B),S215,156,29,69.00%,93.10%,14.22,B (3.10),C+ (2.59)
"Albizati, Kim F.",CHEM 140C - Organic Chemistry III (A),S215,117,25,92.00%,100.00%,10.17,B (3.17),C+ (2.68)
"Pomeroy, Robert S.",CHEM 6A - General Chemistry I (A),S215,44,16,92.90%,100.00%,9.21,B+ (3.67),B- (2.80)
"Johnson, Christina A",CHEM 6B - General Chemistry II (A),S215,34,10,90.00%,100.00%,9.3,C+ (2.56),C+ (2.53)
"Johnson, Christina A",CHEM 6C - General Chemistry III (A),S215,92,23,84.20%,94.70%,12.18,B (3.26),B- (2.72)
"Dembinski, Holly",CHEM 11 - The Periodic Table (A),S115,27,13,100.00%,100.00%,5.88,A- (3.78),B+ (3.64)
"Bussey, Thomas J",CHEM 114A - Biochemical Structure&Function (A),S115,39,11,100.00%,100.00%,8.86,B (3.18),B (3.04)
"Oconnor, Joseph M.",CHEM 140A - Organic Chemistry I (B),S115,141,29,77.80%,85.20%,11.02,B (3.15),C+ (2.68)
"Weizman, Haim",CHEM 140B - Organic Chemistry II (A),S115,210,45,88.60%,100.00%,9.59,B (3.27),B- (2.82)
"Albizati, Kim F.",CHEM 140C - Organic Chemistry III (A),S115,101,22,85.00%,100.00%,11.4,B- (2.79),C+ (2.61)
"Weizman, Haim",CHEM 143A - Organic Chemistry Laboratory (A),S115,72,12,100.00%,90.00%,9.7,B+ (3.50),B (3.07)
"Ternansky, Robert J.",CHEM 143B - Organic Chemistry Laboratory (A),S115,28,17,94.10%,100.00%,6.85,B (3.29),B (3.29)
"Hoeger, Carl",CHEM 6A - General Chemistry I (A),S115,43,14,84.60%,92.30%,9,B+ (3.36),C+ (2.67)
"Bussey, Thomas J",CHEM 6B - General Chemistry II (A),S115,45,9,88.90%,88.90%,8.5,B (3.22),C+ (2.63)
"Hoeger, Carl",CHEM 6C - General Chemistry III (A),S115,72,22,85.70%,95.20%,9.3,B (3.00),B- (2.96)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (A),S115,176,59,87.20%,83.00%,8.88,B+ (3.36),B (3.01)
"Leigh, Brian",CHEM 7L - General Chemistry Laboratory (B),S115,133,43,90.20%,95.10%,8.6,B+ (3.38),B- (2.96)
"Leigh, Brian",CHEM 100A - Analytical Chemistry Lab (A),SP15,62,28,83.30%,83.30%,7.28,B (3.05),B- (2.79)
"Pomeroy, Robert S.",CHEM 100B - Instrumental Chemistry Lab (A),SP15,25,9,87.50%,87.50%,12.5,B (3.13),B- (2.98)
"Crowell, John E",CHEM 105A - Physical Chemistry Laboratory (A),SP15,42,16,53.30%,60.00%,10.1,B (3.00),B- (2.97)
"Zimmermann, Joerg",CHEM 105A - Physical Chemistry Laboratory (B),SP15,10,7,83.30%,100.00%,10.17,B+ (3.33),N/A
"Crowell, John E",No CAPEs submitted,SP15,6,0,N/A,N/A,N/A,N/A,N/A
"Mrse, Anthony Adrian",CHEM 108 - Protein Biochemistry Lab (A),SP15,46,18,82.40%,94.10%,8.85,B+ (3.56),B+ (3.40)
"Wang, Wei",CHEM 11 - The Periodic Table (A),SP15,158,58,75.40%,56.10%,4.08,B+ (3.64),B- (2.95)
"Komives, Elizabeth A",CHEM 113 - Physical Chem/Biol Macromolec (A),SP15,21,6,100.00%,100.00%,7.3,A (4.00),A- (3.80)
"Wollman, Roy",CHEM 114B - Biochem Energetics&Metabolism (A),SP15,32,23,77.30%,81.80%,6.5,B+ (3.33),B (3.06)
"Joseph, Simpson",CHEM 114C - Biosynthesis of Macromolecules (A),SP15,174,55,88.00%,86.00%,6.24,B+ (3.38),B- (2.81)
"Rinehart, Jeffrey Dennis",CHEM 120A - Inorganic Chemistry I (A),SP15,103,50,87.50%,95.80%,7,B+ (3.31),B- (2.88)
"Sailor, Michael Joseph",CHEM 120B - Inorganic Chemistry II (A),SP15,48,22,86.40%,90.90%,5.26,B+ (3.45),B (3.17)
"Crowell, John E",CHEM 126 - Physical Chem: Quantum Mech (A),SP15,63,25,56.00%,48.00%,6.95,B (3.00),C+ (2.59)
"Tauber, Michael",CHEM 127 - Physical Chem: Thermodynamics (A),SP15,59,27,88.90%,85.20%,6.57,B (3.08),C+ (2.66)
"Opella, Stanley J",CHEM 13 - Chemistry of Life (A),SP15,51,18,62.50%,87.50%,4,B- (2.88),B- (2.95)
"Galperin, Michael",CHEM 132 - Chem Physics: Stat Thermo II (A),SP15,35,14,71.40%,100.00%,6.65,B (3.00),C+ (2.67)
"Sinha, Amitabha",CHEM 135 - Molecular Spectroscopy (A),SP15,7,2,100.00%,100.00%,6.5,B+ (3.50),N/A
"Ternansky, Robert J.",CHEM 140A - Organic Chemistry I (A),SP15,218,89,74.40%,79.10%,9.86,B- (2.77),C+ (2.60)
"Molinski, Tadeusz",CHEM 140B - Organic Chemistry II (A),SP15,118,38,60.50%,28.90%,8.55,C+ (2.59),C+ (2.63)
"Whitesell, James K.",CHEM 140B - Organic Chemistry II (B),SP15,389,153,71.90%,48.90%,5.8,B (3.25),B- (2.73)
"Albizati, Kim F.",CHEM 140C - Organic Chemistry III (A),SP15,383,128,88.00%,94.90%,8.21,B (3.22),B- (2.74)
"Hoeger, Carl",CHEM 140C - Organic Chemistry III (B),SP15,111,49,72.30%,83.00%,8.23,B- (2.93),B- (2.89)
"Tor, Yitzhak",CHEM 140CH - Honors Organic Chemistry (A),SP15,48,25,91.30%,95.70%,7.68,B+ (3.43),A- (3.72)
"Gianneschi, Nathan",CHEM 141 - Organic Nanomaterials (B),SP15,2,1,100.00%,100.00%,2.5,A (4.00),N/A
"Lipomi, Darren John",CHEM 141 - Organic Nanomaterials (B),SP15,2,1,100.00%,100.00%,2.5,A (4.00),N/A
"Albizati, Kim F.",CHEM 143A - Organic Chemistry Laboratory (A),SP15,367,130,90.80%,96.70%,6.42,B+ (3.39),B (3.05)
"Albizati, Kim F.",CHEM 143A - Organic Chemistry Laboratory (B),SP15,89,31,96.60%,100.00%,8.22,B (3.27),B (3.05)
"Ternansky, Robert J.",CHEM 143B - Organic Chemistry Laboratory (A),SP15,84,36,88.20%,94.10%,6.85,B (3.09),B (3.25)
"Burkart, Michael D",CHEM 157 - Natural Products Chemistry (A),SP15,36,11,90.90%,72.70%,5.59,B- (2.82),B (3.06)
"Perrin, Charles L.",CHEM 158 - Applied Spectroscopy (A),SP15,11,9,66.70%,88.90%,6.28,B (3.25),N/A
"Baker, Timothy Stanley",CHEM 164 - Structural Biology of Viruses (A),SP15,43,17,81.30%,100.00%,5.3,B+ (3.63),B (3.21)
"Swift, Robert Vernon",CHEM 167 - Medicinal Chemistry (A),SP15,24,10,100.00%,100.00%,6.06,B+ (3.56),B (3.20)
"Evan, Amato Tomas",CHEM 173 - Atmospheric Chemistry (A),SP15,9,4,100.00%,100.00%,6.5,B (3.00),N/A
"Molina, Mario",CHEM 173 - Atmospheric Chemistry (A),SP15,9,4,100.00%,100.00%,6.5,B (3.00),N/A
"Prather, Kimberly A",CHEM 173 - Atmospheric Chemistry (A),SP15,9,4,100.00%,100.00%,6.5,B (3.00),N/A
"Ramanathan, Veerabhadran",CHEM 173 - Atmospheric Chemistry (A),SP15,9,4,100.00%,100.00%,6.5,B (3.00),N/A
"Bussey, Thomas J",CHEM 188 - Capstone Sem in Science Eductn (A),SP15,7,5,100.00%,100.00%,5.3,A (4.00),N/A
"Zimmermann, Joerg",CHEM 6A - General Chemistry I (A),SP15,125,47,84.10%,59.10%,4.59,B (3.00),C+ (2.64)
"Johnson, Christina A",CHEM 6B - General Chemistry II (A),SP15,373,165,84.80%,91.80%,7.67,B- (2.83),C+ (2.64)
"Hamaoka, Brent Y",CHEM 6B - General Chemistry II (B),SP15,176,61,85.70%,71.40%,5.88,B- (2.82),C+ (2.46)
"Hoeger, Carl",CHEM 6C - General Chemistry III (A),SP15,247,109,89.70%,86.90%,7.29,B- (2.98),B- (2.85)
"Brydges, Stacey",CHEM 6C - General Chemistry III (B),SP15,400,177,90.10%,98.30%,6.28,B (3.20),B (3.11)
"Pomeroy, Robert S.",CHEM 6C - General Chemistry III (C),SP15,300,139,84.30%,64.20%,6.19,B (3.11),B- (2.94)
"Johnson, Christina A",CHEM 6C - General Chemistry III (D),SP15,396,184,88.80%,91.60%,8.31,B (3.07),B- (2.95)
"Kubiak, Clifford Paul",CHEM 6CH - Honors General Chemistry III (A),SP15,71,39,91.90%,91.90%,6.93,B (3.25),B (3.27)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (A),SP15,266,91,83.90%,85.10%,5.66,B (3.29),B- (2.96)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (B),SP15,270,96,83.50%,89.00%,6.25,B (3.05),B- (2.96)
"Brydges, Stacey",CHEM 7LM - General Chemistry Lab - Majors (A),SP15,94,57,91.10%,91.10%,9.75,B+ (3.38),B+ (3.58)
"Albizati, Kim F.",CHEM 87 - Freshman Seminar (A),SP15,10,5,100.00%,100.00%,0.5,A (4.00),N/A
"Tukey, Robert H",CHEM 92 - Undergrad Pharmacology Seminar (A),SP15,121,52,95.70%,97.90%,1.43,A (4.00),N/A
"Kummel, Andrew C",CHEM 93 - Cancer Therapeutic/Diagnostic (0),SP15,5,3,100.00%,100.00%,4.5,A (4.00),N/A
"Bussey, Thomas J",CHEM 96 - Introductn to Teaching Science (A),SP15,6,4,100.00%,100.00%,3,A (4.00),N/A
"Tauber, Michael",CHEM 100A - Analytical Chemistry Lab (A),WI15,45,25,68.20%,45.50%,9.55,B- (2.76),B- (2.78)
"Pomeroy, Robert S.",CHEM 100B - Instrumental Chemistry Lab (A),WI15,16,9,71.40%,85.70%,11.17,B (3.29),N/A
"Magde, Douglas",CHEM 105A - Physical Chemistry Laboratory (A),WI15,45,14,83.30%,91.70%,9.59,B (3.09),B (3.01)
"Zimmermann, Joerg",CHEM 105A - Physical Chemistry Laboratory (A),WI15,45,14,83.30%,83.30%,9.59,B (3.09),B (3.01)
"Magde, Douglas",CHEM 105B - Physical Chemistry Laboratory (A),WI15,3,2,100.00%,50.00%,15.5,B+ (3.50),N/A
"Magde, Douglas",No CAPEs submitted,WI15,1,0,N/A,N/A,N/A,N/A,N/A
"Johnson, Christina A",CHEM 109 - Recombinant DNA Laboratory (A),WI15,79,29,96.30%,96.30%,9.54,B+ (3.46),B+ (3.39)
"Toor, Navtej",CHEM 114A - Biochemical Structure&Function (A),WI15,104,53,94.10%,96.10%,6.15,B (3.24),B- (2.99)
"Komives, Elizabeth A",CHEM 114B - Biochem Energetics&Metabolism (A),WI15,134,58,85.20%,96.30%,6.96,B (3.21),B (3.26)
"Devaraj, Neal Krishna",CHEM 116 - Chemical Biology (A),WI15,25,6,83.30%,100.00%,6.5,B+ (3.60),B+ (3.40)
"Tukey, Robert H",CHEM 118 - Pharmacology and Toxicology (A),WI15,118,45,92.10%,86.80%,5.87,B+ (3.34),B- (2.84)
"Dibrov, Sergey M",CHEM 12 - Molecules and Reactions (A),WI15,149,125,69.60%,75.20%,4.6,B- (2.94),B- (2.78)
"Figueroa, Joshua",CHEM 120A - Inorganic Chemistry I (A),WI15,123,62,86.70%,93.30%,6.31,B (3.23),B- (2.71)
"Sailor, Michael Joseph",CHEM 123 - Advanced Inorganic Chem Lab (A),WI15,12,5,100.00%,100.00%,3.3,A- (3.80),N/A
"Tezcan, Faik",CHEM 125 - Bioinorganic Chemistry (A),WI15,10,4,100.00%,100.00%,8.5,A- (3.75),N/A
"Paesani, Francesco",CHEM 126 - Physical Chem: Quantum Mech (A),WI15,149,65,64.50%,90.30%,8.57,B (3.08),C+ (2.58)
"Weare, John H.",CHEM 131 - Chem Physics: Stat Thermo I (A),WI15,62,32,63.30%,20.00%,8.09,B (3.00),B- (2.93)
"Bertrand, Guy",CHEM 140A - Organic Chemistry I (A),WI15,408,175,92.60%,96.90%,6.18,B+ (3.35),B- (2.78)
"Gianneschi, Nathan",CHEM 140A - Organic Chemistry I (B),WI15,320,129,86.10%,75.40%,7.41,B- (2.76),C+ (2.45)
"Guerrero, Carlos Ariel",CHEM 140B - Organic Chemistry II (A),WI15,278,108,77.50%,73.50%,8.82,B (3.00),C+ (2.55)
"Whitesell, James K.",CHEM 140B - Organic Chemistry II (B),WI15,267,92,87.40%,62.10%,6.71,B+ (3.36),B- (2.73)
"Theodorakis, Emmanouil",CHEM 140B - Organic Chemistry II (C),WI15,306,145,75.60%,88.10%,7.61,B- (2.72),B (3.00)
"Weizman, Haim",CHEM 140BH - Honors Organic Chemistry (A),WI15,42,21,100.00%,95.20%,7.55,A- (3.76),A- (3.74)
"Godula, Kamil",CHEM 140C - Organic Chemistry III (A),WI15,118,48,83.00%,87.20%,6.72,B (3.11),B- (2.75)
"Ternansky, Robert J.",CHEM 143A - Organic Chemistry Laboratory (A),WI15,306,131,87.70%,87.70%,6.5,B (3.17),B (3.08)
"Albizati, Kim F.",CHEM 143A - Organic Chemistry Laboratory (B),WI15,106,40,89.50%,94.70%,7.74,B (3.24),B (3.11)
"Ternansky, Robert J.",CHEM 143B - Organic Chemistry Laboratory (A),WI15,88,42,95.00%,90.00%,6.5,B (3.28),B+ (3.37)
"Burkart, Michael D",CHEM 145 - Biofuels (A),WI15,7,3,100.00%,100.00%,6.5,B (3.00),N/A
"Theodorakis, Emmanouil",CHEM 151 - Molecules That Changed World (A),WI15,48,18,88.20%,29.40%,3.56,B (3.29),B+ (3.70)
"Weizman, Haim",CHEM 151 - Molecules That Changed World (A),WI15,49,18,88.20%,100.00%,3.56,B (3.29),B+ (3.70)
"Godula, Kamil",No CAPEs submitted,WI15,1,0,N/A,N/A,N/A,N/A,N/A
"Perrin, Charles L.",No CAPEs submitted,WI15,3,0,N/A,N/A,N/A,N/A,N/A
"Devaraj, Neal Krishna",CHEM 168 - Drug Synthesis and Design (A),WI15,22,5,100.00%,100.00%,3.7,B+ (3.60),B+ (3.40)
"Pomeroy, Robert S.",CHEM 172 - Environmental Chemistry II (A),WI15,32,12,81.80%,90.90%,8.68,B (3.18),B- (2.93)
"Bussey, Thomas J",CHEM 187 - Foundn of Teach&Learn Science (A),WI15,6,5,100.00%,100.00%,6.5,A (4.00),N/A
"Albizati, Kim F.",CHEM 192 - Sr Seminar in Chem & Biochem (A),WI15,18,6,100.00%,100.00%,0.5,A (4.00),N/A
"Newsam, John",CHEM 194 - Special Topics in Chemistry (A),WI15,14,12,100.00%,100.00%,2.33,A- (3.91),N/A
"Bussey, Thomas J",CHEM 6A - General Chemistry I (A),WI15,262,148,90.00%,92.10%,6.49,B (3.15),B- (2.70)
"Hoeger, Carl",CHEM 6A - General Chemistry I (B),WI15,101,43,92.70%,95.10%,7.01,B- (2.78),C+ (2.56)
"Johnson, Christina A",CHEM 6A - General Chemistry I (C),WI15,284,128,90.20%,95.10%,6.65,B- (2.82),C+ (2.69)
"Trogler, William C",CHEM 6B - General Chemistry II (A),WI15,352,181,91.10%,75.70%,5.9,B (3.30),B- (2.98)
"Kummel, Andrew C",CHEM 6B - General Chemistry II (B),WI15,388,211,91.30%,83.50%,6.81,B (3.09),B- (2.75)
"Muller, Ulrich K.",CHEM 6B - General Chemistry II (C),WI15,372,196,91.10%,86.10%,5.05,B+ (3.42),B- (2.87)
"Leigh, Brian",CHEM 6B - General Chemistry II (D),WI15,356,175,91.30%,95.30%,6.28,B (3.20),B- (2.77)
"Hoeger, Carl",CHEM 6B - General Chemistry II (E),WI15,399,201,90.60%,83.30%,7.54,B (3.05),B- (2.84)
"Paesani, Francesco",CHEM 6BH - Honors General Chemistry II (A),WI15,97,61,84.20%,93.00%,7.21,B (3.22),B (3.28)
"Ghosh, Partho",CHEM 6C - General Chemistry III (A),WI15,305,126,83.20%,85.70%,6.48,B- (2.94),C+ (2.63)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (A),WI15,260,96,92.40%,82.60%,6.1,B (3.29),B (3.02)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (B),WI15,267,103,86.30%,84.20%,5.87,B+ (3.34),B (3.02)
"Brydges, Stacey",CHEM 7LM - General Chemistry Lab - Majors (A),WI15,87,47,83.00%,89.40%,8.5,B (3.11),B+ (3.31)
"Albizati, Kim F.",CHEM 87 - Freshman Seminar (A),WI15,11,9,100.00%,100.00%,0.5,N/A,N/A
"Weizman, Haim",CHEM 87 - Freshman Seminar (B),WI15,18,12,100.00%,100.00%,0.5,N/A,N/A
"Evan, Amato Tomas",CHEM 87 - Freshman Seminar (C),WI15,3,3,100.00%,100.00%,1.83,N/A,N/A
"Prather, Kimberly A",CHEM 87 - Freshman Seminar (C),WI15,3,3,100.00%,100.00%,1.83,N/A,N/A
"Ramanathan, Veerabhadran",CHEM 87 - Freshman Seminar (C),WI15,3,3,100.00%,100.00%,1.83,N/A,N/A
"Bussey, Thomas J",CHEM 96 - Introductn to Teaching Science (A),WI15,10,6,100.00%,100.00%,4.1,B+ (3.60),N/A
"Pomeroy, Robert S.",CHEM 100A - Analytical Chemistry Lab (A),FA14,88,36,84.80%,87.90%,8.94,B (3.19),B- (2.80)
"Xiong, Wei",CHEM 105A - Physical Chemistry Laboratory (A),FA14,37,18,87.50%,68.80%,8,B+ (3.50),B (3.01)
"Xiong, Wei",CHEM 105B - Physical Chemistry Laboratory (A),FA14,4,1,100.00%,100.00%,4.5,A (4.00),N/A
"Ghosh, Gourisankar",CHEM 108 - Protein Biochemistry Lab (A),FA14,78,29,100.00%,88.00%,5.54,A- (3.72),B+ (3.50)
"Dibrov, Sergey M",CHEM 11 - The Periodic Table (A),FA14,266,133,69.60%,64.30%,4.68,B (3.24),B (3.14)
"Jennings, Patricia A.",CHEM 114A - Biochemical Structure&Function (A),FA14,245,91,76.70%,30.20%,6.23,B+ (3.31),B (3.26)
"Ghosh, Gourisankar",CHEM 114D - Molecular & Cellular Biochem (A),FA14,33,12,100.00%,100.00%,9.17,A- (3.82),B+ (3.64)
"Tauber, Michael",CHEM 127 - Physical Chem: Thermodynamics (A),FA14,149,60,77.80%,75.90%,8.58,B (3.15),B- (2.71)
"Sinha, Amitabha",CHEM 130 - Chem Physics: Quantum Mech (B),FA14,79,42,60.00%,80.00%,8.24,B- (2.92),C+ (2.58)
"Oconnor, Joseph M.",CHEM 140A - Organic Chemistry I (A),FA14,362,162,77.10%,80.70%,10.08,B (3.06),B- (2.81)
"Yang, Jerry",CHEM 140A - Organic Chemistry I (B),FA14,264,102,84.00%,63.80%,7.98,B- (2.98),C+ (2.62)
"Ternansky, Robert J.",CHEM 140A - Organic Chemistry I (C),FA14,214,114,86.20%,89.90%,10.01,B- (2.92),B- (2.74)
"Reyes-Rodriguez, Gabriel J",CHEM 140A - Organic Chemistry I (D),FA14,352,190,88.20%,91.10%,8.28,B (3.07),B- (2.71)
"Albizati, Kim F.",CHEM 140B - Organic Chemistry II (A),FA14,311,105,85.60%,98.90%,7.56,B (3.03),C+ (2.57)
"Hermann, Thomas",CHEM 140C - Organic Chemistry III (A),FA14,275,169,86.00%,91.70%,7.32,B (3.11),B- (2.76)
"Albizati, Kim F.",CHEM 143A - Organic Chemistry Laboratory (A),FA14,335,133,87.00%,98.30%,7.45,B (3.29),B- (2.99)
"Albizati, Kim F.",CHEM 143A - Organic Chemistry Laboratory (B),FA14,117,30,89.30%,100.00%,6.35,B+ (3.37),B- (2.99)
"Ternansky, Robert J.",CHEM 143C - Organic Chemistry Laboratory (B),FA14,73,30,92.30%,100.00%,8.35,B+ (3.35),B (3.29)
"Guerrero, Carlos Ariel",CHEM 152 - Synthetic Methods/Organic Chem (A),FA14,26,6,83.30%,83.30%,8.17,B (3.00),B (3.15)
